gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,heraldkills,oppheraldkills,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
1293393,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1293393?gameHash=841d85edbfa78057,LCK,2020-1,43867.29431,1.2,2,10.02,2,Blue,Jungle,Spirit,Afreeca Freecs,Jarvan IV,Syndra,Taliyah,Lucian,Leona,LeBlanc,37.71666667,1,3,3,13,23,18,0,0,0,0,0,0,0,5.507016667,0.079540433,0.106053911,1.087052585,1,9.4065,4,1,2,0,0,0,1,1,0,0,0,1,1,19.85031667,1,1,10,2,1,28.159,2,0,7918,209.9337163,0.075964426,0.146837608,18,0.477242598,0.117647059,46,1.219619973,18,19, , ,12000,188.4546178,10300,-0.009180962,64,97,51,4,4.268669907,3095,3189,-94,4725,4327,398,2909,2989,-80,56,56,0,80,78,2
1293393,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1293393?gameHash=841d85edbfa78057,LCK,2020-1,43867.29431,1.2,2,10.02,3,Blue,Middle,Fly,Afreeca Freecs,Viktor,Syndra,Taliyah,Lucian,Leona,LeBlanc,37.71666667,1,10,4,10,23,18,2,1,0,0,0,0,0,5.507016667,0.265134777,0.079540433,1.087052585,0,9.4065,4,1,0,1,0,0,0,0,0,0,0,1,1,19.85031667,1,1,10,2,1,28.159,2,0,34580,916.8360583,0.331756737,0.281447908,18,0.477242598,0.117647059,10,0.265134777,8,9, , ,18516,361.2164384,16225,0.277192982,307,41,31,5,9.226690234,3651,3215,436,6101,5263,838,4948,4232,716,98,68,30,162,135,27
1293393,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1293393?gameHash=841d85edbfa78057,LCK,2020-1,43867.29431,1.2,2,10.02,4,Blue,ADC,Mystic,Afreeca Freecs,Ashe,Syndra,Taliyah,Lucian,Leona,LeBlanc,37.71666667,1,5,5,13,23,18,1,1,0,0,0,1,0,5.507016667,0.132567388,0.159080866,1.087052585,0,9.4065,4,1,1,0,1,0,0,0,0,0,0,1,1,19.85031667,1,1,10,2,1,28.159,2,0,29212,774.5117101,0.280256733,0.274940504,14,0.371188688,0.091503268,10,0.265134777,3,5, , ,18201,352.8646929,16225,-0.013771997,308,32,28,0,9.014582413,3455,3180,275,5194,4941,253,3359,3339,20,83,77,6,137,133,4
1293393,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1293393?gameHash=841d85edbfa78057,LCK,2020-1,43867.29431,1.2,2,10.02,5,Blue,Support,Jelly,Afreeca Freecs,Rumble,Syndra,Taliyah,Lucian,Leona,LeBlanc,37.71666667,1,4,3,12,23,18,0,0,0,0,1,0,0,5.507016667,0.106053911,0,1.087052585,0,9.4065,4,1,1,0,1,0,0,0,0,0,0,1,1,19.85031667,1,1,10,2,1,28.159,2,0,13981,370.6849315,0.134132185,0.112090137,85,2.253645603,0.555555556,4,0.106053911,19,19, , ,10318,143.8589483,9275,0.221556886,30,12,0,4,1.113566063,2495,2088,407,3518,2995,523,2515,2238,277,12,13,-1,18,20,-2
1293393,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1293393?gameHash=841d85edbfa78057,LCK,2020-1,43867.29431,1.2,2,10.02,6,Red,Top,Sword,Griffin,Mordekaiser,Akali,Sett,Elise,Rakan,Braum,37.71666667,0,5,4,7,18,23,1,0,0,0,0,0,0,5.507016667,0.132567388,0.026513478,1.087052585,0,9.4065,1,4,0,0,0,0,0,0,0,0,1,0,0,19.85031667,0,0,2,10,0,28.159,0,2,16799,445.3999116,0.266388633,0.252432055,18,0.477242598,0.125,9,0.238621299,5,5, , ,14574,256.7003093,14075,0.005342832,284,18,18,0,8.007070261,2992,3249,-257,4823,5338,-515,4561,4594,-33,71,83,-12,129,147,-18
1293393,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1293393?gameHash=841d85edbfa78057,LCK,2020-1,43867.29431,1.2,2,10.02,7,Red,Jungle,Tarzan,Griffin,Lee Sin,Akali,Sett,Elise,Rakan,Braum,37.71666667,0,4,5,7,18,23,1,0,0,0,0,0,0,5.507016667,0.106053911,0.079540433,1.087052585,0,9.4065,1,4,0,2,0,0,0,0,0,0,1,0,0,19.85031667,0,0,2,10,0,28.159,0,2,7727,204.8696421,0.122530208,0.151922074,31,0.821917808,0.215277778,8,0.212107821,18,20, , ,10719,154.4908529,10395,0.009180962,24,127,104,1,4.00353513,3189,3095,94,4327,4725,-398,2989,2909,80,56,56,0,78,80,-2
1293393,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1293393?gameHash=841d85edbfa78057,LCK,2020-1,43867.29431,1.2,2,10.02,8,Red,Middle,Ucal,Griffin,Ornn,Akali,Sett,Elise,Rakan,Braum,37.71666667,0,3,5,6,18,23,0,0,0,0,0,0,0,5.507016667,0.079540433,0.265134777,1.087052585,0,9.4065,1,4,1,0,1,0,0,0,0,0,1,0,0,19.85031667,0,0,2,10,0,28.159,0,2,9638,255.5368979,0.152833719,0.194133659,13,0.34467521,0.090277778,7,0.185594344,4,5, , ,12338,197.4161732,12275,-0.277192982,261,8,4,0,7.132125497,3215,3651,-436,5263,6101,-838,4232,4948,-716,68,98,-30,135,162,-27
1293393,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1293393?gameHash=841d85edbfa78057,LCK,2020-1,43867.29431,1.2,2,10.02,9,Red,ADC,Viper,Griffin,Aphelios,Akali,Sett,Elise,Rakan,Braum,37.71666667,0,6,2,8,18,23,1,0,0,0,0,0,0,5.507016667,0.159080866,0.132567388,1.087052585,0,9.4065,1,4,0,1,0,0,0,0,0,0,1,0,0,19.85031667,0,0,2,10,0,28.159,0,2,24199,641.5996465,0.383733469,0.327521223,11,0.291648255,0.076388889,16,0.424215643,3,4, , ,17454,333.0591251,16450,0.013771997,351,43,38,0,10.44631021,3180,3455,-275,4941,5194,-253,3339,3359,-20,77,83,-6,133,137,-4
1293393,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1293393?gameHash=841d85edbfa78057,LCK,2020-1,43867.29431,1.2,2,10.02,10,Red,Support,Irove,Griffin,Thresh,Akali,Sett,Elise,Rakan,Braum,37.71666667,0,0,7,13,18,23,0,0,0,0,0,0,1,5.507016667,0,0.106053911,1.087052585,0,9.4065,1,4,0,1,0,0,0,0,0,0,1,0,0,19.85031667,0,0,2,10,0,28.159,0,2,4699,124.5868316,0.07451397,0.073990989,71,1.882456916,0.493055556,12,0.318161732,23,23, , ,7730,75.24206805,7425,-0.221556886,37,0,0,0,0.980998674,2088,2495,-407,2995,3518,-523,2238,2515,-277,13,12,1,20,18,2
1293393,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1293393?gameHash=841d85edbfa78057,LCK,2020-1,43867.29431,1.2,2,10.02,100,Blue,Team,Team,Afreeca Freecs, ,Syndra,Taliyah,Lucian,Leona,LeBlanc,37.71666667,1,23,18,55,23,18, , , , ,1,1,0,5.507016667,0.609809987,0.477242598,1.087052585,1,9.4065,4,1,4,1,2,0,1,1,0,0,0,1,1,19.85031667,1,1,10,2,1,28.159,2,0,104233,2763.579319, , ,153,4.056562086,1,79,2.094564737,53,58,0.610169492,0.505882353,72867,1283.422006,66025,0.085356706,995,204,119,19,31.78965974,15945,14664,1281,24876,22349,2527,18325,17359,966,332,285,47,544,495,49
1293393,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1293393?gameHash=841d85edbfa78057,LCK,2020-1,43867.29431,1.2,2,10.02,200,Red,Team,Team,Griffin, ,Akali,Sett,Elise,Rakan,Braum,37.71666667,0,18,23,41,18,23, , , , ,0,0,1,5.507016667,0.477242598,0.609809987,1.087052585,0,9.4065,1,4,1,4,1,0,0,0,0,0,1,0,0,19.85031667,0,0,2,10,0,28.159,0,2,63062,1671.99293, , ,144,3.817940787,1,52,1.37870084,53,57,0.396825397,0.253968254,62815,1016.908529,60620,-0.085356706,957,196,164,1,30.57003977,14664,15945,-1281,22349,24876,-2527,17359,18325,-966,285,332,-47,495,544,-49
1120607,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120607?gameHash=f4b702f689f87c90&tab=overview,LEC,2020-1,43868.47434,3,1,10.02,1,Blue,Top,Orome,MAD Lions,Gangplank,Jarvan IV,Gragas,Qiyana,Soraka,Renekton,32.56666667,1,4,0,4,11,2,1,1,0,0,0,1,0,6.51955,0.122824974,0,0.399181167,0,9.25895,4,1,0,0,0,0,0,0,0,0,2,0,1,17.88793333,1,1,11,0,1,26.39838333,1,0,19940,612.2824974,0.296978092,0.264424715,14,0.42988741,0.104477612,0,0,6,6, , ,15067,331.7883316,12483,0.268811341,295,12,8,0,9.426816786,3425,3419,6,5688,5279,409,4865,5005,-140,85,96,-11,143,157,-14
1120607,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120607?gameHash=f4b702f689f87c90&tab=overview,LEC,2020-1,43868.47434,3,1,10.02,2,Blue,Jungle,Shadow,MAD Lions,Lee Sin,Jarvan IV,Gragas,Qiyana,Soraka,Renekton,32.56666667,1,1,0,7,11,2,0,0,0,0,0,1,0,6.51955,0.030706244,0,0.399181167,0,9.25895,4,1,4,1,0,0,3,1,0,0,2,0,1,17.88793333,1,1,11,0,1,26.39838333,1,0,5114,157.0317298,0.076165795,0.156993089,16,0.491299898,0.119402985,7,0.214943705,10,11, , ,10677,196.9879222,9100,0.235185754,13,169,98,12,5.588536336,3078,2717,361,4510,3948,562,3310,2697,613,60,53,7,91,79,12
1120607,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120607?gameHash=f4b702f689f87c90&tab=overview,LEC,2020-1,43868.47434,3,1,10.02,3,Blue,Middle,Humanoid,MAD Lions,LeBlanc,Jarvan IV,Gragas,Qiyana,Soraka,Renekton,32.56666667,1,2,1,4,11,2,0,0,0,0,0,1,0,6.51955,0.061412487,0,0.399181167,0,9.25895,4,1,0,0,0,0,0,0,0,0,2,0,1,17.88793333,1,1,11,0,1,26.39838333,1,0,20461,628.2804504,0.304737649,0.223679007,14,0.42988741,0.104477612,10,0.307062436,3,3, , ,13402,280.662436,12175,0.18630752,274,20,12,8,9.027635619,3397,3281,116,5211,5058,153,4789,4889,-100,91,87,4,146,138,8
1120607,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120607?gameHash=f4b702f689f87c90&tab=overview,LEC,2020-1,43868.47434,3,1,10.02,4,Blue,ADC,Carzzy,MAD Lions,Miss Fortune,Jarvan IV,Gragas,Qiyana,Soraka,Renekton,32.56666667,1,3,0,3,11,2,0,0,0,0,0,0,0,6.51955,0.092118731,0.030706244,0.399181167,0,9.25895,4,1,0,0,0,0,0,0,0,0,2,0,1,17.88793333,1,1,11,0,1,26.39838333,1,0,17636,541.5353122,0.262663271,0.266113276,7,0.214943705,0.052238806,14,0.42988741,3,5, , ,15136,333.9070624,13625,0.011070111,323,29,25,4,10.80859775,3555,3413,142,5452,5280,172,3704,3207,497,96,97,-1,148,156,-8
1120607,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120607?gameHash=f4b702f689f87c90&tab=overview,LEC,2020-1,43868.47434,3,1,10.02,5,Blue,Support,Kaiser,MAD Lions,Bard,Jarvan IV,Gragas,Qiyana,Soraka,Renekton,32.56666667,1,1,1,6,11,2,0,0,0,0,1,0,0,6.51955,0.030706244,0.030706244,0.399181167,0,9.25895,4,1,0,0,0,0,0,0,0,0,2,0,1,17.88793333,1,1,11,0,1,26.39838333,1,0,3992,122.5793245,0.059455193,0.088789914,83,2.548618219,0.619402985,13,0.399181167,20,20, , ,7890,111.4096213,7125,0.179732314,38,0,0,0,1.166837257,2348,2076,272,3453,3117,336,2549,2427,122,12,12,0,21,19,2
1120607,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120607?gameHash=f4b702f689f87c90&tab=overview,LEC,2020-1,43868.47434,3,1,10.02,6,Red,Top,Sacre,SK Gaming,Ornn,Akali,Syndra,Sett,Rakan,Thresh,32.56666667,0,0,1,1,2,11,0,0,0,0,0,0,0,6.51955,0,0.122824974,0.399181167,0,9.25895,1,4,0,0,0,0,0,0,0,0,0,2,0,17.88793333,0,0,0,11,0,26.39838333,0,1,8401,257.9631525,0.23289532,0.22199593,16,0.491299898,0.14953271,6,0.184237462,5,5, , ,10174,181.5426817,9525,-0.268811341,273,0,0,0,8.382804504,3419,3425,-6,5279,5688,-409,5005,4865,140,96,85,11,157,143,14
1120607,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120607?gameHash=f4b702f689f87c90&tab=overview,LEC,2020-1,43868.47434,3,1,10.02,7,Red,Jungle,Trick,SK Gaming,Elise,Akali,Syndra,Sett,Rakan,Thresh,32.56666667,0,0,2,1,2,11,0,0,0,0,0,0,0,6.51955,0,0.030706244,0.399181167,1,9.25895,1,4,1,4,0,1,0,0,0,0,0,2,0,17.88793333,0,0,0,11,0,26.39838333,0,1,5655,173.6438076,0.156769794,0.125270913,6,0.184237462,0.056074766,4,0.122824974,5,6, , ,7598,102.4433982,7185,-0.235185754,15,126,110,0,4.329580348,2717,3078,-361,3948,4510,-562,2697,3310,-613,53,60,-7,79,91,-12
1120607,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120607?gameHash=f4b702f689f87c90&tab=overview,LEC,2020-1,43868.47434,3,1,10.02,8,Red,Middle,Jenax,SK Gaming,Diana,Akali,Syndra,Sett,Rakan,Thresh,32.56666667,0,0,5,2,2,11,0,0,0,0,0,0,1,6.51955,0,0.061412487,0.399181167,0,9.25895,1,4,0,0,0,0,0,0,0,0,0,2,0,17.88793333,0,0,0,11,0,26.39838333,0,1,8179,251.1463664,0.226740963,0.218879402,14,0.42988741,0.130841121,5,0.153531218,5,6, , ,10091,178.9940635,10100,-0.18630752,241,18,17,0,7.952917093,3281,3397,-116,5058,5211,-153,4889,4789,100,87,91,-4,138,146,-8
1120607,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120607?gameHash=f4b702f689f87c90&tab=overview,LEC,2020-1,43868.47434,3,1,10.02,9,Red,ADC,Crownshot,SK Gaming,Aphelios,Akali,Syndra,Sett,Rakan,Thresh,32.56666667,0,1,1,1,2,11,0,0,0,0,0,0,0,6.51955,0.030706244,0.092118731,0.399181167,0,9.25895,1,4,0,0,0,0,0,0,0,0,0,2,0,17.88793333,0,0,0,11,0,26.39838333,0,1,10703,328.6489253,0.296712131,0.354354503,10,0.307062436,0.093457944,17,0.522006141,4,6, , ,13699,289.7821904,13475,-0.011070111,366,12,12,0,11.60696008,3413,3555,-142,5280,5452,-172,3207,3704,-497,97,96,1,156,148,8
1120607,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120607?gameHash=f4b702f689f87c90&tab=overview,LEC,2020-1,43868.47434,3,1,10.02,10,Red,Support,LIMIT,SK Gaming,Braum,Akali,Syndra,Sett,Rakan,Thresh,32.56666667,0,1,2,1,2,11,0,0,0,0,0,0,0,6.51955,0.030706244,0.030706244,0.399181167,0,9.25895,1,4,0,0,0,0,0,0,0,0,0,2,0,17.88793333,0,0,0,11,0,26.39838333,0,1,3134,96.23336745,0.086881792,0.079499253,61,1.87308086,0.570093458,11,0.33776868,16,18, , ,6379,65.01248721,5950,-0.179732314,35,0,0,0,1.074718526,2076,2348,-272,3117,3453,-336,2427,2549,-122,12,12,0,19,21,-2
1120607,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120607?gameHash=f4b702f689f87c90&tab=overview,LEC,2020-1,43868.47434,3,1,10.02,100,Blue,Team,Team,MAD Lions, ,Jarvan IV,Gragas,Qiyana,Soraka,Renekton,32.56666667,1,11,2,24,11,2, , , , ,1,1,0,6.51955,0.33776868,0.061412487,0.399181167,0,9.25895,4,1,4,1,0,0,3,1,0,0,2,0,1,17.88793333,1,1,11,0,1,26.39838333,1,0,67143,2061.709314, , ,134,4.114636643,1,44,1.351074719,42,45,0.648648649,0.285714286,62172,1254.755374,54508,0.164239699,943,230,143,24,36.01842375,15803,14906,897,24314,22682,1632,19217,18225,992,344,345,-1,549,549,0
1120607,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120607?gameHash=f4b702f689f87c90&tab=overview,LEC,2020-1,43868.47434,3,1,10.02,200,Red,Team,Team,SK Gaming, ,Akali,Syndra,Sett,Rakan,Thresh,32.56666667,0,2,11,6,2,11, , , , ,0,0,1,6.51955,0.061412487,0.33776868,0.399181167,1,9.25895,1,4,1,4,0,1,0,0,0,0,0,2,0,17.88793333,0,0,0,11,0,26.39838333,0,1,36072,1107.635619, , ,107,3.285568066,1,43,1.320368475,35,41,0.363636364,0.265625,47941,817.7748209,46235,-0.164239699,930,156,139,0,33.34698055,14906,15803,-897,22682,24314,-1632,18225,19217,-992,345,344,1,549,549,0
1120622,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120622?gameHash=c87f08d06f392f3f,LEC,2020-1,43868.5278,3,1,10.02,1,Blue,Top,Odoamne,Schalke 04,Mordekaiser,Aphelios,Gragas,Syndra,LeBlanc,Gangplank,29.65,0,0,3,0,0,16,0,0,0,0,0,0,0,6.678166667,0,0.067453626,0.539629005,0,6.373233333,1,4,0,0,0,0,0,0,0,0,1,1,1,14.26761667,0,0,1,10,0,26.70996667,0,1,11559,389.8482293,0.321861164,0.222113196,13,0.438448567,0.156626506,1,0.033726813,4,5, , ,8939,169.7888702,8175,-0.178272981,227,7,4,0,7.892074199,3159,2670,489,4813,4723,90,4520,3869,651,88,62,26,134,113,21
1120622,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120622?gameHash=c87f08d06f392f3f,LEC,2020-1,43868.5278,3,1,10.02,2,Blue,Jungle,Lurox,Schalke 04,Jarvan IV,Aphelios,Gragas,Syndra,LeBlanc,Gangplank,29.65,0,0,3,0,0,16,0,0,0,0,0,0,0,6.678166667,0,0.202360877,0.539629005,0,6.373233333,1,4,1,3,0,0,0,1,0,0,1,1,1,14.26761667,0,0,1,10,0,26.70996667,0,1,2286,77.0994941,0.06365383,0.143313979,10,0.337268128,0.120481928,7,0.23608769,9,12, , ,7153,109.5527825,7150,-0.315169367,9,123,102,0,4.451939292,3053,3043,10,4297,4890,-593,2934,3044,-110,64,63,1,87,98,-11
1120622,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120622?gameHash=c87f08d06f392f3f,LEC,2020-1,43868.5278,3,1,10.02,3,Blue,Middle,Abbedagge,Schalke 04,Zoe,Aphelios,Gragas,Syndra,LeBlanc,Gangplank,29.65,0,0,4,0,0,16,0,0,0,0,0,0,0,6.678166667,0,0.134907251,0.539629005,0,6.373233333,1,4,0,0,0,0,0,0,0,0,1,1,1,14.26761667,0,0,1,10,0,26.70996667,0,1,9627,324.688027,0.268064489,0.235128744,14,0.472175379,0.168674699,6,0.202360877,5,7, , ,9234,179.7382799,9225,-0.265569918,235,4,4,0,8.060708263,3352,3553,-201,4928,5681,-753,4867,4443,424,91,80,11,131,141,-10
1120622,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120622?gameHash=c87f08d06f392f3f,LEC,2020-1,43868.5278,3,1,10.02,4,Blue,ADC,FORG1VEN,Schalke 04,Miss Fortune,Aphelios,Gragas,Syndra,LeBlanc,Gangplank,29.65,0,0,1,0,0,16,0,0,0,0,0,0,0,6.678166667,0,0.067453626,0.539629005,0,6.373233333,1,4,0,1,0,0,0,0,0,0,1,1,1,14.26761667,0,0,1,10,0,26.70996667,0,1,10565,356.3237774,0.294183165,0.312560224,9,0.303541315,0.108433735,9,0.303541315,0,0, , ,10989,238.9288364,10330,-0.062822316,252,20,20,0,9.173693086,3257,3231,26,5257,5496,-239,2902,3074,-172,84,79,5,125,115,10
1120622,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120622?gameHash=c87f08d06f392f3f,LEC,2020-1,43868.5278,3,1,10.02,5,Blue,Support,Dreams,Schalke 04,Nautilus,Aphelios,Gragas,Syndra,LeBlanc,Gangplank,29.65,0,0,5,0,0,16,0,0,0,0,0,0,1,6.678166667,0,0.067453626,0.539629005,0,6.373233333,1,4,0,0,0,0,0,0,0,0,1,1,1,14.26761667,0,0,1,10,0,26.70996667,0,1,1876,63.27150084,0.052237351,0.086883857,37,1.247892074,0.445783133,6,0.202360877,13,13, , ,5874,66.41618887,5325,-0.179487179,29,0,0,0,0.978077572,2016,2152,-136,3313,3075,238,2590,2643,-53,14,14,0,19,16,3
1120622,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120622?gameHash=c87f08d06f392f3f,LEC,2020-1,43868.5278,3,1,10.02,6,Red,Top,Dan Dan,Misfits,Aatrox,Akali,Soraka,Sett,Rumble,Cassiopeia,29.65,1,2,0,11,16,0,0,0,0,0,0,0,0,6.678166667,0.067453626,0,0.539629005,0,6.373233333,4,1,0,0,0,0,0,0,0,0,1,1,0,14.26761667,1,1,10,1,1,26.70996667,1,0,8732,294.5025295,0.191151682,0.206295013,13,0.438448567,0.13,2,0.067453626,4,5, , ,11547,257.748398,9775,0.178272981,198,46,41,0,8.229342327,2670,3159,-489,4723,4813,-90,3869,4520,-651,62,88,-26,113,134,-21
1120622,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120622?gameHash=c87f08d06f392f3f,LEC,2020-1,43868.5278,3,1,10.02,7,Red,Jungle,Razork,Misfits,Lee Sin,Akali,Soraka,Sett,Rumble,Cassiopeia,29.65,1,6,0,6,16,0,1,0,0,0,0,1,0,6.678166667,0.202360877,0,0.539629005,1,6.373233333,4,1,3,1,1,1,0,1,0,0,1,1,0,14.26761667,1,1,10,1,1,26.70996667,1,0,8034,270.9612142,0.175871807,0.201517066,19,0.640809444,0.19,16,0.539629005,10,10, , ,11370,251.7787521,9825,0.315169367,33,145,81,18,6.003372681,3043,3053,-10,4890,4297,593,3044,2934,110,63,64,-1,98,87,11
1120622,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120622?gameHash=c87f08d06f392f3f,LEC,2020-1,43868.5278,3,1,10.02,8,Red,Middle,Febiven,Misfits,Diana,Akali,Soraka,Sett,Rumble,Cassiopeia,29.65,1,4,0,9,16,0,1,0,0,0,1,0,0,6.678166667,0.134907251,0,0.539629005,0,6.373233333,4,1,0,0,0,0,0,0,0,0,1,1,0,14.26761667,1,1,10,1,1,26.70996667,1,0,13063,440.5733558,0.285961341,0.261713798,14,0.472175379,0.14,4,0.134907251,4,4, , ,13600,326.9895447,12050,0.265569918,282,28,13,8,10.45531197,3553,3352,201,5681,4928,753,4443,4867,-424,80,91,-11,141,131,10
1120622,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120622?gameHash=c87f08d06f392f3f,LEC,2020-1,43868.5278,3,1,10.02,9,Red,ADC,Bvoy,Misfits,Senna,Akali,Soraka,Sett,Rumble,Cassiopeia,29.65,1,2,0,12,16,0,1,0,0,0,0,1,0,6.678166667,0.067453626,0,0.539629005,0,6.373233333,4,1,1,0,0,0,0,1,0,0,1,1,0,14.26761667,1,1,10,1,1,26.70996667,1,0,11591,390.9274874,0.253737878,0.227890253,12,0.404721754,0.12,6,0.202360877,4,4, , ,12347,284.7298482,11000,0.062822316,222,20,8,4,8.161888702,3231,3257,-26,5496,5257,239,3074,2902,172,79,84,-5,115,125,-10
1120622,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120622?gameHash=c87f08d06f392f3f,LEC,2020-1,43868.5278,3,1,10.02,10,Red,Support,Denyk,Misfits,Braum,Akali,Soraka,Sett,Rumble,Cassiopeia,29.65,1,2,0,13,16,0,0,0,0,0,0,1,0,6.678166667,0.067453626,0,0.539629005,0,6.373233333,4,1,0,0,0,0,0,0,0,0,1,1,0,14.26761667,1,1,10,1,1,26.70996667,1,0,4261,143.7099494,0.093277293,0.102583871,42,1.416526138,0.42,9,0.303541315,13,13, , ,7705,128.1699831,6375,0.179487179,31,0,0,0,1.045531197,2152,2016,136,3075,3313,-238,2643,2590,53,14,14,0,16,19,-3
1120622,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120622?gameHash=c87f08d06f392f3f,LEC,2020-1,43868.5278,3,1,10.02,100,Blue,Team,Team,Schalke 04, ,Aphelios,Gragas,Syndra,LeBlanc,Gangplank,29.65,0,0,16,0,0,16, , , , ,0,0,1,6.678166667,0,0.539629005,0.539629005,0,6.373233333,1,4,1,4,0,0,0,1,0,0,1,1,1,14.26761667,0,0,1,10,0,26.70996667,0,1,35913,1211.231029, , ,83,2.799325464,1,29,0.978077572,31,37,0.390243902,0.220338983,42189,764.4249578,40205,-0.197691359,752,154,130,0,30.55649241,14837,14649,188,22608,23865,-1257,17813,17073,740,341,298,43,496,483,13
1120622,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120622?gameHash=c87f08d06f392f3f,LEC,2020-1,43868.5278,3,1,10.02,200,Red,Team,Team,Misfits, ,Akali,Soraka,Sett,Rumble,Cassiopeia,29.65,1,16,0,51,16,0, , , , ,1,1,0,6.678166667,0.539629005,0,0.539629005,1,6.373233333,4,1,4,1,1,1,0,2,0,0,1,1,0,14.26761667,1,1,10,1,1,26.70996667,1,0,45681,1540.674536, , ,100,3.372681282,1,37,1.247892074,35,36,0.666666667,0.244444444,56569,1249.416526,49025,0.197691359,766,239,143,30,33.89544688,14649,14837,-188,23865,22608,1257,17073,17813,-740,298,341,-43,483,496,-13
1120629,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1120629?gameHash=6b39ee929c2ebc47,LEC,2020-1,43868.5641,3,1,10.02,1,Blue,Top,Bwipo,Fnatic,Urgot,Pantheon,Xayah,Gragas,Rumble,Nautilus,29.66666667,1,5,3,4,14,14,1,0,0,0,0,0,1,4.388316667,0.168539326,0.134831461,0.943820225,0,8.198133333,3,1,1,0,1,0,0,0,0,0,1,1,1,18.17875,1,1,7,3,0,28.67053333,0,1,13700,461.7977528,0.240549225,0.258013578,17,0.573033708,0.188888889,8,0.269662921,8,8, , ,12534,290.8044944,10470,-0.229400076,232,15,7,0,8.325842697,3146,4400,-1254,5416,6521,-1105,4563,5040,-477,69,72,-3,114,116,-2
