gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,heraldkills,oppheraldkills,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
1410132,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410132?gameHash=dcf5876dbd2c7cb3,LEC,2020-1,43875.57487,4,1,10.03,100,Blue,Team,Team,Vitality, ,Yuumi,Gragas,Aatrox,LeBlanc,Thresh,29.5,0,10,20,18,10,20, , , , ,1,1,0,2.7128,0.338983051,0.677966102,1.016949153,0,7.450666667,0,4,0,4,0,0,0,0,0,0,0,2,0,12.01278333,0,0,3,10,0,23.86458333,0,1,40719,1380.305085, , ,100,3.389830508,1,29,0.983050847,39,45,0.489361702,0.115384615,47103,938,47288,-0.109198505,739,142,104,10,29.86440678,16141,16140,1,25272,25972,-700,18118,17681,437,312,304,8,490,518,-28
1410132,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410132?gameHash=dcf5876dbd2c7cb3,LEC,2020-1,43875.57487,4,1,10.03,200,Red,Team,Team,Fnatic, ,Aphelios,Syndra,Soraka,Xayah,Ezreal,29.5,1,20,10,43,20,10, , , , ,0,0,1,2.7128,0.677966102,0.338983051,1.016949153,1,7.450666667,4,0,4,0,2,1,0,1,0,0,2,0,1,12.01278333,1,1,10,3,1,23.86458333,1,0,51983,1762.135593, , ,99,3.355932203,1,44,1.491525424,43,45,0.680851064,0.181818182,57992,1307.118644,52750,0.109198505,747,213,122,25,32.54237288,16140,16141,-1,25972,25272,700,17681,18118,-437,304,312,-8,518,490,28
1410141,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410141?gameHash=93f12a137d299450,LEC,2020-1,43875.613,4,1,10.03,1,Blue,Top,Odoamne,Schalke 04,Sett,Olaf,LeBlanc,Soraka,Thresh,Nautilus,32.75,0,0,2,1,4,12,0,0,0,0,0,0,1,11.2159,0,0.061068702,0.488549618,0,7.32485,2,3,0,0,0,0,0,0,0,0,0,2,0,13.9012,0,0,0,10,0,25.84828333,0,1,7285,222.4427481,0.198258266,0.233168267,9,0.27480916,0.079646018,10,0.305343511,1,3, , ,11300,214.2229008,10858,-0.204027623,278,10,6,0,8.79389313,3380,3251,129,5235,6034,-799,4921,5043,-122,94,85,9,140,147,-7
1410141,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410141?gameHash=93f12a137d299450,LEC,2020-1,43875.613,4,1,10.03,2,Blue,Jungle,Lurox,Schalke 04,Sejuani,Olaf,LeBlanc,Soraka,Thresh,Nautilus,32.75,0,0,3,2,4,12,0,0,0,0,0,0,0,11.2159,0,0.091603053,0.488549618,0,7.32485,2,3,2,1,0,1,0,1,0,0,0,2,0,13.9012,0,0,0,10,0,25.84828333,0,1,3846,117.4351145,0.104667302,0.107840074,30,0.916030534,0.265486726,21,0.641221374,10,11, , ,7529,99.0778626,7235,-0.27069017,22,114,90,0,4.152671756,2927,2768,159,4094,5138,-1044,3010,2630,380,60,54,6,86,80,6
1410141,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410141?gameHash=93f12a137d299450,LEC,2020-1,43875.613,4,1,10.03,3,Blue,Middle,Abbedagge,Schalke 04,Zoe,Olaf,LeBlanc,Soraka,Thresh,Nautilus,32.75,0,3,3,0,4,12,0,0,0,0,0,0,0,11.2159,0.091603053,0.152671756,0.488549618,0,7.32485,2,3,0,1,0,0,0,0,0,0,0,2,0,13.9012,0,0,0,10,0,25.84828333,0,1,16270,496.7938931,0.442781331,0.276739008,16,0.488549618,0.14159292,6,0.183206107,6,6, , ,12611,254.2534351,12050,-0.199813259,278,13,13,0,8.885496183,3321,3782,-461,5046,6058,-1012,4804,5142,-338,92,101,-9,142,156,-14
1410141,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410141?gameHash=93f12a137d299450,LEC,2020-1,43875.613,4,1,10.03,4,Blue,ADC,Innaxe,Schalke 04,Xayah,Olaf,LeBlanc,Soraka,Thresh,Nautilus,32.75,0,1,2,1,4,12,0,0,0,0,0,0,0,11.2159,0.030534351,0.061068702,0.488549618,0,7.32485,2,3,0,1,0,0,0,0,0,0,0,2,0,13.9012,0,0,0,10,0,25.84828333,0,1,7594,231.8778626,0.206667574,0.318448602,11,0.335877863,0.097345133,11,0.335877863,4,5, , ,13866,292.5740458,12955,0.041765169,333,30,22,0,11.08396947,3086,3563,-477,5299,5547,-248,2888,3365,-477,75,98,-23,127,153,-26
1410141,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410141?gameHash=93f12a137d299450,LEC,2020-1,43875.613,4,1,10.03,5,Blue,Support,Dreams,Schalke 04,Rakan,Olaf,LeBlanc,Soraka,Thresh,Nautilus,32.75,0,0,2,2,4,12,0,0,0,0,0,0,0,11.2159,0,0,0.488549618,0,7.32485,2,3,0,0,0,0,0,0,0,0,0,2,0,13.9012,0,0,0,10,0,25.84828333,0,1,1750,53.4351145,0.047625527,0.063804048,47,1.435114504,0.415929204,21,0.641221374,17,18, , ,6204,58.61984733,5575,-0.179591837,41,0,0,0,1.251908397,2054,2114,-60,3050,3233,-183,2731,2847,-116,14,13,1,21,21,0
1410141,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410141?gameHash=93f12a137d299450,LEC,2020-1,43875.613,4,1,10.03,6,Red,Top,Finn,Rogue,Aatrox,Syndra,Yuumi,Gangplank,Cassiopeia,Jarvan IV,32.75,1,2,0,5,12,4,1,0,0,0,0,1,0,11.2159,0.061068702,0,0.488549618,0,7.32485,3,2,0,0,0,0,0,0,0,0,2,0,1,13.9012,1,1,10,0,1,25.84828333,1,0,13174,402.259542,0.286840272,0.242553091,15,0.458015267,0.109489051,7,0.213740458,5,5, , ,14575,314.2229008,13325,0.204027623,294,31,14,8,9.923664122,3251,3380,-129,6034,5235,799,5043,4921,122,85,94,-9,147,140,7
1410141,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410141?gameHash=93f12a137d299450,LEC,2020-1,43875.613,4,1,10.03,7,Red,Jungle,Inspired,Rogue,Gragas,Syndra,Yuumi,Gangplank,Cassiopeia,Jarvan IV,32.75,1,3,2,3,12,4,1,0,0,0,1,0,0,11.2159,0.091603053,0,0.488549618,1,7.32485,3,2,1,2,1,0,0,0,0,0,2,0,1,13.9012,1,1,10,0,1,25.84828333,1,0,5930,181.0687023,0.129115137,0.16093054,37,1.129770992,0.270072993,23,0.702290076,10,12, , ,11112,208.4824427,9500,0.27069017,31,151,93,12,5.557251908,2768,2927,-159,5138,4094,1044,2630,3010,-380,54,60,-6,80,86,-6
1410141,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410141?gameHash=93f12a137d299450,LEC,2020-1,43875.613,4,1,10.03,8,Red,Middle,Larssen,Rogue,Tristana,Syndra,Yuumi,Gangplank,Cassiopeia,Jarvan IV,32.75,1,5,1,5,12,4,1,0,0,0,0,0,0,11.2159,0.152671756,0.091603053,0.488549618,0,7.32485,3,2,1,0,0,0,0,1,0,0,2,0,1,13.9012,1,1,10,0,1,25.84828333,1,0,15497,473.1908397,0.337419439,0.274584581,14,0.427480916,0.102189781,10,0.305343511,5,8, , ,15934,355.719084,14725,0.199813259,298,33,17,12,10.10687023,3782,3321,461,6058,5046,1012,5142,4804,338,101,92,9,156,142,14
1410141,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410141?gameHash=93f12a137d299450,LEC,2020-1,43875.613,4,1,10.03,9,Red,ADC,Hans Sama,Rogue,Aphelios,Syndra,Yuumi,Gangplank,Cassiopeia,Jarvan IV,32.75,1,2,1,3,12,4,0,0,0,0,0,0,0,11.2159,0.061068702,0.030534351,0.488549618,0,7.32485,3,2,1,0,0,0,0,1,0,0,2,0,1,13.9012,1,1,10,0,1,25.84828333,1,0,9163,279.7862595,0.199507925,0.253371674,13,0.396946565,0.094890511,7,0.213740458,3,3, , ,15034,328.2381679,12425,-0.041765169,346,35,18,12,11.63358779,3563,3086,477,5547,5299,248,3365,2888,477,98,75,23,153,127,26
1410141,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410141?gameHash=93f12a137d299450,LEC,2020-1,43875.613,4,1,10.03,10,Red,Support,VandeR,Rogue,Tahm Kench,Syndra,Yuumi,Gangplank,Cassiopeia,Jarvan IV,32.75,1,0,0,5,12,4,0,0,0,0,0,0,0,11.2159,0,0,0.488549618,0,7.32485,3,2,0,0,0,0,0,0,0,0,2,0,1,13.9012,1,1,10,0,1,25.84828333,1,0,2164,66.07633588,0.047117227,0.068560115,58,1.770992366,0.423357664,6,0.183206107,20,21, , ,7193,88.81832061,6675,0.179591837,28,0,0,0,0.854961832,2114,2054,60,3233,3050,183,2847,2731,116,13,14,-1,21,21,0
1410141,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410141?gameHash=93f12a137d299450,LEC,2020-1,43875.613,4,1,10.03,100,Blue,Team,Team,Schalke 04, ,Olaf,LeBlanc,Soraka,Thresh,Nautilus,32.75,0,4,12,6,4,12, , , , ,0,0,1,11.2159,0.122137405,0.366412214,0.488549618,0,7.32485,2,3,2,3,0,1,0,1,0,0,0,2,0,13.9012,0,0,0,10,0,25.84828333,0,1,36745,1121.984733, , ,113,3.450381679,1,69,2.106870229,38,43,0.566037736,0.393442623,51510,918.7480916,48673,-0.151476885,952,167,131,0,34.16793893,14768,15478,-710,22724,26010,-3286,18354,19027,-673,335,351,-16,516,557,-41
1410141,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410141?gameHash=93f12a137d299450,LEC,2020-1,43875.613,4,1,10.03,200,Red,Team,Team,Rogue, ,Syndra,Yuumi,Gangplank,Cassiopeia,Jarvan IV,32.75,1,12,4,21,12,4, , , , ,1,1,0,11.2159,0.366412214,0.122137405,0.488549618,1,7.32485,3,2,3,2,1,0,0,2,0,0,2,0,1,13.9012,1,1,10,0,1,25.84828333,1,0,45928,1402.381679, , ,137,4.183206107,1,53,1.618320611,43,49,0.674418605,0.31372549,63848,1295.480916,56650,0.151476885,997,250,142,44,38.07633588,15478,14768,710,26010,22724,3286,19027,18354,673,351,335,16,557,516,41
1410145,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410145?gameHash=0582c5c58cd34176,LEC,2020-1,43875.65198,4,1,10.03,1,Blue,Top,Wunder,G2 Esports,Sona,Pantheon,Yuumi,Jarvan IV,Elise,Gangplank,29.55,0,2,4,3,11,23,0,0,0,0,0,0,0,4.569216667,0.067681895,0.169204738,1.116751269,0,13.90688333,0,3,0,0,0,0,0,0,0,0,1,1,0,11.54746667,0,0,2,11,0,21.07485,0,2,12317,416.8189509,0.28265559,0.16134826,23,0.778341794,0.193277311,13,0.439932318,1,1, , ,8643,160.7607445,7175,-0.438774955,91,0,0,0,3.079526227,2993,3622,-629,4589,6837,-2248,3916,4677,-761,31,88,-57,43,139,-96
1410145,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410145?gameHash=0582c5c58cd34176,LEC,2020-1,43875.65198,4,1,10.03,2,Blue,Jungle,Jankos,G2 Esports,Gragas,Pantheon,Yuumi,Jarvan IV,Elise,Gangplank,29.55,0,4,4,5,11,23,0,0,0,0,1,0,0,4.569216667,0.13536379,0.27072758,1.116751269,0,13.90688333,0,3,0,2,0,0,0,0,0,0,1,1,0,11.54746667,0,0,2,11,0,21.07485,0,2,7778,263.21489,0.178492748,0.208491156,20,0.676818951,0.168067227,9,0.304568528,7,7, , ,10031,207.7319797,9275,-0.25,35,127,86,20,5.482233503,4196,3280,916,6658,5402,1256,3895,3772,123,65,54,11,106,90,16
1410145,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410145?gameHash=0582c5c58cd34176,LEC,2020-1,43875.65198,4,1,10.03,3,Blue,Middle,Perkz,G2 Esports,Yasuo,Pantheon,Yuumi,Jarvan IV,Elise,Gangplank,29.55,0,4,5,4,11,23,1,0,0,0,0,0,0,4.569216667,0.13536379,0.067681895,1.116751269,0,13.90688333,0,3,0,0,0,0,0,0,0,0,1,1,0,11.54746667,0,0,2,11,0,21.07485,0,2,8707,294.6531303,0.199811823,0.337488792,12,0.406091371,0.100840336,3,0.101522843,3,4, , ,13829,336.2598985,12850,0.197990165,260,14,1,6,9.272419628,3393,3174,219,7029,5515,1514,4821,4859,-38,86,84,2,131,125,6
1410145,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410145?gameHash=0582c5c58cd34176,LEC,2020-1,43875.65198,4,1,10.03,4,Blue,ADC,Caps,G2 Esports,Aphelios,Pantheon,Yuumi,Jarvan IV,Elise,Gangplank,29.55,0,0,9,4,11,23,0,0,0,0,0,1,0,4.569216667,0,0.169204738,1.116751269,0,13.90688333,0,3,0,1,0,0,0,0,0,0,1,1,0,11.54746667,0,0,2,11,0,21.07485,0,2,9275,313.8747885,0.212846521,0.198097981,9,0.304568528,0.075630252,5,0.169204738,4,4, , ,9725,197.3766497,9110,-0.227626459,204,26,21,0,7.783417936,2745,3806,-1061,4456,5928,-1472,2122,3142,-1020,55,86,-31,90,128,-38
1410145,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410145?gameHash=0582c5c58cd34176,LEC,2020-1,43875.65198,4,1,10.03,5,Blue,Support,Mikyx,G2 Esports,Braum,Pantheon,Yuumi,Jarvan IV,Elise,Gangplank,29.55,0,1,1,4,11,23,0,0,0,0,0,1,0,4.569216667,0.033840948,0.067681895,1.116751269,0,13.90688333,0,3,0,0,0,0,0,0,0,0,1,1,0,11.54746667,0,0,2,11,0,21.07485,0,2,5499,186.0913706,0.126193317,0.094573812,55,1.861252115,0.462184874,15,0.507614213,18,20, , ,6677,94.22944162,6300,-0.11023622,49,0,0,0,1.65820643,2567,2701,-134,3878,4015,-137,2901,2999,-98,15,13,2,25,21,4
1410145,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410145?gameHash=0582c5c58cd34176,LEC,2020-1,43875.65198,4,1,10.03,6,Red,Top,Dan Dan,Misfits,Sett,Soraka,Syndra,Lucian,Aatrox,Nautilus,29.55,1,5,2,5,22,11,0,0,0,0,0,0,0,4.569216667,0.169204738,0.067681895,1.116751269,0,13.90688333,3,0,0,0,0,0,0,0,0,0,1,1,1,11.54746667,1,1,11,2,1,21.07485,2,0,10667,360.9813875,0.211073075,0.243679426,16,0.541455161,0.146788991,3,0.101522843,6,6, , ,13815,335.7861252,11208,0.438774955,234,13,4,4,8.358714044,3622,2993,629,6837,4589,2248,4677,3916,761,88,31,57,139,43,96
1410145,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410145?gameHash=0582c5c58cd34176,LEC,2020-1,43875.65198,4,1,10.03,7,Red,Jungle,Razork,Misfits,Ekko,Soraka,Syndra,Lucian,Aatrox,Nautilus,29.55,1,8,2,6,22,11,1,0,0,0,0,0,0,4.569216667,0.27072758,0.13536379,1.116751269,1,13.90688333,3,0,2,0,1,0,1,0,0,0,1,1,1,11.54746667,1,1,11,2,1,21.07485,2,0,13407,453.7055838,0.265290777,0.200800601,30,1.015228426,0.275229358,15,0.507614213,9,9, , ,12069,276.6998308,11925,0.25,39,142,52,42,6.125211506,3280,4196,-916,5402,6658,-1256,3772,3895,-123,54,65,-11,90,106,-16
1410145,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410145?gameHash=0582c5c58cd34176,LEC,2020-1,43875.65198,4,1,10.03,8,Red,Middle,Febiven,Misfits,Azir,Soraka,Syndra,Lucian,Aatrox,Nautilus,29.55,1,2,3,5,22,11,0,0,0,0,0,0,0,4.569216667,0.067681895,0.13536379,1.116751269,0,13.90688333,3,0,0,0,0,0,0,0,0,0,1,1,1,11.54746667,1,1,11,2,1,21.07485,2,0,8455,286.1252115,0.167303164,0.201512792,10,0.338409475,0.091743119,3,0.101522843,6,6, , ,12098,277.6812183,10535,-0.197990165,224,29,28,1,8.561759729,3174,3393,-219,5515,7029,-1514,4859,4821,38,84,86,-2,125,131,-6
1410145,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410145?gameHash=0582c5c58cd34176,LEC,2020-1,43875.65198,4,1,10.03,9,Red,ADC,Bvoy,Misfits,Xayah,Soraka,Syndra,Lucian,Aatrox,Nautilus,29.55,1,5,2,10,22,11,0,0,0,0,0,0,1,4.569216667,0.169204738,0,1.116751269,0,13.90688333,3,0,1,0,0,0,0,1,0,0,1,1,1,11.54746667,1,1,11,2,1,21.07485,2,0,11808,399.5939086,0.233650593,0.240928894,11,0.372250423,0.100917431,5,0.169204738,4,4, , ,13703,331.9959391,11450,0.227626459,238,30,18,4,9.069373942,3806,2745,1061,5928,4456,1472,3142,2122,1020,86,55,31,128,90,38
1410145,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410145?gameHash=0582c5c58cd34176,LEC,2020-1,43875.65198,4,1,10.03,10,Red,Support,Denyk,Misfits,Rakan,Soraka,Syndra,Lucian,Aatrox,Nautilus,29.55,1,2,2,13,22,11,0,0,0,0,0,0,0,4.569216667,0.067681895,0.033840948,1.116751269,0,13.90688333,3,0,0,0,0,0,0,0,0,0,1,1,1,11.54746667,1,1,11,2,1,21.07485,2,0,6200,209.8138748,0.122682391,0.113078287,42,1.421319797,0.385321101,19,0.642978003,9,10, , ,8497,155.8199662,7035,0.11023622,38,0,0,0,1.285956007,2701,2567,134,4015,3878,137,2999,2901,98,13,15,-2,21,25,-4
1410145,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410145?gameHash=0582c5c58cd34176,LEC,2020-1,43875.65198,4,1,10.03,100,Blue,Team,Team,G2 Esports, ,Pantheon,Yuumi,Jarvan IV,Elise,Gangplank,29.55,0,11,23,20,11,23, , , , ,1,1,0,4.569216667,0.372250423,0.744500846,1.116751269,0,13.90688333,0,3,0,3,0,0,0,0,0,0,1,1,0,11.54746667,0,0,2,11,0,21.07485,0,2,43576,1474.65313, , ,119,4.027072758,1,45,1.52284264,33,36,0.472222222,0.407407407,48905,996.358714,44710,-0.153680972,639,167,108,26,27.27580372,15894,16583,-689,26610,27697,-1087,17655,19449,-1794,252,325,-73,395,503,-108
1410145,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT05/1410145?gameHash=0582c5c58cd34176,LEC,2020-1,43875.65198,4,1,10.03,200,Red,Team,Team,Misfits, ,Soraka,Syndra,Lucian,Aatrox,Nautilus,29.55,1,22,11,39,22,11, , , , ,0,0,1,4.569216667,0.744500846,0.372250423,1.116751269,1,13.90688333,3,0,3,0,1,0,1,1,0,0,1,1,1,11.54746667,1,1,11,2,1,21.07485,2,0,50537,1710.219966, , ,109,3.688663283,1,45,1.52284264,34,35,0.558823529,0.297297297,60182,1377.98308,52153,0.153680972,773,214,102,51,33.40101523,16583,15894,689,27697,26610,1087,19449,17655,1794,325,252,73,503,395,108
1306343,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1306343?gameHash=465ab65653b45967&tab=overview,LCK,2020-1,43876.11545,2.4,1,10.02,1,Blue,Top,Kiin,Afreeca Freecs,Sett,Soraka,Mordekaiser,Jarvan IV,Thresh,Ornn,36.28333333,1,2,1,6,14,4,0,0,0,0,0,1,0,10.91558333,0.055121727,0.027560864,0.496095544,0,8.292783333,2,3,0,0,0,0,0,0,0,0,1,0,0,17.26793333,1,0,10,3,1,27.26301667,2,0,23618,650.9324759,0.302476883,0.206449172,23,0.633899862,0.147435897,11,0.303169499,11,13, , ,13776,249.6826826,12700,-0.077578051,290,1,1,0,8.0202113,3177,3477,-300,5250,5394,-144,4847,4704,143,87,92,-5,138,149,-11
1306343,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1306343?gameHash=465ab65653b45967&tab=overview,LCK,2020-1,43876.11545,2.4,1,10.02,2,Blue,Jungle,Spirit,Afreeca Freecs,Karthus,Soraka,Mordekaiser,Jarvan IV,Thresh,Ornn,36.28333333,1,2,1,7,14,4,1,0,0,0,1,0,0,10.91558333,0.055121727,0.027560864,0.496095544,0,8.292783333,2,3,2,3,2,0,0,0,0,0,1,0,0,17.26793333,1,0,10,3,1,27.26301667,2,0,19271,531.1254019,0.246804641,0.206335229,45,1.240238861,0.288461538,24,0.661460726,11,11, , ,13771,249.5448783,12725,0.344541686,73,211,137,23,7.827285255,3258,3148,110,5584,4344,1240,3518,3223,295,73,69,4,114,94,20
1306343,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1306343?gameHash=465ab65653b45967&tab=overview,LCK,2020-1,43876.11545,2.4,1,10.02,3,Blue,Middle,ALL IN,Afreeca Freecs,Pantheon,Soraka,Mordekaiser,Jarvan IV,Thresh,Ornn,36.28333333,1,2,0,6,14,4,0,0,0,0,0,0,0,10.91558333,0.055121727,0,0.496095544,0,8.292783333,2,3,0,0,0,0,0,0,0,0,1,0,0,17.26793333,1,0,10,3,1,27.26301667,2,0,9140,251.9062931,0.117056428,0.19952144,29,0.799265044,0.185897436,3,0.082682591,17,17, , ,13472,241.3041801,12775,0.027777778,228,6,2,0,6.449242076,2888,3551,-663,4667,5702,-1035,4434,4974,-540,66,100,-34,110,168,-58
1306343,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1306343?gameHash=465ab65653b45967&tab=overview,LCK,2020-1,43876.11545,2.4,1,10.02,4,Blue,ADC,Mystic,Afreeca Freecs,Varus,Soraka,Mordekaiser,Jarvan IV,Thresh,Ornn,36.28333333,1,7,1,4,14,4,1,0,0,0,0,0,0,10.91558333,0.192926045,0.027560864,0.496095544,0,8.292783333,2,3,0,0,0,0,0,0,0,0,1,0,0,17.26793333,1,0,10,3,1,27.26301667,2,0,22650,624.2535599,0.29007966,0.287485415,14,0.38585209,0.08974359,20,0.551217271,4,4, , ,17332,347.6891135,15150,0.093264249,321,31,22,8,9.701423978,3427,3406,21,5377,5025,352,3305,3444,-139,95,92,3,154,143,11
1306343,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1306343?gameHash=465ab65653b45967&tab=overview,LCK,2020-1,43876.11545,2.4,1,10.02,5,Blue,Support,Jelly,Afreeca Freecs,Braum,Soraka,Mordekaiser,Jarvan IV,Thresh,Ornn,36.28333333,1,1,1,10,14,4,0,0,0,0,0,0,0,10.91558333,0.027560864,0.027560864,0.496095544,0,8.292783333,2,3,0,0,0,0,0,0,0,0,1,0,0,17.26793333,1,0,10,3,1,27.26301667,2,0,3403,93.78961874,0.043582388,0.100208744,45,1.240238861,0.288461538,9,0.248047772,15,15, , ,9114,121.1939366,8275,0.040061633,28,0,0,0,0.77170418,2064,2153,-89,3327,3059,268,2937,2673,264,11,5,6,21,10,11
1306343,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1306343?gameHash=465ab65653b45967&tab=overview,LCK,2020-1,43876.11545,2.4,1,10.02,6,Red,Top,Doran,DragonX,Renekton,Akali,Lucian,Aphelios,Rakan,Ashe,36.28333333,0,1,4,2,4,14,0,0,0,0,0,0,1,10.91558333,0.027560864,0.055121727,0.496095544,0,8.292783333,3,2,0,0,0,0,0,0,0,0,0,1,1,17.26793333,0,1,3,10,0,27.26301667,0,2,15861,437.1428571,0.210280002,0.269973585,18,0.496095544,0.155172414,15,0.413412954,6,6, , ,14140,259.7148369,13725,0.077578051,355,4,3,0,9.894350023,3477,3177,300,5394,5250,144,4704,4847,-143,92,87,5,149,138,11
1306343,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1306343?gameHash=465ab65653b45967&tab=overview,LCK,2020-1,43876.11545,2.4,1,10.02,7,Red,Jungle,Pyosik,DragonX,Elise,Akali,Lucian,Aphelios,Rakan,Ashe,36.28333333,0,1,3,2,4,14,0,0,0,0,0,0,0,10.91558333,0.027560864,0.055121727,0.496095544,1,8.292783333,3,2,3,2,1,1,0,1,0,0,0,1,1,17.26793333,0,1,3,10,0,27.26301667,0,2,10557,290.9600367,0.139961288,0.141394544,6,0.165365181,0.051724138,10,0.275608636,6,6, , ,9652,136.0216812,8985,-0.344541686,18,159,113,4,4.878272853,3148,3258,-110,4344,5584,-1240,3223,3518,-295,69,73,-4,94,114,-20
1306343,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1306343?gameHash=465ab65653b45967&tab=overview,LCK,2020-1,43876.11545,2.4,1,10.02,8,Red,Middle,Chovy,DragonX,Zoe,Akali,Lucian,Aphelios,Rakan,Ashe,36.28333333,0,0,1,3,4,14,0,0,0,0,0,0,0,10.91558333,0,0.055121727,0.496095544,0,8.292783333,3,2,0,0,0,0,0,0,0,0,0,1,1,17.26793333,0,1,3,10,0,27.26301667,0,2,25237,695.553514,0.334583974,0.218375801,18,0.496095544,0.155172414,19,0.523656408,5,7, , ,12339,210.0777216,12425,-0.027777778,302,16,16,0,8.764354616,3551,2888,663,5702,4667,1035,4974,4434,540,100,66,34,168,110,58
1306343,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1306343?gameHash=465ab65653b45967&tab=overview,LCK,2020-1,43876.11545,2.4,1,10.02,9,Red,ADC,Deft,DragonX,Miss Fortune,Akali,Lucian,Aphelios,Rakan,Ashe,36.28333333,0,1,4,2,4,14,0,0,0,0,0,0,0,10.91558333,0.027560864,0.192926045,0.496095544,0,8.292783333,3,2,0,0,0,0,0,0,0,0,0,1,1,17.26793333,0,1,3,10,0,27.26301667,0,2,13607,375.0206706,0.1803972,0.27149201,16,0.440973817,0.137931034,5,0.137804318,4,4, , ,14193,261.1755627,13800,-0.093264249,341,28,24,0,10.16995866,3406,3427,-21,5025,5377,-352,3444,3305,139,92,95,-3,143,154,-11
1306343,https://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT01/1306343?gameHash=465ab65653b45967&tab=overview,LCK,2020-1,43876.11545,2.4,1,10.02,10,Red,Support,Keria,DragonX,Senna,Akali,Lucian,Aphelios,Rakan,Ashe,36.28333333,0,1,2,3,4,14,0,0,0,0,0,0,0,10.91558333,0.027560864,0.027560864,0.496095544,0,8.292783333,3,2,0,0,0,0,0,0,0,0,0,1,1,17.26793333,0,1,3,10,0,27.26301667,0,2,10166,280.1837391,0.134777536,0.09876406,58,1.598530087,0.5,38,1.047312816,20,22, , ,8164,95.01111621,7950,-0.040061633,46,0,0,0,1.267799724,2153,2064,89,3059,3327,-268,2673,2937,-264,5,11,-6,10,21,-11
