fpts,result,gamelength
29.42,1,35.26666667
2.9,0,35.26666667
3.84,0,44.73333333
24.5,1,44.73333333
16.64,1,29.18333333
-3.06,0,29.18333333
25.48,1,51.96666667
30.26,0,51.96666667
10.94,1,41.41666667
8.86,0,41.41666667
20.46,1,27.78333333
0.56,0,27.78333333
25.74,0,40.53333333
33.92,1,40.53333333
14.58,1,32.48333333
-1.74,0,32.48333333
25.92,1,48.41666667
9.24,0,48.41666667
10.96,0,43.85
24.92,1,43.85
20.94,0,50.26666667
28.78,1,50.26666667
27.96,1,40.55
4.62,0,40.55
0.92,0,34.58333333
37.58,1,34.58333333
24.52,1,29.93333333
1.3599999999999999,0,29.93333333
28.52,1,45.56666667
6.32,0,45.56666667
6.34,0,29.88333333
15.52,1,29.88333333
5.7,0,43.2
24.42,1,43.2
22.22,1,47.63333333
1.58,0,47.63333333
16.02,1,45.4
9.74,0,45.4
4.92,0,38.06666667
12.74,1,38.06666667
10.76,0,33.91666667
12.18,1,33.91666667
15.28,1,21.1
3.56,0,21.1
24.72,1,56.76666667
17.76,0,56.76666667
11.46,0,40.06666667
17.74,1,40.06666667
27.48,0,36.98333333
5.84,1,36.98333333
17.02,0,40.58333333
26.5,1,40.58333333
16.06,1,34.86666667
6.96,0,34.86666667
17.98,1,41.7
12.8,0,41.7
0.42,0,32.35
13.92,1,32.35
14.82,0,44.43333333
19.66,1,44.43333333
7.48,1,33.18333333
7.5600000000000005,0,33.18333333
15.68,1,44.26666667
5.28,0,44.26666667
13.94,0,37.91666667
14.8,1,37.91666667
-5.64,0,23.21666667
19.28,1,23.21666667
36.38,1,32.53333333
10.46,0,32.53333333
8.8,0,41.63333333
21.64,1,41.63333333
14.68,1,32.81666667
12.6,0,32.81666667
41.08,1,50.45
27.06,0,50.45
-0.31999999999999995,0,40.66666667
20.56,1,40.66666667
24.92,1,44.25
0.36,0,44.25
22.26,1,43.48333333
0.72,0,43.48333333
19.28,1,30.75
3.54,0,30.75
3.66,0,50.25
32.16,1,50.25
23.42,1,32.36666667
2.44,0,32.36666667
13.7,0,44.08333333
11.68,1,44.08333333
24.24,1,27.35
5.44,0,27.35
6.18,0,28.01666667
30.0,1,28.01666667
16.2,1,43.73333333
8.62,0,43.73333333
26.5,1,30.1
-5.16,0,30.1
13.7,1,45.23333333
26.02,0,45.23333333
7.42,1,38.6
3.68,0,38.6
19.54,1,31.45
8.64,0,31.45
32.24,1,37.08333333
0.54,0,37.08333333
15.58,1,45.56666667
5.84,0,45.56666667
9.08,0,33.9
13.32,1,33.9
20.72,1,38.06666667
12.76,0,38.06666667
28.56,1,34.08333333
4.58,0,34.08333333
16.56,1,30.55
3.76,0,30.55
23.9,1,39.28333333
0.84,0,39.28333333
20.24,1,40.78333333
14.68,0,40.78333333
16.8,1,44.95
27.48,0,44.95
16.2,1,31.98333333
21.24,0,31.98333333
27.52,1,40.5
16.6,0,40.5
15.88,1,50.2
-2.94,0,50.2
4.4,0,34.36666667
19.74,1,34.36666667
13.2,0,33.11666667
12.6,1,33.11666667
11.24,1,47.41666667
31.4,0,47.41666667
30.76,1,25.15
-3.36,0,25.15
24.12,1,33.68333333
-2.62,0,33.68333333
13.56,1,30.38333333
0.72,0,30.38333333
0.3,0,24.58333333
23.58,1,24.58333333
37.98,1,48.83333333
6.4,0,48.83333333
5.44,0,31.45
6.8,1,31.45
18.58,1,37.93333333
7.74,0,37.93333333
18.86,0,38.06666667
14.92,1,38.06666667
26.3,0,39.3
32.08,1,39.3
21.66,1,30.95
4.3,0,30.95
27.76,0,56.96666667
39.88,1,56.96666667
25.52,1,27.98333333
3.22,0,27.98333333
21.66,1,24.11666667
3.36,0,24.11666667
1.54,0,39.66666667
9.5,1,39.66666667
-1.56,0,29.28333333
31.68,1,29.28333333
17.02,1,42.0
15.52,0,42.0
15.96,1,27.9
0.4,0,27.9
4.84,0,33.86666667
19.22,1,33.86666667
9.36,1,30.48333333
0.48,0,30.48333333
36.6,1,44.8
18.26,0,44.8
29.92,0,63.2
37.62,1,63.2
20.68,1,34.21666667
-0.07999999999999996,0,34.21666667
7.74,0,41.31666667
33.84,1,41.31666667
10.64,1,40.11666667
4.02,0,40.11666667
12.56,1,39.9
15.18,0,39.9
11.28,0,49.76666667
17.8,1,49.76666667
12.5,1,31.78333333
3.5,0,31.78333333
-2.36,0,34.4
22.38,1,34.4
38.56,1,45.51666667
14.82,0,45.51666667
41.4,1,35.13333333
3.34,0,35.13333333
25.48,1,44.01666667
22.54,0,44.01666667
36.38,1,30.18333333
7.6,0,30.18333333
15.72,0,36.91666667
17.6,1,36.91666667
10.78,0,34.6
31.8,1,34.6
7.3,0,36.25
14.64,1,36.25
13.04,0,45.16666667
24.52,1,45.16666667
11.18,1,33.25
1.26,0,33.25
11.46,0,42.68333333
13.96,1,42.68333333
-1.72,0,33.05
26.68,1,33.05
13.48,1,33.33333333
4.32,0,33.33333333
29.86,1,49.06666667
24.56,0,49.06666667
21.02,1,44.6
12.78,0,44.6
19.84,1,39.03333333
2.12,0,39.03333333
2.38,0,30.13333333
17.58,1,30.13333333
27.78,1,34.71666667
1.52,0,34.71666667
12.78,1,49.26666667
7.34,0,49.26666667
13.82,0,38.78333333
37.06,1,38.78333333
17.28,1,35.81666667
25.46,0,35.81666667
13.46,1,38.78333333
12.74,0,38.78333333
1.56,0,30.9
26.46,1,30.9
-1.76,0,28.6
23.48,1,28.6
9.66,1,32.38333333
5.52,0,32.38333333
16.62,1,34.61666667
8.78,0,34.61666667
4.44,0,27.68333333
26.36,1,27.68333333
14.28,1,27.06666667
4.24,0,27.06666667
5.1,0,26.2
30.24,1,26.2
12.3,1,30.73333333
7.44,0,30.73333333
28.98,1,39.88333333
1.96,0,39.88333333
6.6,0,43.13333333
19.56,1,43.13333333
17.28,1,28.13333333
3.58,0,28.13333333
21.92,1,39.7
-1.18,0,39.7
6.68,0,42.08333333
31.76,1,42.08333333
11.26,0,41.63333333
26.56,1,41.63333333
31.6,1,32.5
1.54,0,32.5
18.42,1,39.88333333
-2.34,0,39.88333333
24.88,1,40.73333333
22.48,0,40.73333333
16.4,1,26.13333333
4.42,0,26.13333333
13.06,1,43.38333333
6.6,0,43.38333333
10.5,0,45.23333333
21.16,1,45.23333333
3.74,0,43.08333333
10.1,1,43.08333333
14.68,1,32.11666667
2.2800000000000002,0,32.11666667
29.86,1,37.46666667
7.66,0,37.46666667
11.58,0,34.58333333
29.38,1,34.58333333
26.78,1,30.41666667
5.52,0,30.41666667
27.6,0,34.41666667
28.32,1,34.41666667
15.24,0,56.75
18.6,1,56.75
18.48,1,29.38333333
3.46,0,29.38333333
32.54,1,37.73333333
3.52,0,37.73333333
7.38,0,36.96666667
19.5,1,36.96666667
-5.24,0,37.5
25.16,1,37.5
8.32,1,30.63333333
0.44,0,30.63333333
12.52,1,32.51666667
10.16,0,32.51666667
27.76,0,48.21666667
32.68,1,48.21666667
4.42,0,38.78333333
11.58,1,38.78333333
25.52,1,52.88333333
16.92,0,52.88333333
16.94,0,43.53333333
18.24,1,43.53333333
3.32,0,27.05
10.44,1,27.05
39.92,1,41.36666667
3.8200000000000003,0,41.36666667
15.2,0,51.43333333
11.6,1,51.43333333
12.26,1,43.66666667
7.32,0,43.66666667
23.66,1,39.05
14.84,0,39.05
22.32,0,51.8
34.4,1,51.8
3.88,1,30.16666667
3.26,0,30.16666667
4.3,0,22.01666667
5.3,1,22.01666667
17.72,1,46.66666667
15.08,0,46.66666667
17.32,1,25.23333333
-5.76,0,25.23333333
4.4,0,27.7
13.46,1,27.7
28.6,1,39.9
28.42,0,39.9
26.02,1,50.21666667
10.78,0,50.21666667
15.92,1,42.21666667
5.52,0,42.21666667
1.88,0,27.45
13.26,1,27.45
20.82,0,49.23333333
11.58,1,49.23333333
13.8,1,33.05
19.54,0,33.05
16.54,1,35.16666667
0.76,0,35.16666667
2.68,0,33.56666667
29.54,1,33.56666667
34.18,1,26.25
4.22,0,26.25
26.68,1,50.0
34.56,0,50.0
31.2,1,34.18333333
14.5,0,34.18333333
24.44,1,41.78333333
12.72,0,41.78333333
21.44,1,35.41666667
4.44,0,35.41666667
3.2800000000000002,0,31.88333333
31.48,1,31.88333333
5.68,0,32.35
20.44,1,32.35
10.56,0,40.95
41.72,1,40.95
2.48,0,39.35
31.72,1,39.35
14.52,1,34.58333333
6.2,0,34.58333333
0.54,0,40.5
29.48,1,40.5
2.86,0,50.91666667
21.06,1,50.91666667
19.52,1,27.91666667
17.3,0,27.91666667
10.76,1,33.8
18.68,0,33.8
26.36,1,27.95
4.42,0,27.95
11.56,1,23.5
1.56,0,23.5
3.36,0,30.91666667
36.46,1,30.91666667
31.38,0,42.71666667
23.58,1,42.71666667
7.58,0,34.75
34.44,1,34.75
18.7,1,39.31666667
15.4,0,39.31666667
7.4,0,27.73333333
27.38,1,27.73333333
26.32,1,31.76666667
8.26,0,31.76666667
-0.45999999999999996,0,28.36666667
10.36,1,28.36666667
15.98,1,52.15
8.3,0,52.15
30.78,1,50.73333333
13.14,0,50.73333333
-4.7,0,30.06666667
16.52,1,30.06666667
24.4,1,23.85
2.62,0,23.85
34.7,1,46.31666667
18.9,0,46.31666667
2.66,0,32.53333333
22.9,1,32.53333333
24.62,1,34.98333333
6.24,0,34.98333333
15.14,1,29.46666667
8.22,0,29.46666667
12.24,0,28.58333333
33.36,1,28.58333333
3.38,0,27.33333333
24.18,1,27.33333333
18.46,1,43.46666667
4.62,0,43.46666667
20.62,1,30.25
2.54,0,30.25
26.32,1,38.61666667
17.52,0,38.61666667
25.52,1,37.85
14.5,0,37.85
27.44,1,27.1
0.86,0,27.1
-1.62,0,27.63333333
17.44,1,27.63333333
25.98,0,45.95
54.78,1,45.95
30.72,1,39.78333333
18.76,0,39.78333333
6.62,0,27.23333333
46.5,1,27.23333333
14.48,1,33.65
20.84,0,33.65
49.44,1,48.16666667
14.96,0,48.16666667
4.58,0,32.76666667
32.78,1,32.76666667
18.62,1,33.41666667
12.48,0,33.41666667
9.3,0,27.15
20.42,1,27.15
28.14,1,46.81666667
12.84,0,46.81666667
26.24,1,26.98333333
11.68,0,26.98333333
51.84,1,31.81666667
12.9,0,31.81666667
3.3,0,29.76666667
19.58,1,29.76666667
14.36,1,23.0
8.3,0,23.0
22.66,1,37.83333333
11.68,0,37.83333333
7.68,0,39.01666667
20.78,1,39.01666667
15.38,1,30.26666667
6.84,0,30.26666667
16.52,0,37.76666667
27.68,1,37.76666667
16.86,0,41.6
22.9,1,41.6
12.48,0,46.03333333
25.08,1,46.03333333
38.56,1,29.08333333
5.3,0,29.08333333
20.84,0,44.23333333
36.06,1,44.23333333
6.66,0,27.7
32.7,1,27.7
22.4,1,35.25
13.88,0,35.25
28.96,1,49.36666667
38.42,0,49.36666667
9.38,0,46.93333333
27.66,1,46.93333333
19.54,1,34.31666667
7.32,0,34.31666667
0.66,0,27.31666667
34.28,1,27.31666667
37.36,1,36.65
26.66,0,36.65
1.8399999999999999,0,32.55
14.48,1,32.55
11.78,0,36.7
17.34,1,36.7
26.48,1,31.13333333
6.5,0,31.13333333
17.62,1,35.83333333
5.08,0,35.83333333
13.2,0,63.51666667
40.0,1,63.51666667
21.42,0,38.21666667
9.42,1,38.21666667
44.68,1,50.81666667
15.76,0,50.81666667
0.72,0,40.91666667
30.52,1,40.91666667
16.6,0,36.81666667
52.74,1,36.81666667
47.54,1,42.66666667
19.7,0,42.66666667
9.46,0,30.03333333
28.56,1,30.03333333
27.66,1,54.93333333
27.16,0,54.93333333
15.46,0,34.93333333
39.56,1,34.93333333
10.22,1,30.98333333
17.26,0,30.98333333
2.9,0,42.21666667
31.76,1,42.21666667
16.4,1,35.98333333
3.08,0,35.98333333
14.34,0,32.61666667
32.519999999999996,1,32.61666667
32.9,0,55.1
33.56,1,55.1
24.4,1,31.53333333
-0.72,0,31.53333333
14.42,0,32.05
21.52,1,32.05
6.42,0,34.03333333
13.5,1,34.03333333
14.14,1,40.86666667
13.74,0,40.86666667
7.7,0,35.2
39.48,1,35.2
7.34,0,29.23333333
9.52,1,29.23333333
-1.62,0,32.63333333
15.42,1,32.63333333
37.72,1,23.35
1.24,0,23.35
12.66,1,21.51666667
3.34,0,21.51666667
5.44,0,32.48333333
21.48,1,32.48333333
29.44,1,45.36666667
21.58,0,45.36666667
9.5,1,48.15
4.46,0,48.15
13.66,0,34.76666667
25.32,1,34.76666667
4.04,0,29.83333333
19.74,1,29.83333333
13.16,0,36.06666667
35.5,1,36.06666667
24.64,1,27.76666667
3.2,0,27.76666667
3.56,0,37.26666667
15.32,1,37.26666667
24.36,1,36.23333333
16.24,0,36.23333333
1.28,0,31.33333333
32.5,1,31.33333333
37.44,1,36.81666667
4.1,0,36.81666667
34.66,1,41.66666667
2.54,0,41.66666667
23.68,1,25.96666667
4.26,0,25.96666667
27.52,1,38.05
7.48,0,38.05
1.2,0,21.83333333
11.12,1,21.83333333
15.82,1,39.71666667
24.78,0,39.71666667
2.46,0,30.7
26.76,1,30.7
11.48,1,34.95
5.26,0,34.95
-1.22,0,31.1
17.04,1,31.1
35.58,1,22.21666667
1.4,0,22.21666667
24.46,1,37.26666667
14.52,0,37.26666667
16.5,1,35.33333333
10.48,0,35.33333333
10.94,0,48.03333333
32.64,1,48.03333333
1.32,0,29.75
13.34,1,29.75
9.4,0,36.96666667
10.56,1,36.96666667
37.52,0,42.6
44.46,1,42.6
11.62,0,46.8
23.16,1,46.8
17.08,1,32.43333333
-1.54,0,32.43333333
28.64,0,39.16666667
31.74,1,39.16666667
14.52,1,32.78333333
5.26,0,32.78333333
34.46,1,43.58333333
27.92,0,43.58333333
-2.2800000000000002,0,31.48333333
24.48,1,31.48333333
9.14,0,45.75
12.04,1,45.75
14.64,1,44.25
11.620000000000001,0,44.25
14.62,0,33.9
23.92,1,33.9
17.46,1,30.03333333
8.34,0,30.03333333
5.32,0,25.75
12.44,1,25.75
15.9,1,44.4
13.62,0,44.4
0.54,0,35.35
29.88,1,35.35
14.84,1,40.65
1.38,0,40.65
-1.62,0,25.8
24.4,1,25.8
22.44,1,37.36666667
13.4,0,37.36666667
7.6,0,37.41666667
18.18,1,37.41666667
27.34,1,36.68333333
17.44,0,36.68333333
2.0,0,30.46666667
42.24,1,30.46666667
12.22,1,28.61666667
-1.74,0,28.61666667
13.6,0,41.98333333
23.9,1,41.98333333
13.48,0,37.66666667
28.54,1,37.66666667
16.939999999999998,0,53.51666667
62.9,1,53.51666667
21.66,0,53.45
26.22,1,53.45
29.72,1,31.3
-2.74,0,31.3
-0.24,0,38.66666667
40.8,1,38.66666667
32.86,0,39.45
19.72,1,39.45
23.7,1,42.83333333
4.5600000000000005,0,42.83333333
12.44,1,27.75
6.54,0,27.75
17.3,1,28.31666667
2.38,0,28.31666667
6.48,0,37.0
21.68,1,37.0
35.58,1,33.15
9.64,0,33.15
6.86,0,26.81666667
14.88,1,26.81666667
23.42,1,30.13333333
5.76,0,30.13333333
30.6,1,34.48333333
1.56,0,34.48333333
6.3,0,26.81666667
19.2,1,26.81666667
30.0,0,52.18333333
29.88,1,52.18333333
7.64,0,36.76666667
15.62,1,36.76666667
5.6,0,50.45
12.28,1,50.45
40.12,1,39.88333333
-1.2,0,39.88333333
27.52,1,34.48333333
11.36,0,34.48333333
14.56,0,31.65
37.58,1,31.65
33.3,1,26.51666667
0.26,0,26.51666667
20.52,1,30.9
6.08,0,30.9
5.12,0,41.38333333
32.68,1,41.38333333
6.7,0,32.98333333
18.58,1,32.98333333
12.5,1,25.16666667
-0.52,0,25.16666667
2.2800000000000002,0,46.03333333
25.66,1,46.03333333
16.76,1,37.63333333
11.68,0,37.63333333
31.84,1,34.35
2.42,0,34.35
15.46,1,26.75
6.3,0,26.75
10.2,1,30.9
2.32,0,30.9
22.38,0,46.73333333
9.4,1,46.73333333
17.3,1,26.25
1.28,0,26.25
-0.78,0,28.81666667
25.84,1,28.81666667
35.88,0,47.06666667
17.9,1,47.06666667
31.34,1,34.78333333
9.28,0,34.78333333
10.78,1,26.33333333
0.18,0,26.33333333
22.34,1,28.9
3.0,0,28.9
38.82,1,46.3
0.22,0,46.3
-1.88,0,26.56666667
33.239999999999995,1,26.56666667
6.74,0,46.61666667
24.6,1,46.61666667
13.32,1,27.56666667
2.44,0,27.56666667
26.52,1,35.4
2.48,0,35.4
39.48,1,38.25
5.18,0,38.25
16.78,1,46.36666667
10.7,0,46.36666667
16.96,1,35.1
1.28,0,35.1
8.14,1,49.2
25.52,0,49.2
30.74,1,33.01666667
7.5600000000000005,0,33.01666667
11.94,0,35.45
17.54,1,35.45
12.7,0,36.18333333
31.22,1,36.18333333
0.96,0,33.23333333
45.5,1,33.23333333
5.82,0,46.08333333
8.88,1,46.08333333
2.64,0,46.38333333
16.78,1,46.38333333
0.28,0,35.11666667
10.8,1,35.11666667
-1.9,0,24.36666667
29.34,1,24.36666667
32.46,1,65.38333333
28.38,0,65.38333333
14.6,0,38.15
16.56,1,38.15
25.74,1,35.48333333
-1.46,0,35.48333333
29.42,1,38.81666667
7.4,0,38.81666667
27.84,1,48.35
9.06,0,48.35
14.4,1,32.03333333
8.5,0,32.03333333
26.76,1,27.05
2.42,0,27.05
4.8,1,33.71666667
7.36,0,33.71666667
11.6,0,42.48333333
17.6,1,42.48333333
7.64,1,27.26666667
2.7,0,27.26666667
25.78,1,33.93333333
5.54,0,33.93333333
29.54,1,49.78333333
18.26,0,49.78333333
17.68,1,28.76666667
1.7000000000000002,0,28.76666667
11.54,1,39.05
10.26,0,39.05
11.56,0,46.2
39.62,1,46.2
20.14,1,40.63333333
9.54,0,40.63333333
15.7,1,46.36666667
2.42,0,46.36666667
14.86,0,35.31666667
22.52,1,35.31666667
5.58,0,36.03333333
10.66,1,36.03333333
36.5,1,33.4
1.72,0,33.4
26.92,1,30.73333333
7.74,0,30.73333333
6.28,0,26.56666667
14.64,1,26.56666667
24.86,1,36.23333333
2.46,0,36.23333333
13.16,0,43.91666667
15.6,1,43.91666667
9.1,0,23.6
26.48,1,23.6
30.9,1,39.96666667
10.18,0,39.96666667
38.16,1,38.3
25.54,0,38.3
13.28,1,31.76666667
15.84,0,31.76666667
17.88,1,30.7
3.4,0,30.7
27.02,0,37.33333333
26.66,1,37.33333333
17.54,1,39.11666667
10.48,0,39.11666667
15.74,0,50.83333333
27.16,1,50.83333333
2.42,0,39.83333333
8.98,1,39.83333333
21.12,1,26.61666667
6.14,0,26.61666667
22.06,1,48.9
13.92,0,48.9
18.38,1,31.65
3.56,0,31.65
9.28,0,42.13333333
15.36,1,42.13333333
30.6,1,43.93333333
22.28,0,43.93333333
17.76,1,35.76666667
9.56,0,35.76666667
11.28,0,41.28333333
34.94,1,41.28333333
17.5,1,36.08333333
0.26,0,36.08333333
21.58,0,58.83333333
21.62,1,58.83333333
16.56,1,38.0
-0.74,0,38.0
5.44,1,34.71666667
19.34,0,34.71666667
17.54,0,45.76666667
18.38,1,45.76666667
29.78,1,40.21666667
8.52,0,40.21666667
3.58,0,37.3
35.72,1,37.3
9.72,0,41.66666667
31.52,1,41.66666667
-2.86,0,28.43333333
22.58,1,28.43333333
0.68,0,41.86666667
16.86,1,41.86666667
2.04,0,77.95
26.52,1,77.95
52.46,1,54.96666667
25.6,0,54.96666667
3.58,0,30.58333333
26.66,1,30.58333333
3.5,0,25.15
26.2,1,25.15
12.2,1,28.08333333
5.28,0,28.08333333
14.34,0,32.1
26.24,1,32.1
1.2,0,32.71666667
18.84,1,32.71666667
21.5,1,34.2
5.42,0,34.2
2.6,0,34.48333333
20.36,1,34.48333333
14.2,1,35.98333333
15.120000000000001,0,35.98333333
18.98,1,42.53333333
5.7,0,42.53333333
44.96,1,31.48333333
13.28,0,31.48333333
15.86,1,26.78333333
2.2,0,26.78333333
-0.78,0,24.68333333
12.18,1,24.68333333
27.66,1,48.68333333
3.8,0,48.68333333
17.96,1,35.71666667
3.36,0,35.71666667
22.32,0,40.08333333
26.94,1,40.08333333
17.48,0,35.45
29.46,1,35.45
26.34,1,34.28333333
4.24,0,34.28333333
2.3600000000000003,0,33.38333333
35.74,1,33.38333333
12.8,0,41.76666667
1.88,1,41.76666667
16.12,1,49.75
3.8200000000000003,0,49.75
10.34,0,39.05
21.44,1,39.05
10.42,1,34.11666667
5.98,0,34.11666667
12.3,1,31.2
7.32,0,31.2
16.72,1,38.18333333
3.42,0,38.18333333
20.72,1,39.3
1.62,0,39.3
3.42,0,33.71666667
24.24,1,33.71666667
30.94,1,28.83333333
1.56,0,28.83333333
14.86,0,34.38333333
38.46,1,34.38333333
14.46,1,28.35
3.2,0,28.35
1.3599999999999999,0,31.08333333
19.7,1,31.08333333
-0.6,0,28.33333333
21.28,1,28.33333333
18.5,1,39.96666667
10.34,0,39.96666667
38.76,1,32.95
5.38,0,32.95
8.42,1,27.3
6.4,0,27.3
7.6,0,38.76666667
26.5,1,38.76666667
2.66,0,33.83333333
30.46,1,33.83333333
36.52,1,25.7
-4.56,0,25.7
34.36,1,27.13333333
1.18,0,27.13333333
7.74,0,41.51666667
33.06,1,41.51666667
10.34,1,28.93333333
0.3,0,28.93333333
34.68,1,52.31666667
15.82,0,52.31666667
29.42,1,35.83333333
1.92,0,35.83333333
9.04,0,47.75
10.96,1,47.75
25.96,1,39.66666667
5.62,0,39.66666667
17.56,1,35.36666667
2.4,0,35.36666667
0.84,0,35.38333333
23.64,1,35.38333333
13.3,1,33.41666667
7.46,0,33.41666667
26.56,1,25.65
10.38,0,25.65
4.74,0,32.2
24.28,1,32.2
20.42,1,29.65
0.52,0,29.65
5.78,0,40.75
31.58,1,40.75
8.24,0,22.98333333
16.26,1,22.98333333
18.24,1,30.58333333
22.64,0,30.58333333
19.24,1,46.75
6.72,0,46.75
22.46,1,32.83333333
-1.56,0,32.83333333
10.88,1,56.58333333
24.9,0,56.58333333
-0.29999999999999993,0,29.11666667
33.32,1,29.11666667
27.66,1,39.91666667
-0.33999999999999997,0,39.91666667
2.38,1,48.75
12.32,0,48.75
32.56,1,35.1
8.4,0,35.1
35.42,1,40.75
21.52,0,40.75
33.58,1,56.43333333
33.56,0,56.43333333
39.78,1,39.16666667
32.36,0,39.16666667
7.4,0,37.25
40.6,1,37.25
29.54,1,29.06666667
3.6,0,29.06666667
31.46,1,36.56666667
14.64,0,36.56666667
20.38,1,38.68333333
11.14,0,38.68333333
18.38,1,26.06666667
2.2800000000000002,0,26.06666667
7.86,0,38.68333333
28.88,1,38.68333333
35.4,1,40.11666667
26.0,0,40.11666667
24.16,0,70.25
39.88,1,70.25
16.52,1,37.65
12.5,0,37.65
32.0,1,56.56666667
11.92,0,56.56666667
8.38,0,28.26666667
26.42,1,28.26666667
12.14,1,24.88333333
4.38,0,24.88333333
27.56,1,35.43333333
10.26,0,35.43333333
15.72,0,42.95
35.12,1,42.95
0.26,0,34.81666667
34.38,1,34.81666667
15.42,1,43.41666667
4.42,0,43.41666667
10.36,1,21.96666667
0.98,0,21.96666667
0.12,0,25.78333333
22.2,1,25.78333333
8.3,0,31.43333333
25.22,1,31.43333333
4.46,0,36.31666667
8.6,1,36.31666667
28.72,1,26.28333333
0.32,0,26.28333333
24.8,1,41.86666667
4.66,0,41.86666667
15.7,1,35.95
-0.56,0,35.95
1.76,0,35.21666667
33.5,1,35.21666667
11.8,1,29.71666667
2.24,0,29.71666667
23.82,1,43.3
4.58,0,43.3
24.42,1,27.1
3.5,0,27.1
0.18,0,32.85
22.84,1,32.85
22.78,1,40.96666667
5.44,0,40.96666667
29.26,0,37.53333333
28.46,1,37.53333333
10.3,0,41.01666667
15.3,1,41.01666667
-0.6599999999999999,0,26.33333333
20.42,1,26.33333333
9.38,0,30.75
25.38,1,30.75
2.7800000000000002,0,46.46666667
17.28,1,46.46666667
17.82,0,40.13333333
14.42,1,40.13333333
4.64,0,33.23333333
24.8,1,33.23333333
4.5,0,26.61666667
22.46,1,26.61666667
22.94,1,37.36666667
6.5,0,37.36666667
7.140000000000001,1,30.53333333
14.5,0,30.53333333
17.58,1,32.26666667
13.46,0,32.26666667
23.38,1,20.25
-3.64,0,20.25
23.54,1,42.85
19.1,0,42.85
28.78,0,54.65
8.04,1,54.65
19.54,1,37.48333333
4.78,0,37.48333333
19.32,0,39.45
12.64,1,39.45
1.4,0,43.93333333
24.84,1,43.93333333
15.72,1,31.31666667
4.78,0,31.31666667
-1.66,0,35.16666667
20.58,1,35.16666667
41.4,1,57.95
25.1,0,57.95
24.78,1,35.88333333
0.5,0,35.88333333
10.56,0,36.78333333
29.8,1,36.78333333
29.78,1,36.1
8.4,0,36.1
14.7,0,42.71666667
23.42,1,42.71666667
24.36,1,27.08333333
1.38,0,27.08333333
11.56,0,33.71666667
28.62,1,33.71666667
26.54,0,42.71666667
10.54,1,42.71666667
17.3,1,38.33333333
9.48,0,38.33333333
10.22,1,35.68333333
1.48,0,35.68333333
19.7,1,44.53333333
9.98,0,44.53333333
29.26,1,50.9
11.62,0,50.9
12.92,0,43.66666667
20.64,1,43.66666667
28.4,1,28.9
5.34,0,28.9
8.52,0,35.33333333
26.3,1,35.33333333
26.54,1,38.85
4.52,0,38.85
-3.52,0,23.58333333
17.4,1,23.58333333
9.5,1,26.13333333
-1.5,0,26.13333333
4.64,0,33.21666667
17.78,1,33.21666667
12.64,1,39.06666667
20.56,0,39.06666667
12.88,1,31.23333333
1.56,0,31.23333333
29.3,1,33.48333333
10.54,0,33.48333333
14.24,0,33.56666667
27.8,1,33.56666667
11.36,0,33.88333333
28.64,1,33.88333333
4.3,0,25.0
28.36,1,25.0
4.64,0,38.98333333
19.6,1,38.98333333
12.76,0,43.9
31.86,1,43.9
19.78,0,46.36666667
42.88,1,46.36666667
1.4,0,26.61666667
23.42,1,26.61666667
19.74,0,37.5
17.34,1,37.5
34.26,1,25.91666667
4.22,0,25.91666667
9.52,0,38.58333333
23.54,1,38.58333333
22.44,1,45.93333333
10.52,0,45.93333333
27.58,1,38.88333333
1.4,0,38.88333333
33.46,1,33.8
12.44,0,33.8
-1.08,0,38.11666667
16.64,1,38.11666667
27.66,1,34.65
6.48,0,34.65
13.82,1,38.03333333
8.64,0,38.03333333
12.54,0,34.1
13.58,1,34.1
7.82,0,41.78333333
18.8,1,41.78333333
4.14,0,32.11666667
32.22,1,32.11666667
0.54,0,27.95
17.32,1,27.95
5.68,0,27.25
27.3,1,27.25
30.24,1,28.3
-2.12,0,28.3
-3.64,0,29.23333333
36.58,1,29.23333333
29.28,1,25.48333333
9.48,0,25.48333333
21.68,0,38.16666667
26.5,1,38.16666667
26.22,1,32.75
12.5,0,32.75
36.62,0,37.86666667
20.86,1,37.86666667
29.46,1,37.9
-0.5,0,37.9
29.86,1,42.68333333
1.6400000000000001,0,42.68333333
6.66,0,54.7
24.08,1,54.7
11.52,0,34.15
23.62,1,34.15
32.260000000000005,1,38.8
15.48,0,38.8
12.74,1,37.13333333
8.5,0,37.13333333
10.48,0,42.85
25.58,1,42.85
37.06,1,38.96666667
17.56,0,38.96666667
24.24,1,38.98333333
17.52,0,38.98333333
3.2,0,26.68333333
21.5,1,26.68333333
39.78,1,46.53333333
19.16,0,46.53333333
24.28,1,31.91666667
18.38,0,31.91666667
-1.1400000000000001,0,37.96666667
19.76,1,37.96666667
8.6,0,43.41666667
21.4,1,43.41666667
3.34,0,32.23333333
11.46,1,32.23333333
32.68,1,35.11666667
3.16,0,35.11666667
15.78,1,43.1
6.5600000000000005,0,43.1
19.54,1,31.63333333
1.56,0,31.63333333
22.78,1,38.08333333
3.26,0,38.08333333
32.32,1,25.85
-2.74,0,25.85
29.9,1,39.33333333
11.36,0,39.33333333
12.62,1,36.83333333
-1.06,0,36.83333333
-2.7,0,23.53333333
15.7,1,23.53333333
19.48,1,35.16666667
6.46,0,35.16666667
6.4,0,36.08333333
