fpts,result,gamelength
-0.96,0,36.01666667
19.88,1,33.23333333
0.45999999999999996,0,33.23333333
18.36,1,40.2
17.52,0,40.2
20.9,1,44.58333333
8.24,0,44.58333333
15.58,1,39.73333333
8.58,0,39.73333333
1.2,0,32.16666667
17.58,1,32.16666667
5.140000000000001,0,30.65
8.42,1,30.65
21.66,1,29.46666667
9.120000000000001,0,29.46666667
16.6,0,50.98333333
24.48,1,50.98333333
35.22,1,60.31666667
14.42,0,60.31666667
23.64,1,39.01666667
4.34,0,39.01666667
-1.96,0,25.53333333
35.98,1,25.53333333
28.46,1,35.98333333
-3.44,0,35.98333333
23.02,1,44.05
4.62,0,44.05
28.48,1,39.0
-1.82,0,39.0
18.16,1,26.33333333
2.24,0,26.33333333
9.120000000000001,0,31.7
28.96,1,31.7
15.24,1,32.98333333
4.96,0,32.98333333
35.3,1,46.78333333
31.58,0,46.78333333
18.16,1,30.65
-0.020000000000000018,0,30.65
12.24,0,41.18333333
11.22,1,41.18333333
34.68,1,54.28333333
12.34,0,54.28333333
6.46,0,46.55
17.92,1,46.55
23.06,1,34.0
5.2,0,34.0
15.24,1,37.3
2.14,0,37.3
19.72,1,46.4
22.88,0,46.4
18.22,1,47.26666667
16.16,0,47.26666667
18.36,1,32.65
8.34,0,32.65
22.32,1,38.1
17.82,0,38.1
21.34,1,28.58333333
5.1,0,28.58333333
5.26,0,28.6
7.18,1,28.6
12.38,1,30.71666667
19.28,0,30.71666667
17.58,1,33.05
-0.56,0,33.05
6.96,0,35.68333333
20.08,1,35.68333333
36.38,1,24.13333333
-0.26,0,24.13333333
12.68,0,41.75
35.86,1,41.75
15.4,0,30.28333333
12.44,1,30.28333333
7.78,0,33.15
23.38,1,33.15
12.120000000000001,1,52.06666667
10.92,0,52.06666667
36.68,1,34.51666667
5.94,0,34.51666667
4.74,0,45.88333333
17.44,1,45.88333333
4.66,0,41.0
15.2,1,41.0
-4.5600000000000005,0,37.08333333
46.4,1,37.08333333
28.52,1,36.28333333
-1.44,0,36.28333333
-5.8,0,32.15
15.5,1,32.15
17.3,1,27.66666667
-3.06,0,27.66666667
0.64,0,29.86666667
52.46,1,29.86666667
15.3,0,35.38333333
25.54,1,35.38333333
-2.76,0,37.15
25.4,1,37.15
26.32,1,35.7
7.3,0,35.7
1.74,0,33.91666667
22.38,1,33.91666667
12.44,0,45.06666667
23.22,1,45.06666667
12.36,1,31.16666667
0.9,0,31.16666667
16.26,1,32.58333333
4.34,0,32.58333333
36.68,1,44.71666667
21.44,0,44.71666667
46.34,1,37.1
12.34,0,37.1
14.3,1,26.43333333
1.32,0,26.43333333
11.78,0,29.63333333
5.94,1,29.63333333
5.68,1,45.3
17.08,0,45.3
11.04,1,29.65
4.16,0,29.65
12.8,0,39.93333333
24.32,1,39.93333333
21.22,1,37.2
17.3,0,37.2
23.54,1,50.38333333
12.2,0,50.38333333
25.66,1,38.68333333
-2.56,0,38.68333333
23.52,0,41.21666667
24.92,1,41.21666667
11.06,0,39.95
20.4,1,39.95
0.46,0,27.61666667
28.26,1,27.61666667
29.46,1,29.1
-1.84,0,29.1
2.2800000000000002,0,39.31666667
21.44,1,39.31666667
15.46,0,37.68333333
18.08,1,37.68333333
29.36,1,46.38333333
10.94,0,46.38333333
33.92,1,38.11666667
14.18,0,38.11666667
6.5600000000000005,0,43.45
8.48,1,43.45
18.46,1,32.05
3.02,0,32.05
27.54,1,41.71666667
13.84,0,41.71666667
19.08,1,64.95
34.7,0,64.95
18.66,1,38.58333333
10.14,0,38.58333333
2.7,0,35.48333333
24.3,1,35.48333333
20.98,1,46.51666667
12.9,0,46.51666667
27.48,1,42.93333333
8.74,0,42.93333333
2.96,0,48.93333333
11.22,1,48.93333333
22.46,1,32.96666667
16.14,0,32.96666667
8.42,0,29.03333333
24.2,1,29.03333333
24.08,1,26.46666667
9.14,0,26.46666667
15.4,0,26.46666667
14.06,1,26.46666667
16.2,1,29.05
-0.8599999999999999,0,29.05
21.84,1,19.93333333
1.18,0,19.93333333
10.84,1,32.0
5.48,0,32.0
24.62,1,42.28333333
22.5,0,42.28333333
16.46,1,34.43333333
3.16,0,34.43333333
13.06,0,27.31666667
35.0,1,27.31666667
11.26,0,34.6
5.5,1,34.6
5.36,0,30.1
24.34,1,30.1
1.2,0,31.26666667
28.72,1,31.26666667
27.08,1,26.35
4.94,0,26.35
29.42,0,41.18333333
16.82,1,41.18333333
36.28,1,43.73333333
7.640000000000001,0,43.73333333
0.74,0,21.51666667
42.18,1,21.51666667
16.36,1,29.43333333
6.12,0,29.43333333
13.02,1,32.3
26.88,0,32.3
11.7,0,50.65
47.7,1,50.65
17.78,1,28.16666667
-1.96,0,28.16666667
1.52,0,28.6
28.94,1,28.6
33.34,0,45.58333333
21.42,1,45.58333333
20.16,1,35.8
3.8600000000000003,0,35.8
11.5,0,38.71666667
11.88,1,38.71666667
21.38,1,38.61666667
0.72,0,38.61666667
18.82,1,37.63333333
5.8,0,37.63333333
12.22,0,33.76666667
38.46,1,33.76666667
4.94,0,37.55
18.28,1,37.55
10.18,0,34.51666667
29.34,1,34.51666667
8.620000000000001,0,31.7
12.44,1,31.7
12.92,0,39.85
8.5,1,39.85
20.36,1,33.61666667
-0.56,0,33.61666667
24.14,1,32.63333333
7.3,0,32.63333333
-1.72,0,33.16666667
16.18,1,33.16666667
34.44,1,29.36666667
3.16,0,29.36666667
19.06,1,30.51666667
-0.8799999999999999,0,30.51666667
19.48,1,50.08333333
16.4,0,50.08333333
10.22,0,39.13333333
20.18,1,39.13333333
16.16,0,48.06666667
34.06,1,48.06666667
0.5800000000000001,0,39.78333333
30.06,1,39.78333333
17.22,1,33.7
2.48,0,33.7
8.36,1,43.96666667
12.18,0,43.96666667
5.34,0,36.06666667
19.92,1,36.06666667
8.18,1,27.53333333
1.98,0,27.53333333
8.14,0,40.75
9.98,1,40.75
17.4,1,31.4
4.46,0,31.4
1.94,0,25.61666667
17.2,1,25.61666667
34.54,1,30.13333333
5.08,0,30.13333333
25.44,0,49.65
32.78,1,49.65
39.34,1,33.6
-4.1,0,33.6
17.58,0,48.31666667
32.86,1,48.31666667
0.6,0,22.96666667
33.14,1,22.96666667
-0.8400000000000001,0,28.36666667
28.96,1,28.36666667
8.38,0,28.15
19.28,1,28.15
14.42,0,38.03333333
28.74,1,38.03333333
49.46,1,46.61666667
22.72,0,46.61666667
10.4,0,35.73333333
18.68,1,35.73333333
14.42,1,41.61666667
6.04,0,41.61666667
22.2,1,25.0
2.8,0,25.0
19.64,0,36.35
32.94,1,36.35
24.6,0,40.7
36.22,1,40.7
10.28,1,26.38333333
-3.16,0,26.38333333
6.8,0,46.63333333
24.28,1,46.63333333
31.58,1,37.41666667
14.44,0,37.41666667
15.32,1,40.48333333
5.58,0,40.48333333
27.76,0,51.31666667
38.94,1,51.31666667
0.6200000000000001,0,44.26666667
29.48,1,44.26666667
15.5,1,32.73333333
-0.05999999999999994,0,32.73333333
13.2,1,24.75
4.76,0,24.75
9.2,0,31.03333333
35.28,1,31.03333333
18.22,1,41.5
3.58,0,41.5
5.48,0,32.98333333
13.5,1,32.98333333
5.54,0,37.16666667
18.76,1,37.16666667
6.12,0,27.0
17.76,1,27.0
34.04,1,46.63333333
10.96,0,46.63333333
0.21999999999999997,0,32.85
9.94,1,32.85
28.06,1,33.58333333
9.48,0,33.58333333
16.64,1,50.2
14.56,0,50.2
11.26,0,33.0
29.94,1,33.0
24.88,1,36.2
10.18,0,36.2
1.32,0,33.11666667
27.0,1,33.11666667
11.86,1,39.98333333
12.06,0,39.98333333
13.72,1,45.13333333
10.08,0,45.13333333
19.28,1,53.93333333
17.46,0,53.93333333
27.58,1,36.01666667
8.5,0,36.01666667
15.74,0,35.23333333
15.52,1,35.23333333
4.74,0,44.2
8.8,1,44.2
26.06,0,62.15
15.32,1,62.15
15.26,0,34.55
43.48,1,34.55
6.52,0,34.7
22.22,1,34.7
17.64,1,43.13333333
7.46,0,43.13333333
17.76,1,37.56666667
1.5,0,37.56666667
31.68,1,36.65
5.64,0,36.65
7.9399999999999995,1,48.35
24.52,0,48.35
15.28,1,52.1
15.5,0,52.1
20.68,1,38.55
1.5,0,38.55
-2.48,0,37.9
16.26,1,37.9
2.74,0,54.53333333
27.98,1,54.53333333
1.3800000000000001,0,37.23333333
18.98,1,37.23333333
0.020000000000000018,0,29.31666667
11.36,1,29.31666667
12.22,0,36.73333333
29.32,1,36.73333333
0.66,0,23.11666667
8.0,1,23.11666667
9.2,1,31.55
0.34,0,31.55
-0.96,0,31.3
30.28,1,31.3
0.4,0,34.2
14.62,1,34.2
0.3,0,32.93333333
16.76,1,32.93333333
13.92,1,33.66666667
14.86,0,33.66666667
22.08,1,33.51666667
8.08,0,33.51666667
8.68,0,49.0
14.56,1,49.0
-2.1,0,26.1
34.24,1,26.1
22.36,0,51.81666667
14.96,1,51.81666667
28.58,0,33.65
33.44,1,33.65
47.62,1,43.78333333
-3.84,0,43.78333333
17.3,1,25.9
2.06,0,25.9
8.86,0,32.7
30.68,1,32.7
17.04,1,33.98333333
6.42,0,33.98333333
13.68,0,40.5
27.34,1,40.5
33.120000000000005,1,29.23333333
1.5,0,29.23333333
1.56,0,28.63333333
11.24,1,28.63333333
2.2800000000000002,0,32.46666667
14.32,1,32.46666667
22.1,1,27.66666667
7.3,0,27.66666667
6.7,0,49.41666667
28.52,1,49.41666667
23.34,1,41.93333333
15.38,0,41.93333333
10.14,1,30.61666667
-1.6400000000000001,0,30.61666667
3.16,0,31.18333333
19.22,1,31.18333333
28.02,1,27.78333333
-1.44,0,27.78333333
33.44,1,36.76666667
6.18,0,36.76666667
15.34,1,31.55
4.2,0,31.55
3.24,0,33.95
7.3,1,33.95
0.96,0,34.51666667
19.96,1,34.51666667
30.4,1,36.91666667
15.48,0,36.91666667
19.66,1,29.06666667
-1.04,0,29.06666667
15.3,1,31.16666667
-0.6799999999999999,0,31.16666667
21.0,1,58.08333333
23.02,0,58.08333333
-0.8599999999999999,0,27.9
8.78,1,27.9
4.12,0,28.41666667
16.98,1,28.41666667
13.66,1,37.05
4.48,0,37.05
-2.7199999999999998,0,27.45
14.34,1,27.45
22.42,0,47.76666667
32.96,1,47.76666667
17.78,0,32.35
22.2,1,32.35
9.46,1,31.83333333
-0.6,0,31.83333333
14.36,1,27.68333333
1.8599999999999999,0,27.68333333
31.22,1,35.5
18.06,0,35.5
7.08,0,36.75
19.72,1,36.75
14.44,0,55.88333333
5.48,1,55.88333333
6.24,0,40.63333333
29.64,1,40.63333333
15.7,1,33.71666667
-0.7,0,33.71666667
11.88,1,40.53333333
2.32,0,40.53333333
13.34,1,40.06666667
6.44,0,40.06666667
2.9,0,30.3
27.58,1,30.3
-0.09999999999999987,0,36.66666667
19.46,1,36.66666667
26.52,1,38.2
-0.020000000000000018,0,38.2
8.38,0,39.16666667
23.96,1,39.16666667
19.02,1,31.18333333
3.22,0,31.18333333
33.64,1,59.58333333
37.08,0,59.58333333
38.48,1,32.51666667
11.26,0,32.51666667
14.4,1,29.95
5.84,0,29.95
33.1,1,35.2
4.88,0,35.2
32.480000000000004,1,39.66666667
45.94,0,39.66666667
13.28,1,32.68333333
6.68,0,32.68333333
12.06,0,28.16666667
27.12,1,28.16666667
11.18,1,37.98333333
35.82,0,37.98333333
19.98,0,39.76666667
33.14,1,39.76666667
21.68,1,27.68333333
7.76,0,27.68333333
15.02,1,36.16666667
8.48,0,36.16666667
3.14,0,33.11666667
17.24,1,33.11666667
41.32,1,22.58333333
1.48,0,22.58333333
5.94,0,34.13333333
21.3,1,34.13333333
2.3,0,25.58333333
34.18,1,25.58333333
17.56,1,46.6
12.28,0,46.6
3.16,0,26.6
37.3,1,26.6
15.56,1,26.63333333
7.04,0,26.63333333
13.84,0,38.73333333
33.78,1,38.73333333
24.38,0,40.56666667
32.46,1,40.56666667
2.26,0,31.18333333
29.12,1,31.18333333
17.9,1,52.26666667
17.6,0,52.26666667
18.38,1,35.95
11.62,0,35.95
17.12,1,26.9
0.58,0,26.9
21.88,1,41.85
6.26,0,41.85
18.12,1,38.83333333
5.54,0,38.83333333
10.06,0,38.05
32.5,1,38.05
15.38,1,34.11666667
5.5600000000000005,0,34.11666667
9.58,1,42.55
13.72,0,42.55
5.12,0,35.63333333
27.9,1,35.63333333
5.18,0,27.11666667
26.0,1,27.11666667
14.44,1,30.46666667
1.48,0,30.46666667
6.02,0,37.2
15.56,1,37.2
8.26,1,28.13333333
2.34,0,28.13333333
6.3,0,34.76666667
18.36,1,34.76666667
0.62,0,33.86666667
7.22,1,33.86666667
-0.8400000000000001,0,33.9
20.84,1,33.9
31.58,1,34.9
0.38,0,34.9
-2.42,0,31.43333333
25.34,1,31.43333333
26.82,1,27.96666667
-0.12,0,27.96666667
14.56,0,37.98333333
36.58,1,37.98333333
9.14,1,31.11666667
1.42,0,31.11666667
6.26,0,27.93333333
25.4,1,27.93333333
24.3,1,32.66666667
7.26,0,32.66666667
5.88,0,23.9
29.0,1,23.9
28.62,1,41.96666667
3.92,0,41.96666667
13.98,1,28.96666667
11.22,0,28.96666667
5.76,0,37.06666667
24.6,1,37.06666667
-2.76,0,28.86666667
24.22,1,28.86666667
6.92,0,32.6
25.0,1,32.6
0.28,0,26.96666667
20.12,1,26.96666667
11.22,0,39.45
20.74,1,39.45
14.6,0,46.56666667
32.8,1,46.56666667
-2.32,0,22.88333333
22.32,1,22.88333333
17.12,0,33.48333333
13.94,1,33.48333333
28.52,0,41.8
46.82,1,41.8
41.52,1,37.46666667
17.22,0,37.46666667
37.66,0,49.85
27.8,1,49.85
11.28,1,44.51666667
7.08,0,44.51666667
6.3,0,32.08333333
13.38,1,32.08333333
16.46,1,39.9
8.120000000000001,0,39.9
12.2,1,30.38333333
5.46,0,30.38333333
32.66,1,41.18333333
9.56,0,41.18333333
2.1,0,29.2
27.22,1,29.2
18.64,1,31.26666667
1.42,0,31.26666667
-1.26,0,23.71666667
14.98,1,23.71666667
4.76,0,29.18333333
27.82,1,29.18333333
7.48,1,46.83333333
17.5,0,46.83333333
21.56,1,32.43333333
4.28,0,32.43333333
15.42,1,48.33333333
1.6800000000000002,0,48.33333333
7.5600000000000005,0,44.85
8.4,1,44.85
3.56,0,34.28333333
14.08,1,34.28333333
8.5,1,30.83333333
8.78,0,30.83333333
36.22,1,37.83333333
6.0,0,37.83333333
27.44,0,45.81666667
11.6,1,45.81666667
1.34,0,44.58333333
14.74,1,44.58333333
1.26,0,41.5
20.4,1,41.5
5.6,0,35.83333333
10.44,1,35.83333333
23.82,1,33.1
2.1,0,33.1
0.64,0,30.46666667
19.32,1,30.46666667
3.0,0,32.28333333
28.38,1,32.28333333
0.76,0,42.36666667
27.32,1,42.36666667
7.26,1,32.85
8.46,0,32.85
30.28,1,33.36666667
-3.5,0,33.36666667
3.64,0,46.28333333
34.42,1,46.28333333
3.9,0,27.46666667
18.18,1,27.46666667
7.18,0,29.43333333
16.84,1,29.43333333
2.2199999999999998,0,35.18333333
29.08,1,35.18333333
25.62,1,39.91666667
10.48,0,39.91666667
-1.7,0,34.23333333
19.48,1,34.23333333
6.34,1,31.36666667
6.4,0,31.36666667
1.44,0,35.61666667
18.96,1,35.61666667
13.86,0,48.86666667
19.02,1,48.86666667
29.12,0,49.46666667
7.76,1,49.46666667
21.02,1,33.21666667
3.02,0,33.21666667
14.28,0,44.6
36.48,1,44.6
-0.76,0,25.56666667
30.9,1,25.56666667
17.12,1,23.68333333
6.02,0,23.68333333
9.28,0,31.2
32.7,1,31.2
17.16,1,24.83333333
10.72,0,24.83333333
-0.52,0,23.58333333
20.1,1,23.58333333
18.44,1,23.81666667
-3.56,0,23.81666667
43.36,1,25.16666667
14.38,0,25.16666667
17.18,1,28.86666667
7.34,0,28.86666667
15.0,1,30.36666667
5.28,0,30.36666667
29.2,1,31.86666667
17.74,0,31.86666667
14.42,1,40.38333333
12.94,0,40.38333333
17.54,1,41.78333333
7.5,0,41.78333333
18.28,1,33.95
3.48,0,33.95
22.48,1,37.03333333
3.44,0,37.03333333
13.96,0,37.98333333
29.04,1,37.98333333
8.84,0,25.68333333
3.88,1,25.68333333
32.3,1,30.58333333
2.0,0,30.58333333
8.9,0,33.18333333
17.16,1,33.18333333
13.7,1,29.7
6.0,0,29.7
15.62,1,30.68333333
2.34,0,30.68333333
26.3,0,39.23333333
28.28,1,39.23333333
-0.76,0,32.16666667
24.24,1,32.16666667
19.52,1,33.86666667
3.46,0,33.86666667
20.9,1,52.65
23.76,0,52.65
8.2,0,36.38333333
9.3,1,36.38333333
7.1,0,32.68333333
32.94,1,32.68333333
22.58,0,34.66666667
25.12,1,34.66666667
-1.9,0,29.0
18.2,1,29.0
35.12,1,23.16666667
-4.84,0,23.16666667
20.14,1,40.93333333
13.2,0,40.93333333
19.26,0,45.96666667
7.48,1,45.96666667
3.06,0,34.51666667
27.56,1,34.51666667
31.04,1,35.06666667
5.52,0,35.06666667
20.06,1,26.5
1.28,0,26.5
27.1,1,47.2
9.08,0,47.2
20.48,1,37.5
19.78,0,37.5
2.46,0,37.5
25.84,1,37.5
3.48,0,33.35
23.38,1,33.35
18.46,1,38.55
11.44,0,38.55
30.4,1,38.85
1.12,0,38.85
12.44,0,37.01666667
20.46,1,37.01666667
24.46,1,31.51666667
-2.84,0,31.51666667
26.12,1,30.16666667
7.22,0,30.16666667
6.54,0,56.6
15.72,1,56.6
2.2,0,35.25
21.48,1,35.25
11.58,1,35.35
7.28,0,35.35
7.72,1,34.46666667
4.5600000000000005,0,34.46666667
18.42,1,40.38333333
2.3200000000000003,0,40.38333333
12.44,1,28.23333333
3.92,0,28.23333333
21.7,1,74.08333333
7.12,0,74.08333333
15.08,1,32.91666667
1.18,0,32.91666667
9.88,0,36.06666667
20.68,1,36.06666667
24.84,1,35.75
7.76,0,35.75
12.52,0,35.48333333
23.24,1,35.48333333
17.14,1,29.46666667
4.04,0,29.46666667
3.7199999999999998,0,23.56666667
13.02,1,23.56666667
22.28,1,36.63333333
3.54,0,36.63333333
7.16,0,42.5
25.28,1,42.5
29.3,1,42.0
9.3,0,42.0
8.3,0,34.8
16.06,1,34.8
15.18,1,31.86666667
11.16,0,31.86666667
16.26,1,29.41666667
9.2,0,29.41666667
0.74,0,21.16666667
20.08,1,21.16666667
9.2,1,25.01666667
3.1,0,25.01666667
10.52,0,29.55
17.04,1,29.55
22.12,1,26.01666667
-0.8200000000000001,0,26.01666667
-1.44,0,27.73333333
25.28,1,27.73333333
3.96,0,27.71666667
22.84,1,27.71666667
-0.8200000000000001,0,32.96666667
23.42,1,32.96666667
13.92,1,28.28333333
7.5,0,28.28333333
6.4,0,34.5
30.46,1,34.5
11.08,1,36.9
6.0600000000000005,0,36.9
29.22,1,32.96666667
2.44,0,32.96666667
29.28,1,40.18333333
17.98,0,40.18333333
34.22,1,30.08333333
2.2800000000000002,0,30.08333333
31.98,1,26.45
-0.8,0,26.45
14.1,1,47.46666667
7.58,0,47.46666667
19.36,1,29.55
2.1,0,29.55
7.640000000000001,0,38.5
36.72,1,38.5
9.46,1,34.53333333
8.66,0,34.53333333
37.96,1,35.06666667
3.92,0,35.06666667
16.38,1,34.55
1.32,0,34.55
27.48,1,24.93333333
14.94,0,24.93333333
27.46,1,34.85
21.2,0,34.85
11.62,0,44.86666667
37.6,1,44.86666667
38.58,1,28.1
14.2,0,28.1
19.14,1,23.8
5.22,0,23.8
44.26,1,35.18333333
2.2800000000000002,0,35.18333333
7.42,0,30.61666667
27.14,1,30.61666667
36.68,0,39.88333333
43.16,1,39.88333333
18.12,1,24.76666667
5.28,0,24.76666667
3.32,0,30.1
30.48,1,30.1
39.54,1,23.41666667
6.78,0,23.41666667
-3.36,0,21.26666667
15.0,1,21.26666667
20.74,0,40.5
22.5,1,40.5
14.42,0,39.08333333
40.8,1,39.08333333
3.02,0,27.71666667
7.96,1,27.71666667
17.4,1,33.46666667
-2.2,0,33.46666667
16.48,0,36.6
20.64,1,36.6
15.120000000000001,1,32.83333333
8.04,0,32.83333333
29.34,1,36.38333333
3.56,0,36.38333333
18.9,1,36.88333333
16.28,0,36.88333333
3.42,0,30.43333333
33.2,1,30.43333333
30.92,0,36.76666667
26.48,1,36.76666667
-3.0,0,26.75
17.36,1,26.75
23.5,1,29.28333333
5.26,0,29.28333333
13.16,0,34.56666667
9.28,1,34.56666667
27.22,1,24.16666667
1.3,0,24.16666667
16.44,1,31.2
9.04,0,31.2
20.0,1,38.91666667
14.04,0,38.91666667
25.34,1,31.2
4.38,0,31.2
26.32,1,30.53333333
2.12,0,30.53333333
30.44,1,43.16666667
29.36,0,43.16666667
29.46,1,37.16666667
21.38,0,37.16666667
11.94,0,31.4
27.46,1,31.4
46.64,1,27.41666667
8.32,0,27.41666667
11.34,0,36.41666667
21.66,1,36.41666667
19.64,1,32.08333333
7.68,0,32.08333333
10.4,1,33.56666667
7.0600000000000005,0,33.56666667
17.26,1,28.9
3.7199999999999998,0,28.9
7.26,0,28.98333333
12.120000000000001,1,28.98333333
17.4,1,29.86666667
6.24,0,29.86666667
-1.02,0,22.03333333
39.66,1,22.03333333
31.98,1,43.11666667
9.98,0,43.11666667
10.3,0,42.0
19.52,1,42.0
-1.82,0,29.13333333
23.32,1,29.13333333
9.8,0,25.18333333
15.02,1,25.18333333
18.14,1,49.58333333
12.76,0,49.58333333
30.9,1,29.58333333
4.42,0,29.58333333
18.64,0,32.68333333
11.68,1,32.68333333
13.56,0,34.86666667
36.4,1,34.86666667
11.36,0,30.23333333
27.8,1,30.23333333
14.38,0,26.55
22.24,1,26.55
31.98,0,23.9
59.68,1,23.9
37.44,1,31.9
-2.56,0,31.9
18.52,1,34.46666667
23.52,0,34.46666667
16.3,1,33.86666667
4.3,0,33.86666667
31.0,1,28.21666667
5.36,0,28.21666667
24.64,0,24.23333333
21.52,1,24.23333333
19.4,1,38.21666667
16.9,0,38.21666667
1.68,0,33.48333333
22.78,1,33.48333333
22.7,1,25.13333333
1.58,0,25.13333333
-6.12,0,27.51666667
35.26,1,27.51666667
16.38,1,32.68333333
7.3,0,32.68333333
27.26,1,38.9
4.42,0,38.9
11.24,0,38.56666667
22.0,1,38.56666667
9.36,0,37.15
17.34,1,37.15
11.42,0,35.23333333
20.0,1,35.23333333
30.4,1,34.28333333
-0.78,0,34.28333333
-0.040000000000000036,0,26.98333333
16.32,1,26.98333333
8.66,0,33.46666667
29.9,1,33.46666667
4.46,1,31.11666667
9.3,0,31.11666667
20.02,1,30.48333333
7.02,0,30.48333333
8.46,0,37.15
19.62,1,37.15
0.58,0,41.58333333
21.1,1,41.58333333
0.42,0,42.53333333
29.24,1,42.53333333
35.46,1,41.96666667
7.58,0,41.96666667
20.4,1,24.61666667
5.14,0,24.61666667
2.42,0,35.18333333
23.28,1,35.18333333
-0.8,0,31.88333333
33.82,1,31.88333333
10.14,1,34.46666667
12.32,0,34.46666667
-3.02,0,36.88333333
31.52,1,36.88333333
23.36,1,29.5
5.16,0,29.5
29.1,1,26.03333333
0.76,0,26.03333333
18.72,1,39.66666667
6.26,0,39.66666667
6.24,0,34.56666667
48.98,1,34.56666667
0.88,0,29.65
24.32,1,29.65
13.38,0,39.23333333
29.34,1,39.23333333
3.3200000000000003,0,34.96666667
18.48,1,34.96666667
24.14,1,27.03333333
-1.1400000000000001,0,27.03333333
4.54,0,33.01666667
26.08,1,33.01666667
1.22,0,29.36666667
18.36,1,29.36666667
21.2,1,35.31666667
6.0,0,35.31666667
9.98,0,34.7
29.22,1,34.7
13.38,0,42.5
21.6,1,42.5
17.02,0,47.58333333
17.66,1,47.58333333
5.78,0,43.5
17.92,1,43.5
27.3,1,28.4
-0.96,0,28.4
28.4,1,31.53333333
16.04,0,31.53333333
5.52,0,34.86666667
23.36,1,34.86666667
23.38,1,31.53333333
2.34,0,31.53333333
9.3,0,33.53333333
14.46,1,33.53333333
19.36,1,25.78333333
1.02,0,25.78333333
16.4,1,37.73333333
15.3,0,37.73333333
27.8,1,23.48333333
3.3,0,23.48333333
30.46,1,28.6
4.66,0,28.6
22.2,1,31.11666667
4.24,0,31.11666667
24.14,1,34.2
18.98,0,34.2
23.72,1,27.1
9.96,0,27.1
6.4,0,32.66666667
27.28,1,32.66666667
25.54,1,34.16666667
18.36,0,34.16666667
1.32,0,25.45
17.92,1,25.45
19.3,0,44.08333333
34.9,1,44.08333333
0.6,0,28.03333333
21.26,1,28.03333333
10.14,0,32.38333333
37.98,1,32.38333333
4.64,0,30.08333333
16.62,1,30.08333333
24.22,1,32.26666667
5.28,0,32.26666667
8.6,0,26.63333333
23.54,1,26.63333333
13.58,0,37.03333333
35.58,1,37.03333333
25.44,1,29.85
5.4,0,29.85
6.22,1,26.63333333
3.96,0,26.63333333
19.86,0,35.83333333
31.72,1,35.83333333
37.16,1,23.63333333
0.15999999999999992,0,23.63333333
-2.86,0,23.13333333
34.04,1,23.13333333
23.62,1,26.6
-1.3399999999999999,0,26.6
9.16,0,37.45
17.68,1,37.45
18.84,1,39.38333333
8.46,0,39.38333333
4.36,0,23.68333333
17.78,1,23.68333333
17.54,1,37.0
14.94,0,37.0
9.68,0,34.05
31.38,1,34.05
10.4,0,39.53333333
21.8,1,39.53333333
21.72,0,34.75
26.3,1,34.75
19.54,1,29.2
0.32000000000000006,0,29.2
1.16,0,24.75
11.42,1,24.75
18.66,0,45.55
8.56,1,45.55
15.4,1,34.05
2.58,0,34.05
30.32,1,23.63333333
1.22,0,23.63333333
0.26,0,26.71666667
31.24,1,26.71666667
21.5,1,35.4
-1.6400000000000001,0,35.4
9.4,1,33.66666667
2.48,0,33.66666667
9.72,0,39.03333333
18.3,1,39.03333333
18.26,1,29.46666667
1.32,0,29.46666667
2.58,0,23.75
20.04,1,23.75
6.26,0,25.95
16.08,1,25.95
32.14,1,27.11666667
9.82,0,27.11666667
13.8,1,29.55
20.88,0,29.55
10.88,0,29.18333333
32.760000000000005,1,29.18333333
15.18,0,31.9
31.74,1,31.9
-0.74,0,31.9
27.56,1,31.9
13.24,1,25.25
-0.31999999999999995,0,25.25
6.42,0,40.81666667
46.66,1,40.81666667
5.5600000000000005,1,32.25
4.54,0,32.25
4.0,0,32.35
15.36,1,32.35
25.88,1,27.75
-1.44,0,27.75
29.26,1,23.05
-2.2199999999999998,0,23.05
25.26,1,28.05
5.6,0,28.05
10.3,1,24.71666667
6.96,0,24.71666667
10.1,1,33.65
2.62,0,33.65
34.48,1,30.1
8.06,0,30.1
15.04,1,42.61666667
9.42,0,42.61666667
22.44,1,33.3
12.58,0,33.3
7.28,0,38.63333333
7.18,1,38.63333333
35.02,1,32.2
20.92,0,32.2
15.16,1,23.21666667
-0.6799999999999999,0,23.21666667
15.6,1,39.33333333
14.88,0,39.33333333
1.94,0,40.03333333
20.72,1,40.03333333
8.5,0,38.56666667
8.24,1,38.56666667
3.58,0,25.46666667
14.76,1,25.46666667
24.64,0,41.2
15.42,1,41.2
18.96,1,24.13333333
0.24,0,24.13333333
10.58,0,31.56666667
18.68,1,31.56666667
6.08,1,25.0
4.76,0,25.0
0.3600000000000001,0,22.0
29.88,1,22.0
20.92,1,29.83333333
0.3,0,29.83333333
23.1,1,38.4
7.36,0,38.4
20.28,0,34.95
23.4,1,34.95
20.22,1,29.76666667
11.58,0,29.76666667
1.94,0,28.46666667
20.1,1,28.46666667
11.54,1,39.28333333
8.28,0,39.28333333
30.96,1,32.85
7.96,0,32.85
29.44,1,23.83333333
10.46,0,23.83333333
4.32,0,29.1
24.84,1,29.1
31.66,0,48.9
25.14,1,48.9
2.74,0,28.0
15.58,1,28.0
45.22,1,26.3
7.0,0,26.3
25.28,1,33.78333333
7.6,0,33.78333333
12.42,0,38.55
22.4,1,38.55
37.98,0,44.63333333
12.1,1,44.63333333
29.22,1,30.65
