gameid,date,league,split,side,week,side,position,player,team,gamelength,result,k,d,a,teamkills,teamdeaths,cs,fpts
1092338,43617.649919999996,LCS,2019-2,Blue,1,Blue,Top,Licorice,Cloud9,35.5,1,6,3,12,21,14,301,47.02
1092338,43617.649919999996,LCS,2019-2,Blue,1,Blue,Jungle,Svenskeren,Cloud9,35.5,1,1,5,10,21,14,310,24.2
1092338,43617.649919999996,LCS,2019-2,Blue,1,Blue,Middle,Nisqy,Cloud9,35.5,1,9,2,7,21,14,312,45.24
1092338,43617.649919999996,LCS,2019-2,Blue,1,Blue,ADC,Sneaky,Cloud9,35.5,1,5,2,9,21,14,311,37.22
1092338,43617.649919999996,LCS,2019-2,Blue,1,Blue,Support,Zeyzal,Cloud9,35.5,1,0,2,14,21,14,70,29.4
1092338,43617.649919999996,LCS,2019-2,Red,1,Red,Top,V1per,FlyQuest,35.5,0,4,5,6,14,21,301,25.02
1092338,43617.649919999996,LCS,2019-2,Red,1,Red,Jungle,Santorin,FlyQuest,35.5,0,0,5,8,14,21,282,16.64
1092338,43617.649919999996,LCS,2019-2,Red,1,Red,Middle,Pobelter,FlyQuest,35.5,0,3,5,6,14,21,345,22.9
1092338,43617.649919999996,LCS,2019-2,Red,1,Red,ADC,WildTurtle,FlyQuest,35.5,0,7,2,3,14,21,331,31.62
1092338,43617.649919999996,LCS,2019-2,Red,1,Red,Support,JayJ,FlyQuest,35.5,0,0,4,9,14,21,71,15.42
1092338,43617.649919999996,LCS,2019-2,Blue,1,Blue,Team,Team,Cloud9,35.5,1,21,14,52,21,14,1304,19.0
1092338,43617.649919999996,LCS,2019-2,Red,1,Red,Team,Team,FlyQuest,35.5,0,14,21,32,14,21,1330,10.0
1092362,43617.69661,LCS,2019-2,Blue,1,Blue,Top,Impact,Team Liquid,29.7,1,2,1,5,11,4,228,19.56
1092362,43617.69661,LCS,2019-2,Blue,1,Blue,Jungle,Xmithie,Team Liquid,29.7,1,2,2,8,11,4,263,25.26
1092362,43617.69661,LCS,2019-2,Blue,1,Blue,Middle,Jensen,Team Liquid,29.7,1,2,0,4,11,4,317,20.34
1092362,43617.69661,LCS,2019-2,Blue,1,Blue,ADC,Doublelift,Team Liquid,29.7,1,5,0,2,11,4,392,26.84
1092362,43617.69661,LCS,2019-2,Blue,1,Blue,Support,CoreJJ,Team Liquid,29.7,1,0,1,6,11,4,17,11.34
1092362,43617.69661,LCS,2019-2,Red,1,Red,Top,Broken Blade,Team SoloMid,29.7,0,1,2,1,4,11,251,8.02
1092362,43617.69661,LCS,2019-2,Red,1,Red,Jungle,Akaadian,Team SoloMid,29.7,0,1,2,3,4,11,232,11.64
1092362,43617.69661,LCS,2019-2,Red,1,Red,Middle,Bjergsen,Team SoloMid,29.7,0,0,3,0,4,11,286,2.72
1092362,43617.69661,LCS,2019-2,Red,1,Red,ADC,Zven,Team SoloMid,29.7,0,2,2,2,4,11,253,13.06
1092362,43617.69661,LCS,2019-2,Red,1,Red,Support,Smoothie,Team SoloMid,29.7,0,0,2,4,4,11,48,6.96
1092362,43617.69661,LCS,2019-2,Blue,1,Blue,Team,Team,Team Liquid,29.7,1,11,4,25,11,4,1217,24.0
1092362,43617.69661,LCS,2019-2,Red,1,Red,Team,Team,Team SoloMid,29.7,0,4,11,10,4,11,1070,4.0
1092372,43617.73742,LCS,2019-2,Blue,1,Blue,Top,Ruin,Counter Logic Gaming,31.98333333,1,3,2,2,12,3,279,16.58
1092372,43617.73742,LCS,2019-2,Blue,1,Blue,Jungle,Wiggily,Counter Logic Gaming,31.98333333,1,1,0,8,12,3,236,23.72
1092372,43617.73742,LCS,2019-2,Blue,1,Blue,Middle,PowerOfEvil,Counter Logic Gaming,31.98333333,1,3,1,4,12,3,375,23.5
1092372,43617.73742,LCS,2019-2,Blue,1,Blue,ADC,Stixxay,Counter Logic Gaming,31.98333333,1,5,0,3,12,3,334,27.68
1092372,43617.73742,LCS,2019-2,Blue,1,Blue,Support,Biofrost,Counter Logic Gaming,31.98333333,1,0,0,9,12,3,19,18.38
1092372,43617.73742,LCS,2019-2,Red,1,Red,Top,Ssumday,100 Thieves,31.98333333,0,1,2,0,3,12,309,7.18
1092372,43617.73742,LCS,2019-2,Red,1,Red,Jungle,Amazing,100 Thieves,31.98333333,0,1,4,0,3,12,225,3.5
1092372,43617.73742,LCS,2019-2,Red,1,Red,Middle,Soligo,100 Thieves,31.98333333,0,0,1,1,3,12,304,7.08
1092372,43617.73742,LCS,2019-2,Red,1,Red,ADC,Bang,100 Thieves,31.98333333,0,1,1,1,3,12,311,10.22
1092372,43617.73742,LCS,2019-2,Red,1,Red,Support,aphromoo,100 Thieves,31.98333333,0,0,4,2,3,12,14,0.28
1092372,43617.73742,LCS,2019-2,Blue,1,Blue,Team,Team,Counter Logic Gaming,31.98333333,1,12,3,26,12,3,1243,24.0
1092372,43617.73742,LCS,2019-2,Red,1,Red,Team,Team,100 Thieves,31.98333333,0,3,12,4,3,12,1163,5.0
1092386,43617.77995,LCS,2019-2,Blue,1,Blue,Top,Huni,Clutch Gaming,38.88333333,0,4,4,4,9,14,287,21.74
1092386,43617.77995,LCS,2019-2,Blue,1,Blue,Jungle,Lira,Clutch Gaming,38.88333333,0,1,4,4,9,14,316,13.32
1092386,43617.77995,LCS,2019-2,Blue,1,Blue,Middle,Damonte,Clutch Gaming,38.88333333,0,3,0,3,9,14,407,23.14
1092386,43617.77995,LCS,2019-2,Blue,1,Blue,ADC,Cody Sun,Clutch Gaming,38.88333333,0,1,2,3,9,14,360,14.2
1092386,43617.77995,LCS,2019-2,Blue,1,Blue,Support,Vulcan,Clutch Gaming,38.88333333,0,0,4,2,9,14,90,1.8
1092386,43617.77995,LCS,2019-2,Red,1,Red,Top,Dhokla,OpTic Gaming,38.88333333,1,1,0,5,14,9,272,18.44
1092386,43617.77995,LCS,2019-2,Red,1,Red,Jungle,Meteos,OpTic Gaming,38.88333333,1,4,1,8,14,9,324,33.48
1092386,43617.77995,LCS,2019-2,Red,1,Red,Middle,Crown,OpTic Gaming,38.88333333,1,4,2,6,14,9,385,29.7
1092386,43617.77995,LCS,2019-2,Red,1,Red,ADC,Arrow,OpTic Gaming,38.88333333,1,4,2,7,14,9,357,31.14
1092386,43617.77995,LCS,2019-2,Red,1,Red,Support,Big,OpTic Gaming,38.88333333,1,1,4,8,14,9,81,16.62
1092386,43617.77995,LCS,2019-2,Blue,1,Blue,Team,Team,Clutch Gaming,38.88333333,0,9,14,16,9,14,1460,9.0
1092386,43617.77995,LCS,2019-2,Red,1,Red,Team,Team,OpTic Gaming,38.88333333,1,14,9,34,14,9,1419,21.0
1092401,43617.82647,LCS,2019-2,Blue,1,Blue,Top,Hauntzer,Golden Guardians,28.6,1,2,1,4,10,2,262,18.24
1092401,43617.82647,LCS,2019-2,Blue,1,Blue,Jungle,Contractz,Golden Guardians,28.6,1,3,0,5,10,2,240,23.8
1092401,43617.82647,LCS,2019-2,Blue,1,Blue,Middle,Froggen,Golden Guardians,28.6,1,4,0,4,10,2,325,26.5
1092401,43617.82647,LCS,2019-2,Blue,1,Blue,ADC,Deftly,Golden Guardians,28.6,1,0,1,8,10,2,309,21.18
1092401,43617.82647,LCS,2019-2,Blue,1,Blue,Support,Olleh,Golden Guardians,28.6,1,1,0,9,10,2,62,22.24
1092401,43617.82647,LCS,2019-2,Red,1,Red,Top,Solo,Echo Fox,28.6,0,0,1,1,2,10,249,5.98
1092401,43617.82647,LCS,2019-2,Red,1,Red,Jungle,Rush,Echo Fox,28.6,0,0,4,2,2,10,242,4.84
1092401,43617.82647,LCS,2019-2,Red,1,Red,Middle,Yusui,Echo Fox,28.6,0,1,2,0,2,10,262,6.24
1092401,43617.82647,LCS,2019-2,Red,1,Red,ADC,Lost,Echo Fox,28.6,0,0,1,2,2,10,309,9.18
1092401,43617.82647,LCS,2019-2,Red,1,Red,Support,Hakuho,Echo Fox,28.6,0,1,2,1,2,10,65,4.3
1092401,43617.82647,LCS,2019-2,Blue,1,Blue,Team,Team,Golden Guardians,28.6,1,10,2,30,10,2,1198,27.0
1092401,43617.82647,LCS,2019-2,Red,1,Red,Team,Team,Echo Fox,28.6,0,2,10,6,2,10,1127,4.0
1092577,43618.7205,LCS,2019-2,Blue,1,Blue,Top,Ssumday,100 Thieves,34.31666667,0,1,2,3,6,9,244,11.88
1092577,43618.7205,LCS,2019-2,Blue,1,Blue,Jungle,Amazing,100 Thieves,34.31666667,0,0,3,6,6,9,278,14.56
1092577,43618.7205,LCS,2019-2,Blue,1,Blue,Middle,Soligo,100 Thieves,34.31666667,0,2,3,1,6,9,238,9.76
1092577,43618.7205,LCS,2019-2,Blue,1,Blue,ADC,Bang,100 Thieves,34.31666667,0,2,1,2,6,9,332,15.64
1092577,43618.7205,LCS,2019-2,Blue,1,Blue,Support,aphromoo,100 Thieves,34.31666667,0,1,0,3,6,9,20,9.4
1092577,43618.7205,LCS,2019-2,Red,1,Red,Top,Dhokla,OpTic Gaming,34.31666667,1,4,4,3,9,7,308,20.16
1092577,43618.7205,LCS,2019-2,Red,1,Red,Jungle,Meteos,OpTic Gaming,34.31666667,1,2,1,5,9,7,273,20.46
1092577,43618.7205,LCS,2019-2,Red,1,Red,Middle,Crown,OpTic Gaming,34.31666667,1,1,0,6,9,7,329,21.58
1092577,43618.7205,LCS,2019-2,Red,1,Red,ADC,Arrow,OpTic Gaming,34.31666667,1,2,0,5,9,7,352,23.04
1092577,43618.7205,LCS,2019-2,Red,1,Red,Support,Big,OpTic Gaming,34.31666667,1,0,2,3,9,7,58,5.16
1092577,43618.7205,LCS,2019-2,Blue,1,Blue,Team,Team,100 Thieves,34.31666667,0,6,9,15,6,9,1112,10.0
1092577,43618.7205,LCS,2019-2,Red,1,Red,Team,Team,OpTic Gaming,34.31666667,1,9,7,22,9,7,1320,15.0
1092561,43618.68152,LCS,2019-2,Blue,1,Blue,Top,Broken Blade,Team SoloMid,30.48333333,1,6,3,4,17,10,284,28.68
1092561,43618.68152,LCS,2019-2,Blue,1,Blue,Jungle,Grig,Team SoloMid,30.48333333,1,4,2,9,17,10,262,33.24
1092561,43618.68152,LCS,2019-2,Blue,1,Blue,Middle,Bjergsen,Team SoloMid,30.48333333,1,3,2,9,17,10,261,30.22
1092561,43618.68152,LCS,2019-2,Blue,1,Blue,ADC,Zven,Team SoloMid,30.48333333,1,2,1,13,17,10,144,35.88
1092561,43618.68152,LCS,2019-2,Blue,1,Blue,Support,Smoothie,Team SoloMid,30.48333333,1,2,2,12,17,10,98,31.96
1092561,43618.68152,LCS,2019-2,Red,1,Red,Top,Ruin,Counter Logic Gaming,30.48333333,0,3,3,3,10,17,282,17.64
1092561,43618.68152,LCS,2019-2,Red,1,Red,Jungle,Wiggily,Counter Logic Gaming,30.48333333,0,2,3,5,10,17,205,17.1
1092561,43618.68152,LCS,2019-2,Red,1,Red,Middle,PowerOfEvil,Counter Logic Gaming,30.48333333,0,1,3,4,10,17,279,13.58
1092561,43618.68152,LCS,2019-2,Red,1,Red,ADC,Stixxay,Counter Logic Gaming,30.48333333,0,3,3,1,10,17,292,13.84
1092561,43618.68152,LCS,2019-2,Red,1,Red,Support,Biofrost,Counter Logic Gaming,30.48333333,0,1,5,6,10,17,23,10.46
1092561,43618.68152,LCS,2019-2,Blue,1,Blue,Team,Team,Team SoloMid,30.48333333,1,17,10,47,17,10,1049,16.0
1092561,43618.68152,LCS,2019-2,Red,1,Red,Team,Team,Counter Logic Gaming,30.48333333,0,10,17,19,10,17,1081,7.0
1092552,43618.64521,LCS,2019-2,Blue,1,Blue,Top,Solo,Echo Fox,28.6,1,6,1,3,11,8,285,28.7
1092552,43618.64521,LCS,2019-2,Blue,1,Blue,Jungle,Rush,Echo Fox,28.6,1,1,2,8,11,8,249,21.98
1092552,43618.64521,LCS,2019-2,Blue,1,Blue,Middle,Yusui,Echo Fox,28.6,1,1,2,3,11,8,260,12.2
1092552,43618.64521,LCS,2019-2,Blue,1,Blue,ADC,Lost,Echo Fox,28.6,1,3,1,4,11,8,273,21.46
1092552,43618.64521,LCS,2019-2,Blue,1,Blue,Support,Hakuho,Echo Fox,28.6,1,0,2,6,11,8,73,11.46
1092552,43618.64521,LCS,2019-2,Red,1,Red,Top,Impact,Team Liquid,28.6,0,1,3,4,8,11,207,12.14
1092552,43618.64521,LCS,2019-2,Red,1,Red,Jungle,Xmithie,Team Liquid,28.6,0,6,3,2,8,11,247,23.94
1092552,43618.64521,LCS,2019-2,Red,1,Red,Middle,Jensen,Team Liquid,28.6,0,1,2,3,8,11,274,12.48
1092552,43618.64521,LCS,2019-2,Red,1,Red,ADC,Doublelift,Team Liquid,28.6,0,0,2,6,8,11,337,16.74
1092552,43618.64521,LCS,2019-2,Red,1,Red,Support,CoreJJ,Team Liquid,28.6,0,0,1,8,8,11,15,15.3
1092552,43618.64521,LCS,2019-2,Blue,1,Blue,Team,Team,Echo Fox,28.6,1,11,8,24,11,8,1140,12.0
1092552,43618.64521,LCS,2019-2,Red,1,Red,Team,Team,Team Liquid,28.6,0,8,11,23,8,11,1080,14.0
1092552,43639.664039999996,LCS,2019-2,Blue,4,Blue,Top,Impact,Team Liquid,29.08333333,1,1,2,8,17,8,238,21.76
1092552,43639.664039999996,LCS,2019-2,Blue,4,Blue,Jungle,Xmithie,Team Liquid,29.08333333,1,6,0,10,17,8,300,44.0
1092552,43639.664039999996,LCS,2019-2,Blue,4,Blue,Middle,Jensen,Team Liquid,29.08333333,1,5,2,2,17,8,272,22.44
1092552,43639.664039999996,LCS,2019-2,Blue,4,Blue,ADC,Doublelift,Team Liquid,29.08333333,1,5,2,9,17,8,172,34.44
1092552,43639.664039999996,LCS,2019-2,Blue,4,Blue,Support,CoreJJ,Team Liquid,29.08333333,1,0,2,11,17,8,119,24.38
1092552,43639.664039999996,LCS,2019-2,Red,4,Red,Top,Huni,Clutch Gaming,29.08333333,0,1,3,3,8,17,263,11.26
1092552,43639.664039999996,LCS,2019-2,Red,4,Red,Jungle,Lira,Clutch Gaming,29.08333333,0,0,3,4,8,17,255,10.1
1092552,43639.664039999996,LCS,2019-2,Red,4,Red,Middle,Damonte,Clutch Gaming,29.08333333,0,1,3,2,8,17,255,9.1
1092552,43639.664039999996,LCS,2019-2,Red,4,Red,ADC,Cody Sun,Clutch Gaming,29.08333333,0,6,5,1,8,17,229,19.58
1092552,43639.664039999996,LCS,2019-2,Red,4,Red,Support,Vulcan,Clutch Gaming,29.08333333,0,0,3,7,8,17,18,11.36
1092552,43639.664039999996,LCS,2019-2,Blue,4,Blue,Team,Team,Team Liquid,29.08333333,1,17,8,40,17,8,1101,18.0
1092552,43639.664039999996,LCS,2019-2,Red,4,Red,Team,Team,Clutch Gaming,29.08333333,0,8,17,17,8,17,1020,15.0
1092535,43618.607130000004,LCS,2019-2,Blue,1,Blue,Top,V1per,FlyQuest,30.5,0,3,1,2,5,9,242,16.84
1092535,43618.607130000004,LCS,2019-2,Blue,1,Blue,Jungle,Santorin,FlyQuest,30.5,0,1,2,4,5,9,260,14.2
1092535,43618.607130000004,LCS,2019-2,Blue,1,Blue,Middle,Pobelter,FlyQuest,30.5,0,0,2,3,5,9,301,10.02
1092535,43618.607130000004,LCS,2019-2,Blue,1,Blue,ADC,WildTurtle,FlyQuest,30.5,0,0,2,4,5,9,315,12.3
1092535,43618.607130000004,LCS,2019-2,Blue,1,Blue,Support,JayJ,FlyQuest,30.5,0,1,2,4,5,9,9,9.18
1092535,43618.607130000004,LCS,2019-2,Red,1,Red,Top,Hauntzer,Golden Guardians,30.5,1,1,3,4,9,5,268,13.36
1092535,43618.607130000004,LCS,2019-2,Red,1,Red,Jungle,Contractz,Golden Guardians,30.5,1,2,1,2,9,5,250,14.0
1092535,43618.607130000004,LCS,2019-2,Red,1,Red,Middle,Froggen,Golden Guardians,30.5,1,3,1,6,9,5,273,25.46
1092535,43618.607130000004,LCS,2019-2,Red,1,Red,ADC,Deftly,Golden Guardians,30.5,1,1,0,6,9,5,315,21.3
1092535,43618.607130000004,LCS,2019-2,Red,1,Red,Support,Olleh,Golden Guardians,30.5,1,2,0,6,9,5,72,19.44
1092535,43618.607130000004,LCS,2019-2,Blue,1,Blue,Team,Team,FlyQuest,30.5,0,5,9,17,5,9,1127,1.0
1092535,43618.607130000004,LCS,2019-2,Red,1,Red,Team,Team,Golden Guardians,30.5,1,9,5,24,9,5,1178,26.0
1092517,43618.561819999995,LCS,2019-2,Blue,1,Blue,Top,Huni,Clutch Gaming,29.2,0,1,5,1,5,24,174,3.48
1092517,43618.561819999995,LCS,2019-2,Blue,1,Blue,Jungle,Lira,Clutch Gaming,29.2,0,1,5,2,5,24,232,6.64
1092517,43618.561819999995,LCS,2019-2,Blue,1,Blue,Middle,Damonte,Clutch Gaming,29.2,0,0,3,2,5,24,228,5.56
1092517,43618.561819999995,LCS,2019-2,Blue,1,Blue,ADC,Cody Sun,Clutch Gaming,29.2,0,3,5,2,5,24,228,12.56
1092517,43618.561819999995,LCS,2019-2,Blue,1,Blue,Support,Vulcan,Clutch Gaming,29.2,0,0,6,4,5,24,14,2.28
1092517,43618.561819999995,LCS,2019-2,Red,1,Red,Top,Licorice,Cloud9,29.2,1,8,0,13,24,5,264,57.28
1092517,43618.561819999995,LCS,2019-2,Red,1,Red,Jungle,Svenskeren,Cloud9,29.2,1,7,2,8,24,5,275,40.5
1092517,43618.561819999995,LCS,2019-2,Red,1,Red,Middle,Nisqy,Cloud9,29.2,1,5,0,9,24,5,236,37.72
1092517,43618.561819999995,LCS,2019-2,Red,1,Red,ADC,Sneaky,Cloud9,29.2,1,3,1,18,24,5,106,48.12
1092517,43618.561819999995,LCS,2019-2,Red,1,Red,Support,Zeyzal,Cloud9,29.2,1,1,2,17,24,5,95,38.9
1092517,43618.561819999995,LCS,2019-2,Blue,1,Blue,Team,Team,Clutch Gaming,29.2,0,5,24,11,5,24,876,9.0
1092517,43618.561819999995,LCS,2019-2,Red,1,Red,Team,Team,Cloud9,29.2,1,24,5,65,24,5,976,23.0
1131772,43624.646960000005,LCS,2019-2,Blue,2,Blue,Top,Licorice,Cloud9,36.21666667,1,4,2,3,13,8,310,22.2
1131772,43624.646960000005,LCS,2019-2,Blue,2,Blue,Jungle,Svenskeren,Cloud9,36.21666667,1,1,2,11,13,8,298,30.96
1131772,43624.646960000005,LCS,2019-2,Blue,2,Blue,Middle,Nisqy,Cloud9,36.21666667,1,5,1,5,13,8,317,30.34
1131772,43624.646960000005,LCS,2019-2,Blue,2,Blue,ADC,Sneaky,Cloud9,36.21666667,1,1,2,11,13,8,167,28.34
1131772,43624.646960000005,LCS,2019-2,Blue,2,Blue,Support,Zeyzal,Cloud9,36.21666667,1,2,1,8,13,8,112,23.24
1131772,43624.646960000005,LCS,2019-2,Red,2,Red,Top,Solo,Echo Fox,36.21666667,0,1,2,5,8,13,364,18.28
1131772,43624.646960000005,LCS,2019-2,Red,2,Red,Jungle,Rush,Echo Fox,36.21666667,0,0,3,7,8,13,278,16.56
1131772,43624.646960000005,LCS,2019-2,Red,2,Red,Middle,Yusui,Echo Fox,36.21666667,0,4,3,1,8,13,291,16.82
1131772,43624.646960000005,LCS,2019-2,Red,2,Red,ADC,Lost,Echo Fox,36.21666667,0,2,3,2,8,13,353,14.06
1131772,43624.646960000005,LCS,2019-2,Red,2,Red,Support,Hakuho,Echo Fox,36.21666667,0,1,2,3,8,13,31,7.62
1131772,43624.646960000005,LCS,2019-2,Blue,2,Blue,Team,Team,Cloud9,36.21666667,1,13,8,38,13,8,1204,24.0
1131772,43624.646960000005,LCS,2019-2,Red,2,Red,Team,Team,Echo Fox,36.21666667,0,8,13,18,8,13,1317,6.0
1131801,43624.700489999996,LCS,2019-2,Blue,2,Blue,Top,Impact,Team Liquid,30.26666667,1,1,0,7,15,2,257,22.14
1131801,43624.700489999996,LCS,2019-2,Blue,2,Blue,Jungle,Xmithie,Team Liquid,30.26666667,1,3,1,8,15,2,195,27.9
1131801,43624.700489999996,LCS,2019-2,Blue,2,Blue,Middle,Jensen,Team Liquid,30.26666667,1,3,0,6,15,2,293,26.86
1131801,43624.700489999996,LCS,2019-2,Blue,2,Blue,ADC,Doublelift,Team Liquid,30.26666667,1,5,0,7,15,2,337,35.74
1131801,43624.700489999996,LCS,2019-2,Blue,2,Blue,Support,CoreJJ,Team Liquid,30.26666667,1,3,1,12,15,2,14,34.28
1131801,43624.700489999996,LCS,2019-2,Red,2,Red,Top,Ssumday,100 Thieves,30.26666667,0,0,4,0,2,15,222,0.44
1131801,43624.700489999996,LCS,2019-2,Red,2,Red,Jungle,Amazing,100 Thieves,30.26666667,0,2,3,0,2,15,252,8.04
1131801,43624.700489999996,LCS,2019-2,Red,2,Red,Middle,Soligo,100 Thieves,30.26666667,0,0,0,0,2,15,276,5.52
1131801,43624.700489999996,LCS,2019-2,Red,2,Red,ADC,Bang,100 Thieves,30.26666667,0,0,2,2,2,15,297,7.94
1131801,43624.700489999996,LCS,2019-2,Red,2,Red,Support,aphromoo,100 Thieves,30.26666667,0,0,6,2,2,15,48,-1.04
1131801,43624.700489999996,LCS,2019-2,Blue,2,Blue,Team,Team,Team Liquid,30.26666667,1,15,2,40,15,2,1096,27.0
1131801,43624.700489999996,LCS,2019-2,Red,2,Red,Team,Team,100 Thieves,30.26666667,0,2,15,4,2,15,1095,0.0
1131814,43624.735089999995,LCS,2019-2,Blue,2,Blue,Top,Broken Blade,Team SoloMid,24.88333333,0,1,2,0,5,10,200,5.0
1131814,43624.735089999995,LCS,2019-2,Blue,2,Blue,Jungle,Akaadian,Team SoloMid,24.88333333,0,2,3,2,5,10,222,11.44
1131814,43624.735089999995,LCS,2019-2,Blue,2,Blue,Middle,Bjergsen,Team SoloMid,24.88333333,0,1,1,1,5,10,248,8.96
1131814,43624.735089999995,LCS,2019-2,Blue,2,Blue,ADC,Zven,Team SoloMid,24.88333333,0,1,2,4,5,10,151,12.02
1131814,43624.735089999995,LCS,2019-2,Blue,2,Blue,Support,Smoothie,Team SoloMid,24.88333333,0,0,2,4,5,10,38,6.76
1131814,43624.735089999995,LCS,2019-2,Red,2,Red,Top,V1per,FlyQuest,24.88333333,1,3,0,4,10,5,273,22.46
1131814,43624.735089999995,LCS,2019-2,Red,2,Red,Jungle,Santorin,FlyQuest,24.88333333,1,2,1,5,10,5,221,19.42
1131814,43624.735089999995,LCS,2019-2,Red,2,Red,Middle,Pobelter,FlyQuest,24.88333333,1,2,0,7,10,5,233,24.66
1131814,43624.735089999995,LCS,2019-2,Red,2,Red,ADC,WildTurtle,FlyQuest,24.88333333,1,3,0,2,10,5,228,17.56
1131814,43624.735089999995,LCS,2019-2,Red,2,Red,Support,JayJ,FlyQuest,24.88333333,1,0,4,7,10,5,14,10.28
1131814,43624.735089999995,LCS,2019-2,Blue,2,Blue,Team,Team,Team SoloMid,24.88333333,0,5,10,11,5,10,859,6.0
1131814,43624.735089999995,LCS,2019-2,Red,2,Red,Team,Team,FlyQuest,24.88333333,1,10,5,25,10,5,969,21.0
1131825,43624.76964,LCS,2019-2,Blue,2,Blue,Top,Dhokla,OpTic Gaming,29.36666667,1,3,0,4,13,2,222,21.44
1131825,43624.76964,LCS,2019-2,Blue,2,Blue,Jungle,Meteos,OpTic Gaming,29.36666667,1,1,0,9,13,2,232,25.64
1131825,43624.76964,LCS,2019-2,Blue,2,Blue,Middle,Crown,OpTic Gaming,29.36666667,1,5,1,5,13,2,321,30.42
1131825,43624.76964,LCS,2019-2,Blue,2,Blue,ADC,Arrow,OpTic Gaming,29.36666667,1,4,0,5,13,2,299,27.98
1131825,43624.76964,LCS,2019-2,Blue,2,Blue,Support,Big,OpTic Gaming,29.36666667,1,0,1,7,13,2,15,13.3
1131825,43624.76964,LCS,2019-2,Red,2,Red,Top,Ruin,Counter Logic Gaming,29.36666667,0,0,3,0,2,13,262,2.24
1131825,43624.76964,LCS,2019-2,Red,2,Red,Jungle,Wiggily,Counter Logic Gaming,29.36666667,0,1,3,0,2,13,262,5.24
1131825,43624.76964,LCS,2019-2,Red,2,Red,Middle,PowerOfEvil,Counter Logic Gaming,29.36666667,0,1,3,0,2,13,269,5.38
1131825,43624.76964,LCS,2019-2,Red,2,Red,ADC,Stixxay,Counter Logic Gaming,29.36666667,0,0,2,1,2,13,287,5.74
1131825,43624.76964,LCS,2019-2,Red,2,Red,Support,Biofrost,Counter Logic Gaming,29.36666667,0,0,2,1,2,13,19,0.38
1131825,43624.76964,LCS,2019-2,Blue,2,Blue,Team,Team,OpTic Gaming,29.36666667,1,13,2,30,13,2,1089,21.0
1131825,43624.76964,LCS,2019-2,Red,2,Red,Team,Team,Counter Logic Gaming,29.36666667,0,2,13,2,2,13,1099,6.0
1131837,43624.80789,LCS,2019-2,Blue,2,Blue,Top,Huni,Clutch Gaming,31.96666667,1,3,2,7,12,4,269,26.38
1131837,43624.80789,LCS,2019-2,Blue,2,Blue,Jungle,Lira,Clutch Gaming,31.96666667,1,1,1,10,12,4,256,27.12
1131837,43624.80789,LCS,2019-2,Blue,2,Blue,Middle,Damonte,Clutch Gaming,31.96666667,1,4,0,2,12,4,339,22.78
1131837,43624.80789,LCS,2019-2,Blue,2,Blue,ADC,Cody Sun,Clutch Gaming,31.96666667,1,3,0,6,12,4,379,28.58
1131837,43624.80789,LCS,2019-2,Blue,2,Blue,Support,Vulcan,Clutch Gaming,31.96666667,1,1,1,10,12,4,70,23.4
1131837,43624.80789,LCS,2019-2,Red,2,Red,Top,Hauntzer,Golden Guardians,31.96666667,0,1,2,1,4,12,328,9.56
1131837,43624.80789,LCS,2019-2,Red,2,Red,Jungle,Contractz,Golden Guardians,31.96666667,0,0,1,3,4,12,233,9.66
1131837,43624.80789,LCS,2019-2,Red,2,Red,Middle,Froggen,Golden Guardians,31.96666667,0,2,3,2,4,12,335,13.7
1131837,43624.80789,LCS,2019-2,Red,2,Red,ADC,Deftly,Golden Guardians,31.96666667,0,1,3,1,4,12,286,7.72
1131837,43624.80789,LCS,2019-2,Red,2,Red,Support,Olleh,Golden Guardians,31.96666667,0,0,3,3,4,12,24,3.48
1131837,43624.80789,LCS,2019-2,Blue,2,Blue,Team,Team,Clutch Gaming,31.96666667,1,12,4,35,12,4,1313,25.0
1131837,43624.80789,LCS,2019-2,Red,2,Red,Team,Team,Golden Guardians,31.96666667,0,4,12,10,4,12,1206,4.0
1132010,43625.56385,LCS,2019-2,Blue,2,Blue,Top,Ruin,Counter Logic Gaming,36.28333333,1,0,3,4,13,8,351,12.02
1132010,43625.56385,LCS,2019-2,Blue,2,Blue,Jungle,Wiggily,Counter Logic Gaming,36.28333333,1,3,1,4,13,8,297,21.94
1132010,43625.56385,LCS,2019-2,Blue,2,Blue,Middle,PowerOfEvil,Counter Logic Gaming,36.28333333,1,3,2,6,13,8,363,26.26
1132010,43625.56385,LCS,2019-2,Blue,2,Blue,ADC,Stixxay,Counter Logic Gaming,36.28333333,1,6,1,5,13,8,355,34.1
1132010,43625.56385,LCS,2019-2,Blue,2,Blue,Support,Biofrost,Counter Logic Gaming,36.28333333,1,1,1,10,13,8,10,22.2
1132010,43625.56385,LCS,2019-2,Red,2,Red,Top,Impact,Team Liquid,36.28333333,0,2,2,1,8,13,293,11.86
1132010,43625.56385,LCS,2019-2,Red,2,Red,Jungle,Xmithie,Team Liquid,36.28333333,0,3,4,5,8,13,308,21.16
1132010,43625.56385,LCS,2019-2,Red,2,Red,Middle,Jensen,Team Liquid,36.28333333,0,2,3,3,8,13,324,15.48
1132010,43625.56385,LCS,2019-2,Red,2,Red,ADC,Doublelift,Team Liquid,36.28333333,0,0,2,4,8,13,401,14.02
1132010,43625.56385,LCS,2019-2,Red,2,Red,Support,CoreJJ,Team Liquid,36.28333333,0,1,2,4,8,13,15,9.3
