fpts,gamelength,result
7.640000000000001,38.81666667,0
20.14,30.91666667,1
17.36,30.91666667,0
51.96,38.28333333,1
13.84,38.28333333,0
5.140000000000001,32.96666667,0
37.44,32.96666667,1
24.48,27.15,1
19.88,27.15,0
9.879999999999999,31.25,0
24.12,31.25,1
17.72,29.56666667,1
10.82,29.56666667,0
36.26,34.11666667,1
22.0,34.11666667,0
33.16,25.68333333,1
9.5,25.68333333,0
20.759999999999998,41.41666667,0
29.22,41.41666667,1
26.8,31.0,1
6.98,31.0,0
7.96,31.75,0
38.980000000000004,31.75,1
13.5,38.98333333,0
41.34,38.98333333,1
35.42,49.23333333,1
28.66,49.23333333,0
8.68,35.5,0
26.34,35.5,1
49.58,46.4,0
36.56,46.4,1
39.44,41.9,0
51.24,41.9,1
16.94,37.03333333,0
21.3,37.03333333,1
15.8,25.3,0
26.84,25.3,1
7.64,29.16666667,0
29.68,29.16666667,1
42.14,37.71666667,1
6.2,37.71666667,0
18.240000000000002,37.0,1
9.3,37.0,0
17.96,38.23333333,0
25.38,38.23333333,1
17.04,42.85,0
37.42,42.85,1
21.2,44.9,0
18.46,44.9,1
9.24,32.08333333,1
6.5200000000000005,32.08333333,0
14.28,44.73333333,1
24.68,44.73333333,0
33.74,42.01666667,0
23.240000000000002,42.01666667,1
10.02,28.63333333,1
5.28,28.63333333,0
36.92,35.53333333,1
6.86,35.53333333,0
39.08,45.73333333,1
38.0,45.73333333,0
12.16,37.96666667,0
26.0,37.96666667,1
5.96,38.26666667,0
20.22,38.26666667,1
36.22,44.73333333,1
15.120000000000001,44.73333333,0
38.66,38.81666667,1
25.54,38.81666667,0
38.14,36.01666667,1
14.64,36.01666667,0
24.48,35.2,1
7.84,35.2,0
9.34,24.33333333,0
24.14,24.33333333,1
31.02,24.43333333,1
4.42,24.43333333,0
40.02,40.55,1
30.16,40.55,0
21.86,43.53333333,0
31.16,43.53333333,1
22.240000000000002,47.08333333,1
17.560000000000002,47.08333333,0
22.240000000000002,33.21666667,1
17.560000000000002,33.21666667,0
37.06,36.55,1
3.4000000000000004,36.55,0
40.620000000000005,46.8,1
34.28,46.8,0
13.86,44.43333333,0
28.4,44.43333333,1
15.74,33.73333333,1
10.600000000000001,33.73333333,0
23.2,29.83333333,1
4.48,29.83333333,0
5.96,29.75,0
19.6,29.75,1
3.54,27.33333333,0
25.04,27.33333333,1
19.52,40.1,1
15.48,40.1,0
11.08,35.01666667,0
32.72,35.01666667,1
13.98,38.73333333,0
30.9,38.73333333,1
35.74,43.45,0
31.240000000000002,43.45,1
9.08,29.96666667,0
21.92,29.96666667,1
29.16,33.5,1
8.0,33.5,0
41.58,50.28333333,1
23.3,50.28333333,0
21.560000000000002,39.18333333,1
14.98,39.18333333,0
27.060000000000002,28.13333333,1
11.4,28.13333333,0
,26.06666667,0
,26.06666667,1
,39.5,1
,39.5,0
,51.21666667,0
,51.21666667,1
,36.56666667,1
,36.56666667,0
,34.61666667,0
,34.61666667,1
,27.76666667,1
,27.76666667,0
,27.21666667,0
,27.21666667,1
,34.61666667,0
,34.61666667,1
,33.08333333,1
,33.08333333,0
,32.96666667,1
,32.96666667,0
,25.75,1
,25.75,0
,38.86666667,0
,38.86666667,1
,40.18333333,0
,40.18333333,1
,29.33333333,1
,29.33333333,0
,34.28333333,1
,34.28333333,0
,30.7,1
,30.7,0
,41.71666667,1
,41.71666667,0
,33.96666667,1
,33.96666667,0
,39.06666667,1
,39.06666667,0
,45.78333333,0
,45.78333333,1
,32.85,0
,32.85,1
,34.18333333,0
,34.18333333,1
,49.58333333,1
,49.58333333,0
,32.5,1
,32.5,0
,33.21666667,0
,33.21666667,1
32.32,46.06666667,0
35.96,46.06666667,1
11.24,36.81666667,1
14.280000000000001,36.81666667,0
10.8,32.63333333,0
25.2,32.63333333,1
25.94,31.01666667,1
9.46,31.01666667,0
43.34,47.3,1
10.22,47.3,0
12.26,45.6,0
59.28,45.6,1
6.36,28.68333333,0
22.96,28.68333333,1
24.82,29.83333333,1
25.96,29.83333333,0
20.16,24.11666667,1
1.1800000000000002,24.11666667,0
16.560000000000002,32.41666667,0
18.98,32.41666667,1
20.759999999999998,26.3,1
16.54,26.3,0
7.1000000000000005,31.1,0
22.68,31.1,1
35.88,65.9,1
34.08,65.9,0
12.42,32.83333333,1
15.52,32.83333333,0
21.88,34.43333333,1
14.600000000000001,34.43333333,0
58.82,55.3,1
40.34,55.3,0
21.38,26.23333333,1
8.780000000000001,26.23333333,0
4.26,26.9,0
35.16,26.9,1
36.08,31.66666667,1
18.22,31.66666667,0
31.1,44.16666667,1
24.58,44.16666667,0
28.92,38.31666667,1
10.14,38.31666667,0
14.8,30.81666667,1
10.14,30.81666667,0
25.18,30.16666667,1
7.98,30.16666667,0
28.3,35.38333333,1
22.3,35.38333333,0
11.219999999999999,27.8,0
25.34,27.8,1
19.62,35.3,1
21.34,35.3,0
6.68,26.08333333,0
29.560000000000002,26.08333333,1
14.02,31.5,0
16.6,31.5,1
23.58,28.21666667,1
10.32,28.21666667,0
17.240000000000002,29.21666667,1
5.18,29.21666667,0
20.84,38.45,0
24.38,38.45,1
26.32,43.88333333,0
48.32,43.88333333,1
8.1,30.28333333,0
18.060000000000002,30.28333333,1
24.04,30.3,1
7.36,30.3,0
26.86,33.55,1
7.18,33.55,0
52.46,54.26666667,1
24.1,54.26666667,0
31.259999999999998,37.56666667,1
19.759999999999998,37.56666667,0
47.04,39.68333333,1
23.92,39.68333333,0
20.48,37.56666667,1
14.600000000000001,37.56666667,0
9.379999999999999,26.7,0
32.72,26.7,1
13.120000000000001,35.28333333,1
16.6,35.28333333,0
23.8,28.65,1
5.38,28.65,0
28.7,43.65,0
43.26,43.65,1
38.02,33.61666667,1
7.28,33.61666667,0
8.120000000000001,28.56666667,0
26.94,28.56666667,1
43.9,32.8,1
12.46,32.8,0
31.94,26.5,1
-1.96,26.5,0
11.96,30.45,0
40.56,30.45,1
57.96,55.48333333,1
41.38,55.48333333,0
26.64,36.76666667,1
23.82,36.76666667,0
4.24,25.31666667,0
30.96,25.31666667,1
52.56,42.21666667,1
20.62,42.21666667,0
18.32,23.2,1
7.4399999999999995,23.2,0
6.08,23.91666667,0
20.12,23.91666667,1
35.22,39.55,1
18.98,39.55,0
8.5,40.53333333,0
36.12,40.53333333,1
-0.23999999999999977,24.55,0
31.9,24.55,1
13.18,40.85,0
33.04,40.85,1
49.26,30.36666667,1
7.5600000000000005,30.36666667,0
17.14,47.01666667,0
48.16,47.01666667,1
24.48,41.55,1
16.259999999999998,41.55,0
12.04,26.35,0
13.620000000000001,26.35,1
34.76,27.06666667,1
12.32,27.06666667,0
3.5600000000000005,29.51666667,0
17.84,29.51666667,1
39.1,36.61666667,1
12.68,36.61666667,0
22.14,43.48333333,0
46.34,43.48333333,1
17.92,43.13333333,0
17.08,43.13333333,1
19.0,30.15,1
7.26,30.15,0
34.22,33.73333333,1
5.5,33.73333333,0
7.3,28.36666667,0
19.86,28.36666667,1
11.5,46.75,0
36.68,46.75,1
22.16,36.96666667,1
11.120000000000001,36.96666667,0
26.5,49.03333333,1
17.82,49.03333333,0
33.96,52.8,0
8.9,52.8,1
2.96,29.71666667,0
29.68,29.71666667,1
22.86,43.11666667,1
14.3,43.11666667,0
35.62,29.96666667,1
5.78,29.96666667,0
22.52,29.71666667,0
30.52,29.71666667,1
33.62,34.2,1
12.16,34.2,0
35.86,31.21666667,1
7.22,31.21666667,0
28.94,34.55,1
13.7,34.55,0
28.4,33.9,1
19.46,33.9,0
22.02,37.7,0
9.82,37.7,1
15.26,33.2,0
33.68,33.2,1
5.24,27.88333333,0
39.76,27.88333333,1
30.44,23.48333333,1
1.6399999999999997,23.48333333,0
16.54,27.86666667,1
0.5,27.86666667,0
37.88,28.08333333,1
2.84,28.08333333,0
28.6,52.85,1
9.76,52.85,0
37.82,46.43333333,1
32.6,46.43333333,0
32.2,37.65,1
8.84,37.65,0
30.94,36.96666667,1
8.7,36.96666667,0
12.26,40.68333333,0
20.36,40.68333333,1
29.88,29.23333333,1
5.24,29.23333333,0
4.42,26.33333333,0
17.84,26.33333333,1
25.5,53.83333333,0
25.96,53.83333333,1
9.9,25.1,0
25.240000000000002,25.1,1
31.62,24.65,1
1.2199999999999998,24.65,0
19.4,31.01666667,1
13.719999999999999,31.01666667,0
18.88,35.53333333,0
19.0,35.53333333,1
30.86,33.11666667,1
21.12,33.11666667,0
21.52,50.83333333,1
22.72,50.83333333,0
49.16,28.41666667,1
11.98,28.41666667,0
5.66,37.21666667,0
18.1,37.21666667,1
1.7999999999999998,30.11666667,0
22.52,30.11666667,1
19.740000000000002,28.63333333,1
11.82,28.63333333,0
27.240000000000002,50.0,1
13.1,50.0,0
41.84,31.45,1
5.82,31.45,0
2.6000000000000005,27.46666667,0
35.12,27.46666667,1
7.38,31.33333333,0
16.64,31.33333333,1
18.34,27.36666667,1
5.74,27.36666667,0
24.7,29.08333333,1
12.600000000000001,29.08333333,0
23.08,30.05,1
6.14,30.05,0
11.66,51.66666667,0
29.200000000000003,51.66666667,1
18.939999999999998,45.91666667,0
15.44,45.91666667,1
19.64,37.11666667,1
6.54,37.11666667,0
27.5,34.66666667,1
16.68,34.66666667,0
30.02,37.18333333,1
14.96,37.18333333,0
-0.3600000000000003,28.38333333,0
28.22,28.38333333,1
48.32,50.18333333,1
17.22,50.18333333,0
27.28,38.75,0
23.740000000000002,38.75,1
17.560000000000002,41.13333333,0
23.3,41.13333333,1
12.14,37.06666667,0
15.7,37.06666667,1
5.04,31.13333333,0
38.82,31.13333333,1
6.82,32.85,0
22.759999999999998,32.85,1
36.6,34.55,1
19.7,34.55,0
41.74,36.91666667,1
10.74,36.91666667,0
16.3,35.46666667,0
13.46,35.46666667,1
8.280000000000001,31.43333333,0
21.72,31.43333333,1
2.66,26.65,0
24.28,26.65,1
40.5,53.11666667,1
22.92,53.11666667,0
31.259999999999998,45.81666667,1
15.32,45.81666667,0
,31.88333333,0
,31.88333333,1
,35.68333333,1
,35.68333333,0
,28.23333333,1
,28.23333333,0
,39.83333333,1
,39.83333333,0
,24.91666667,1
,24.91666667,0
,35.83333333,0
,35.83333333,1
,28.33333333,0
,28.33333333,1
,33.78333333,0
,33.78333333,1
,37.16666667,0
,37.16666667,1
,32.9,1
,32.9,0
,36.53333333,1
,36.53333333,0
,28.53333333,0
,28.53333333,1
,28.98333333,1
,28.98333333,0
,30.55,1
,30.55,0
,25.21666667,1
,25.21666667,0
,46.05,1
,46.05,0
,39.93333333,0
,39.93333333,1
,49.31666667,0
,49.31666667,1
,37.61666667,0
,37.61666667,1
,48.23333333,1
,48.23333333,0
,36.28333333,1
,36.28333333,0
,44.51666667,1
,44.51666667,0
,43.2,0
,43.2,1
,36.63333333,1
,36.63333333,0
,40.41666667,0
,40.41666667,1
22.240000000000002,41.3,1
13.92,41.3,0
23.86,30.36666667,1
10.379999999999999,30.36666667,0
16.82,23.98333333,1
8.2,23.98333333,0
22.9,44.51666667,0
35.3,44.51666667,1
24.52,25.01666667,1
5.46,25.01666667,0
13.100000000000001,44.6,1
23.44,44.6,0
24.48,44.56666667,0
15.82,44.56666667,1
16.259999999999998,37.6,0
20.22,37.6,1
45.4,56.66666667,0
36.64,56.66666667,1
23.7,31.8,1
6.86,31.8,0
7.700000000000001,44.25,0
21.18,44.25,1
46.68,40.23333333,1
18.78,40.23333333,0
21.14,26.86666667,1
7.12,26.86666667,0
11.58,42.01666667,0
20.759999999999998,42.01666667,1
19.88,29.85,1
12.16,29.85,0
34.6,32.9,1
4.98,32.9,0
14.24,27.06666667,1
8.84,27.06666667,0
17.04,37.66666667,0
33.96,37.66666667,1
18.4,37.6,0
21.78,37.6,1
15.68,36.66666667,0
25.62,36.66666667,1
26.48,37.86666667,1
12.2,37.86666667,0
28.8,45.11666667,1
10.719999999999999,45.11666667,0
31.54,38.83333333,1
15.98,38.83333333,0
-0.33999999999999986,28.08333333,0
36.74,28.08333333,1
30.759999999999998,45.78333333,1
29.82,45.78333333,0
11.3,25.31666667,0
13.14,25.31666667,1
12.6,26.18333333,1
13.06,26.18333333,0
23.9,28.63333333,0
44.78,28.63333333,1
15.32,39.36666667,0
30.94,39.36666667,1
59.72,39.5,1
27.66,39.5,0
24.46,28.28333333,1
15.120000000000001,28.28333333,0
25.9,28.86666667,0
12.4,28.86666667,1
20.04,46.85,1
17.04,46.85,0
27.560000000000002,38.05,1
30.28,38.05,0
17.68,49.68333333,0
34.42,49.68333333,1
26.4,35.98333333,1
11.02,35.98333333,0
9.96,34.28333333,0
31.3,34.28333333,1
22.18,50.38333333,0
29.36,50.38333333,1
17.12,38.53333333,0
45.16,38.53333333,1
28.98,33.36666667,1
19.48,33.36666667,0
12.219999999999999,38.86666667,0
36.6,38.86666667,1
28.02,36.3,1
10.06,36.3,0
18.98,30.4,0
42.64,30.4,1
11.280000000000001,38.26666667,0
18.52,38.26666667,1
20.04,41.5,1
27.9,41.5,0
29.68,33.6,1
7.96,33.6,0
9.56,38.03333333,0
29.96,38.03333333,1
13.14,30.18333333,1
3.7,30.18333333,0
18.46,44.13333333,0
23.740000000000002,44.13333333,1
16.5,40.15,1
11.86,40.15,0
18.52,25.8,1
7.04,25.8,0
29.64,49.25,0
43.28,49.25,1
21.92,65.7,1
25.22,65.7,0
14.82,32.28333333,1
14.5,32.28333333,0
3.76,27.68333333,0
21.8,27.68333333,1
23.2,42.81666667,0
24.3,42.81666667,1
34.7,39.1,1
2.62,39.1,0
9.56,31.63333333,0
19.64,31.63333333,1
11.0,36.5,0
26.48,36.5,1
18.060000000000002,36.1,0
31.7,36.1,1
17.58,43.4,0
19.48,43.4,1
29.84,30.63333333,1
12.34,30.63333333,0
60.44,44.35,1
20.92,44.35,0
42.019999999999996,41.58333333,1
29.82,41.58333333,0
19.68,34.43333333,0
20.08,34.43333333,1
31.04,35.31666667,1
9.0,35.31666667,0
19.64,30.78333333,1
12.26,30.78333333,0
22.52,31.78333333,1
6.82,31.78333333,0
10.72,38.36666667,0
17.12,38.36666667,1
12.46,34.75,0
11.32,34.75,1
9.98,39.76666667,0
38.82,39.76666667,1
13.7,33.16666667,1
2.3,33.16666667,0
17.060000000000002,28.8,1
3.6399999999999997,28.8,0
15.440000000000001,37.16666667,1
7.12,37.16666667,0
11.98,32.28333333,0
28.34,32.28333333,1
14.84,33.56666667,0
33.4,33.56666667,1
34.36,29.78333333,1
15.219999999999999,29.78333333,0
21.08,36.7,1
8.92,36.7,0
26.52,49.38333333,1
15.76,49.38333333,0
25.380000000000003,57.55,1
15.82,57.55,0
3.66,33.61666667,0
37.72,33.61666667,1
0.4400000000000004,31.81666667,0
40.8,31.81666667,1
22.42,31.18333333,1
13.36,31.18333333,0
32.76,48.11666667,0
44.0,48.11666667,1
15.8,37.26666667,0
15.68,37.26666667,1
20.68,31.83333333,1
10.76,31.83333333,0
35.4,40.25,1
25.48,40.25,0
22.6,26.26666667,1
7.2,26.26666667,0
19.46,31.48333333,1
15.620000000000001,31.48333333,0
10.0,34.73333333,0
43.96,34.73333333,1
31.52,29.68333333,1
-1.4399999999999995,29.68333333,0
33.7,28.91666667,1
6.78,28.91666667,0
