fpts,gamelength,result
17.3,49.15,0
16.060000000000002,49.15,1
20.48,41.0,1
15.68,41.0,0
34.980000000000004,27.26666667,1
7.62,27.26666667,0
23.0,37.58333333,1
9.36,37.58333333,0
23.68,40.96666667,1
16.64,40.96666667,0
3.8600000000000003,27.2,0
30.88,27.2,1
33.76,42.3,1
30.72,42.3,0
15.32,32.26666667,0
22.68,32.26666667,1
41.44,48.78333333,0
29.740000000000002,48.78333333,1
7.1000000000000005,39.85,0
21.02,39.85,1
28.04,29.66666667,1
10.06,29.66666667,0
16.94,41.8,0
51.34,41.8,1
26.86,32.65,1
10.82,32.65,0
51.32,41.68333333,1
22.240000000000002,41.68333333,0
40.94,43.43333333,1
12.04,43.43333333,0
32.28,42.78333333,1
3.3200000000000003,42.78333333,0
10.96,36.06666667,0
21.54,36.06666667,1
0.0600000000000005,27.53333333,0
18.259999999999998,27.53333333,1
29.54,39.5,1
10.8,39.5,0
21.02,41.36666667,1
9.32,41.36666667,0
8.96,27.05,0
25.62,27.05,1
35.84,41.01666667,1
23.68,41.01666667,0
35.96,42.06666667,1
13.56,42.06666667,0
23.32,45.51666667,1
16.9,45.51666667,0
27.36,30.66666667,1
7.88,30.66666667,0
31.060000000000002,49.35,1
22.1,49.35,0
2.98,24.4,0
23.64,24.4,1
36.38,30.38333333,1
6.96,30.38333333,0
29.060000000000002,43.83333333,0
57.74,43.83333333,1
32.26,34.06666667,1
25.9,34.06666667,0
34.18,39.46666667,1
13.34,39.46666667,0
38.28,40.76666667,1
27.259999999999998,40.76666667,0
23.6,32.8,1
4.8,32.8,0
9.84,27.15,0
22.48,27.15,1
18.32,39.71666667,0
13.219999999999999,39.71666667,1
10.08,34.56666667,0
21.36,34.56666667,1
6.24,34.63333333,0
27.7,34.63333333,1
33.64,44.1,1
11.9,44.1,0
31.880000000000003,62.23333333,1
34.88,62.23333333,0
24.54,28.0,1
8.7,28.0,0
33.86,31.76666667,1
6.1000000000000005,31.76666667,0
13.64,31.5,0
28.02,31.5,1
34.44,29.6,1
14.66,29.6,0
28.9,30.83333333,1
12.86,30.83333333,0
46.14,40.81666667,1
22.240000000000002,40.81666667,0
37.62,38.83333333,1
22.759999999999998,38.83333333,0
17.86,33.4,1
14.08,33.4,0
7.42,37.58333333,0
42.4,37.58333333,1
22.28,36.66666667,1
18.52,36.66666667,0
22.84,32.31666667,1
13.879999999999999,32.31666667,0
44.08,49.36666667,1
27.78,49.36666667,0
22.66,47.23333333,1
34.36,47.23333333,0
39.28,30.7,1
6.64,30.7,0
37.58,43.21666667,1
29.64,43.21666667,0
70.0,45.61666667,1
18.18,45.61666667,0
2.8200000000000003,28.56666667,0
13.46,28.56666667,1
29.98,31.73333333,1
2.1799999999999997,31.73333333,0
48.980000000000004,45.61666667,1
20.42,45.61666667,0
35.66,36.66666667,1
10.100000000000001,36.66666667,0
12.34,31.9,0
34.58,31.9,1
12.780000000000001,40.96666667,0
19.84,40.96666667,1
5.78,32.71666667,0
17.78,32.71666667,1
28.16,31.55,1
2.3,31.55,0
13.98,34.7,1
9.34,34.7,0
31.78,40.83333333,1
15.040000000000001,40.83333333,0
24.66,32.2,1
9.3,32.2,0
38.0,33.68333333,1
2.88,33.68333333,0
18.1,34.21666667,1
13.54,34.21666667,0
26.240000000000002,29.38333333,1
18.7,29.38333333,0
26.12,44.25,0
43.12,44.25,1
2.4000000000000004,33.33333333,0
24.96,33.33333333,1
34.86,44.38333333,1
21.9,44.38333333,0
21.18,54.81666667,0
27.86,54.81666667,1
9.82,42.16666667,1
18.66,42.16666667,0
28.32,38.63333333,1
24.5,38.63333333,0
13.46,33.3,0
13.56,33.3,1
10.68,25.68333333,0
32.22,25.68333333,1
61.4,41.61666667,1
12.16,41.61666667,0
4.4399999999999995,25.66666667,0
27.18,25.66666667,1
15.24,44.61666667,1
18.94,44.61666667,0
3.8000000000000003,28.43333333,0
19.18,28.43333333,1
27.12,39.33333333,1
27.759999999999998,39.33333333,0
28.1,47.75,0
41.44,47.75,1
34.92,63.13333333,0
29.12,63.13333333,1
18.060000000000002,34.81666667,1
12.52,34.81666667,0
26.9,27.53333333,1
4.5600000000000005,27.53333333,0
32.68,25.73333333,1
3.2800000000000002,25.73333333,0
18.98,32.33333333,0
36.82,32.33333333,1
36.52,31.5,1
14.86,31.5,0
8.879999999999999,33.96666667,0
14.36,33.96666667,1
9.04,35.73333333,0
36.72,35.73333333,1
30.98,58.28333333,0
41.74,58.28333333,1
29.4,39.58333333,1
5.9,39.58333333,0
33.56,33.76666667,1
5.36,33.76666667,0
41.3,35.26666667,1
2.62,35.26666667,0
3.6000000000000005,44.73333333,0
50.94,44.73333333,1
17.7,29.18333333,1
4.46,29.18333333,0
12.700000000000001,51.96666667,1
31.8,51.96666667,0
25.34,41.41666667,1
12.780000000000001,41.41666667,0
16.7,27.78333333,1
10.7,27.78333333,0
22.8,40.53333333,0
46.18,40.53333333,1
17.34,32.48333333,1
3.9400000000000004,32.48333333,0
46.2,48.41666667,1
18.46,48.41666667,0
20.2,43.85,0
32.38,43.85,1
33.22,50.26666667,0
28.259999999999998,50.26666667,1
40.06,40.55,1
13.82,40.55,0
14.86,34.58333333,0
24.88,34.58333333,1
17.66,29.93333333,1
9.98,29.93333333,0
37.26,45.56666667,1
15.04,45.56666667,0
6.2,29.88333333,0
20.32,29.88333333,1
8.58,43.2,0
31.98,43.2,1
23.92,47.63333333,1
7.880000000000001,47.63333333,0
19.759999999999998,45.4,1
11.18,45.4,0
11.64,38.06666667,0
12.92,38.06666667,1
9.3,33.91666667,0
13.98,33.91666667,1
10.66,21.1,1
4.84,21.1,0
38.08,56.76666667,1
17.2,56.76666667,0
14.379999999999999,40.06666667,0
26.18,40.06666667,1
27.66,36.98333333,0
24.439999999999998,36.98333333,1
18.78,40.58333333,0
31.5,40.58333333,1
24.38,34.86666667,1
5.9,34.86666667,0
24.62,41.7,1
6.44,41.7,0
0.6799999999999997,32.35,0
26.98,32.35,1
21.58,44.43333333,0
34.88,44.43333333,1
16.02,33.18333333,1
11.08,33.18333333,0
34.78,44.26666667,1
14.96,44.26666667,0
18.6,37.91666667,0
25.92,37.91666667,1
-0.2999999999999998,23.21666667,0
26.8,23.21666667,1
28.92,32.53333333,1
11.2,32.53333333,0
12.16,41.63333333,0
48.74,41.63333333,1
21.5,32.81666667,1
19.92,32.81666667,0
66.36,50.45,1
39.62,50.45,0
5.0,40.66666667,0
32.1,40.66666667,1
21.3,44.25,1
14.2,44.25,0
19.5,43.48333333,1
6.36,43.48333333,0
28.32,30.75,1
8.96,30.75,0
24.94,50.25,0
40.3,50.25,1
16.68,32.36666667,1
5.98,32.36666667,0
20.44,44.08333333,0
21.02,44.08333333,1
34.96,27.35,1
7.22,27.35,0
12.58,28.01666667,0
27.18,28.01666667,1
27.64,43.73333333,1
12.28,43.73333333,0
21.54,30.1,1
6.98,30.1,0
29.38,45.23333333,1
13.9,45.23333333,0
16.52,38.6,1
9.14,38.6,0
15.26,31.45,1
5.2,31.45,0
15.7,37.08333333,1
10.66,37.08333333,0
19.0,45.56666667,1
18.240000000000002,45.56666667,0
14.219999999999999,33.9,0
19.86,33.9,1
23.38,38.06666667,1
16.4,38.06666667,0
26.7,34.08333333,1
10.48,34.08333333,0
24.12,30.55,1
11.82,30.55,0
33.46,39.28333333,1
14.0,39.28333333,0
37.62,40.78333333,1
19.88,40.78333333,0
20.12,44.95,1
14.36,44.95,0
21.54,31.98333333,1
4.0,31.98333333,0
40.4,40.5,1
9.84,40.5,0
11.66,50.2,1
13.18,50.2,0
6.76,34.36666667,0
34.86,34.36666667,1
15.96,33.11666667,0
9.84,33.11666667,1
50.42,47.41666667,1
35.44,47.41666667,0
33.58,25.15,1
1.1600000000000001,25.15,0
31.42,33.68333333,1
8.940000000000001,33.68333333,0
11.18,30.38333333,1
5.26,30.38333333,0
6.2,24.58333333,0
17.34,24.58333333,1
23.8,48.83333333,1
14.38,48.83333333,0
7.54,31.45,0
17.560000000000002,31.45,1
27.04,37.93333333,1
12.76,37.93333333,0
19.7,38.06666667,0
22.02,38.06666667,1
39.18,39.3,0
45.76,39.3,1
32.66,30.95,1
11.18,30.95,0
28.62,56.96666667,0
25.62,56.96666667,1
22.98,27.98333333,1
6.22,27.98333333,0
23.9,24.11666667,1
7.76,24.11666667,0
12.18,39.66666667,0
24.04,39.66666667,1
5.86,29.28333333,0
37.8,29.28333333,1
35.26,42.0,1
17.62,42.0,0
,43.35,0
,43.35,1
,26.01666667,0
,26.01666667,1
,41.2,1
,41.2,0
,55.6,0
,55.6,1
,37.13333333,1
,37.13333333,0
,35.8,1
,35.8,0
,42.86666667,0
,42.86666667,1
,29.66666667,1
,29.66666667,0
,35.1,0
,35.1,1
,34.48333333,1
,34.48333333,0
,30.75,1
,30.75,0
,26.2,0
,26.2,1
12.9,27.9,1
3.2199999999999998,27.9,0
9.36,33.86666667,0
19.32,33.86666667,1
17.46,30.48333333,1
-0.16000000000000014,30.48333333,0
32.42,44.8,1
24.22,44.8,0
42.26,63.2,0
49.14,63.2,1
13.86,34.21666667,1
5.9,34.21666667,0
15.8,41.31666667,0
41.04,41.31666667,1
19.84,40.11666667,1
13.48,40.11666667,0
20.02,39.9,1
23.02,39.9,0
16.439999999999998,49.76666667,0
43.34,49.76666667,1
16.259999999999998,31.78333333,1
8.08,31.78333333,0
20.58,34.4,0
29.08,34.4,1
,44.15,0
,44.15,1
,37.76666667,1
,37.76666667,0
,39.91666667,0
,39.91666667,1
,31.56666667,1
,31.56666667,0
,39.65,1
,39.65,0
,34.26666667,0
,34.26666667,1
,28.7,1
,28.7,0
,35.06666667,1
,35.06666667,0
,57.2,0
,57.2,1
,37.31666667,1
,37.31666667,0
,36.98333333,0
,36.98333333,1
39.02,45.51666667,1
16.36,45.51666667,0
31.46,35.13333333,1
18.08,35.13333333,0
47.04,44.01666667,1
37.1,44.01666667,0
45.54,30.18333333,1
21.58,30.18333333,0
24.54,36.91666667,0
17.36,36.91666667,1
18.28,34.6,0
24.28,34.6,1
12.879999999999999,36.25,0
18.38,36.25,1
36.0,45.16666667,0
43.22,45.16666667,1
14.440000000000001,33.25,1
11.2,33.25,0
13.76,42.68333333,0
27.259999999999998,42.68333333,1
14.76,33.05,0
36.58,33.05,1
28.84,33.33333333,1
10.46,33.33333333,0
36.480000000000004,49.06666667,1
34.980000000000004,49.06666667,0
24.08,44.6,1
15.3,44.6,0
9.4,39.03333333,1
8.84,39.03333333,0
9.780000000000001,30.13333333,0
22.8,30.13333333,1
32.52,34.71666667,1
12.3,34.71666667,0
19.66,49.26666667,1
20.32,49.26666667,0
37.0,38.78333333,0
44.64,38.78333333,1
26.44,35.81666667,1
29.94,35.81666667,0
14.02,38.78333333,1
16.58,38.78333333,0
12.52,30.9,0
22.96,30.9,1
1.4800000000000004,28.6,0
15.86,28.6,1
19.060000000000002,32.38333333,1
10.26,32.38333333,0
27.18,34.61666667,1
17.16,34.61666667,0
7.5,27.68333333,0
26.64,27.68333333,1
22.82,27.06666667,1
15.9,27.06666667,0
12.58,26.2,0
49.9,26.2,1
18.08,30.73333333,1
14.84,30.73333333,0
37.5,39.88333333,1
7.96,39.88333333,0
24.28,43.13333333,0
24.86,43.13333333,1
31.1,28.13333333,1
11.379999999999999,28.13333333,0
27.700000000000003,39.7,1
9.76,39.7,0
11.06,42.08333333,0
21.42,42.08333333,1
20.88,41.63333333,0
32.28,41.63333333,1
32.52,32.5,1
8.92,32.5,0
36.32,39.88333333,1
6.08,39.88333333,0
34.04,40.73333333,1
21.16,40.73333333,0
29.48,26.13333333,1
2.4400000000000004,26.13333333,0
34.88,43.38333333,1
22.36,43.38333333,0
17.62,45.23333333,0
25.0,45.23333333,1
9.1,43.08333333,0
26.0,43.08333333,1
14.92,32.11666667,1
11.780000000000001,32.11666667,0
43.94,37.46666667,1
9.06,37.46666667,0
11.7,34.58333333,0
28.2,34.58333333,1
27.84,30.41666667,1
22.32,30.41666667,0
24.1,34.41666667,0
47.32,34.41666667,1
26.740000000000002,56.75,0
17.62,56.75,1
17.4,29.38333333,1
12.68,29.38333333,0
38.26,37.73333333,1
15.04,37.73333333,0
7.16,36.96666667,0
32.34,36.96666667,1
16.4,37.5,0
32.76,37.5,1
22.22,30.63333333,1
9.04,30.63333333,0
19.7,32.51666667,1
5.88,32.51666667,0
32.58,48.21666667,0
47.78,48.21666667,1
12.56,38.78333333,0
12.2,38.78333333,1
47.8,52.88333333,1
16.740000000000002,52.88333333,0
17.96,43.53333333,0
29.88,43.53333333,1
2.6799999999999997,27.05,0
17.02,27.05,1
47.18,41.36666667,1
10.26,41.36666667,0
19.259999999999998,51.43333333,0
17.96,51.43333333,1
42.52,43.66666667,1
12.719999999999999,43.66666667,0
22.1,39.05,1
16.42,39.05,0
23.52,51.8,0
21.34,51.8,1
24.36,30.16666667,1
5.32,30.16666667,0
0.040000000000000036,22.01666667,0
26.92,22.01666667,1
25.3,46.66666667,1
15.76,46.66666667,0
27.62,25.23333333,1
4.0200000000000005,25.23333333,0
2.3,27.7,0
16.36,27.7,1
29.54,39.9,1
19.08,39.9,0
53.62,50.21666667,1
14.600000000000001,50.21666667,0
27.46,42.21666667,1
8.32,42.21666667,0
14.780000000000001,27.45,0
14.440000000000001,27.45,1
23.54,49.23333333,0
15.0,49.23333333,1
23.04,33.05,1
10.440000000000001,33.05,0
17.62,35.16666667,1
21.54,35.16666667,0
15.46,33.56666667,0
24.759999999999998,33.56666667,1
28.18,26.25,1
7.0200000000000005,26.25,0
33.6,50.0,1
31.32,50.0,0
36.56,34.18333333,1
18.18,34.18333333,0
30.2,41.78333333,1
23.52,41.78333333,0
18.1,35.41666667,1
10.24,35.41666667,0
12.66,31.88333333,0
25.96,31.88333333,1
8.24,32.35,0
31.32,32.35,1
13.9,40.95,0
36.12,40.95,1
6.18,39.35,0
38.04,39.35,1
30.560000000000002,34.58333333,1
8.86,34.58333333,0
10.54,40.5,0
27.48,40.5,1
,47.33333333,1
,47.33333333,0
,44.06666667,0
,44.06666667,1
,65.81666667,1
,65.81666667,0
,40.83333333,0
,40.83333333,1
,63.35,0
,63.35,1
,43.66666667,1
,43.66666667,0
,41.48333333,1
,41.48333333,0
,25.33333333,1
,25.33333333,0
,32.9,1
,32.9,0
,29.36666667,0
,29.36666667,1
,30.51666667,0
,30.51666667,1
,25.33333333,1
,25.33333333,0
,25.46666667,1
,25.46666667,0
,34.2,0
,34.2,1
,38.46666667,0
,38.46666667,1
,42.31666667,1
,42.31666667,0
,42.6,0
,42.6,1
,29.05,1
,29.05,0
,31.43333333,1
,31.43333333,0
,31.65,0
,31.65,1
,37.41666667,0
,37.41666667,1
,35.8,0
,35.8,1
,39.95,1
,39.95,0
14.66,50.91666667,0
29.42,50.91666667,1
33.18,27.91666667,1
14.06,27.91666667,0
36.38,33.8,1
21.38,33.8,0
30.04,27.95,1
10.32,27.95,0
22.92,23.5,1
5.58,23.5,0
4.44,30.91666667,0
35.54,30.91666667,1
32.54,42.71666667,0
33.0,42.71666667,1
14.76,34.75,0
37.2,34.75,1
20.08,39.31666667,1
23.22,39.31666667,0
1.8399999999999999,27.73333333,0
24.44,27.73333333,1
38.72,31.76666667,1
12.4,31.76666667,0
11.92,28.36666667,0
21.02,28.36666667,1
20.060000000000002,52.15,1
17.92,52.15,0
36.62,50.73333333,1
27.32,50.73333333,0
6.32,30.06666667,0
24.52,30.06666667,1
25.36,23.85,1
2.6,23.85,0
50.76,46.31666667,1
15.2,46.31666667,0
4.74,32.53333333,0
23.58,32.53333333,1
29.560000000000002,34.98333333,1
17.14,34.98333333,0
10.58,29.46666667,1
25.759999999999998,29.46666667,0
7.22,28.58333333,0
41.04,28.58333333,1
10.56,27.33333333,0
18.68,27.33333333,1
25.48,43.46666667,1
16.16,43.46666667,0
20.12,30.25,1
3.58,30.25,0
44.22,38.61666667,1
14.4,38.61666667,0
23.5,37.85,1
16.34,37.85,0
20.5,27.1,1
10.280000000000001,27.1,0
3.88,27.63333333,0
26.759999999999998,27.63333333,1
32.66,45.95,0
49.06,45.95,1
29.04,39.78333333,1
19.16,39.78333333,0
12.2,27.23333333,0
46.6,27.23333333,1
22.1,33.65,1
27.98,33.65,0
51.54,48.16666667,1
22.32,48.16666667,0
11.9,32.76666667,0
21.58,32.76666667,1
25.34,33.41666667,1
17.78,33.41666667,0
5.0200000000000005,27.15,0
19.98,27.15,1
38.24,46.81666667,1
28.36,46.81666667,0
32.379999999999995,26.98333333,1
12.280000000000001,26.98333333,0
62.02,31.81666667,1
16.38,31.81666667,0
15.82,29.76666667,0
24.44,29.76666667,1
12.5,23.0,1
8.74,23.0,0
33.6,37.83333333,1
33.68,37.83333333,0
22.6,39.01666667,0
36.26,39.01666667,1
15.02,30.26666667,1
12.98,30.26666667,0
29.5,37.76666667,0
15.3,37.76666667,1
36.18,41.6,0
45.480000000000004,41.6,1
8.540000000000001,46.03333333,0
28.08,46.03333333,1
33.0,29.08333333,1
5.78,29.08333333,0
26.72,44.23333333,0
36.76,44.23333333,1
5.720000000000001,27.7,0
39.6,27.7,1
62.56,35.25,1
19.98,35.25,0
31.759999999999998,49.36666667,1
37.58,49.36666667,0
31.5,46.93333333,0
28.04,46.93333333,1
26.66,34.31666667,1
3.1799999999999997,34.31666667,0
7.42,27.31666667,0
37.76,27.31666667,1
41.78,36.65,1
21.14,36.65,0
10.64,32.55,0
17.38,32.55,1
15.04,36.7,0
22.92,36.7,1
37.88,31.13333333,1
12.02,31.13333333,0
16.9,35.83333333,1
5.5200000000000005,35.83333333,0
19.560000000000002,63.51666667,0
50.24,63.51666667,1
30.6,38.21666667,0
23.740000000000002,38.21666667,1
41.04,50.81666667,1
27.82,50.81666667,0
-0.28000000000000025,40.91666667,0
42.6,40.91666667,1
10.42,36.81666667,0
61.42,36.81666667,1
38.62,42.66666667,1
32.06,42.66666667,0
22.86,30.03333333,0
20.1,30.03333333,1
47.82,54.93333333,1
50.36,54.93333333,0
12.98,34.93333333,0
43.62,34.93333333,1
17.94,30.98333333,1
15.84,30.98333333,0
9.54,42.21666667,0
25.259999999999998,42.21666667,1
28.72,35.98333333,1
7.98,35.98333333,0
14.56,32.61666667,0
21.72,32.61666667,1
47.22,55.1,0
53.4,55.1,1
34.9,31.53333333,1
3.88,31.53333333,0
20.54,32.05,0
25.84,32.05,1
11.96,34.03333333,0
25.34,34.03333333,1
25.04,40.86666667,1
11.719999999999999,40.86666667,0
5.32,35.2,0
27.18,35.2,1
14.4,29.23333333,0
8.84,29.23333333,1
4.8,32.63333333,0
20.4,32.63333333,1
26.7,23.35,1
10.14,23.35,0
10.02,21.51666667,1
8.04,21.51666667,0
17.64,32.48333333,0
19.259999999999998,32.48333333,1
42.0,45.36666667,1
23.22,45.36666667,0
15.42,48.15,1
10.84,48.15,0
19.060000000000002,34.76666667,0
14.32,34.76666667,1
11.92,29.83333333,0
19.14,29.83333333,1
22.740000000000002,36.06666667,0
29.78,36.06666667,1
23.86,27.76666667,1
6.34,27.76666667,0
12.04,37.26666667,0
28.8,37.26666667,1
35.9,36.23333333,1
13.36,36.23333333,0
2.76,31.33333333,0
20.7,31.33333333,1
33.1,36.81666667,1
11.48,36.81666667,0
32.18,41.66666667,1
15.46,41.66666667,0
20.14,25.96666667,1
9.04,25.96666667,0
32.14,38.05,1
14.34,38.05,0
5.82,21.83333333,0
7.04,21.83333333,1
45.04,39.71666667,1
19.560000000000002,39.71666667,0
5.34,30.7,0
34.64,30.7,1
25.16,34.95,1
6.74,34.95,0
11.120000000000001,31.1,0
14.18,31.1,1
24.82,22.21666667,1
5.220000000000001,22.21666667,0
19.82,37.26666667,1
16.52,37.26666667,0
24.82,35.33333333,1
6.98,35.33333333,0
12.1,48.03333333,0
42.28,48.03333333,1
4.68,29.75,0
26.560000000000002,29.75,1
14.440000000000001,36.96666667,0
22.98,36.96666667,1
37.24,42.6,0
64.58,42.6,1
13.54,46.8,0
29.439999999999998,46.8,1
20.86,32.43333333,1
2.8600000000000003,32.43333333,0
18.2,39.16666667,0
41.68,39.16666667,1
20.5,32.78333333,1
10.56,32.78333333,0
35.9,43.58333333,1
33.9,43.58333333,0
4.12,31.48333333,0
35.480000000000004,31.48333333,1
13.52,45.75,0
24.22,45.75,1
23.98,44.25,1
23.08,44.25,0
11.120000000000001,33.9,0
19.7,33.9,1
36.84,30.03333333,1
6.46,30.03333333,0
8.76,25.75,0
17.52,25.75,1
22.16,44.4,1
18.04,44.4,0
13.98,35.35,0
23.16,35.35,1
22.759999999999998,40.65,1
11.02,40.65,0
11.1,25.8,0
15.44,25.8,1
34.46,37.36666667,1
6.88,37.36666667,0
8.219999999999999,37.41666667,0
31.72,37.41666667,1
20.46,36.68333333,1
27.58,36.68333333,0
5.8,30.46666667,0
38.02,30.46666667,1
12.98,28.61666667,1
7.38,28.61666667,0
17.66,41.98333333,0
26.9,41.98333333,1
10.52,37.66666667,0
40.94,37.66666667,1
40.06,53.51666667,0
87.34,53.51666667,1
23.0,53.45,0
31.04,53.45,1
24.08,31.3,1
15.86,31.3,0
13.14,38.66666667,0
27.4,38.66666667,1
53.92,39.45,0
38.02,39.45,1
22.86,42.83333333,1
7.140000000000001,42.83333333,0
24.08,27.75,1
9.24,27.75,0
22.44,28.31666667,1
3.74,28.31666667,0
18.92,37.0,0
25.8,37.0,1
24.3,33.15,1
24.08,33.15,0
6.42,26.81666667,0
36.54,26.81666667,1
28.08,30.13333333,1
2.7800000000000002,30.13333333,0
35.68,34.48333333,1
13.0,34.48333333,0
12.8,26.81666667,0
26.84,26.81666667,1
29.38,52.18333333,0
26.560000000000002,52.18333333,1
12.780000000000001,36.76666667,0
22.5,36.76666667,1
12.64,50.45,0
21.0,50.45,1
30.0,39.88333333,1
18.78,39.88333333,0
34.2,34.48333333,1
8.58,34.48333333,0
7.24,31.65,0
45.7,31.65,1
32.84,26.51666667,1
9.2,26.51666667,0
12.42,30.9,1
15.32,30.9,0
11.54,41.38333333,0
32.08,41.38333333,1
14.26,32.98333333,0
31.34,32.98333333,1
26.759999999999998,25.16666667,1
3.3200000000000003,25.16666667,0
5.84,46.03333333,0
23.38,46.03333333,1
19.38,37.63333333,1
21.72,37.63333333,0
29.1,34.35,1
12.780000000000001,34.35,0
21.240000000000002,26.75,1
4.24,26.75,0
20.42,30.9,1
4.12,30.9,0
33.84,46.73333333,0
19.02,46.73333333,1
32.4,26.25,1
3.38,26.25,0
4.2,28.81666667,0
24.52,28.81666667,1
36.12,47.06666667,0
38.0,47.06666667,1
35.08,34.78333333,1
18.66,34.78333333,0
19.54,26.33333333,1
2.08,26.33333333,0
17.66,28.9,1
9.3,28.9,0
39.24,46.3,1
8.7,46.3,0
8.16,26.56666667,0
26.240000000000002,26.56666667,1
40.78,46.61666667,0
16.18,46.61666667,1
15.32,27.56666667,1
7.26,27.56666667,0
38.34,35.4,1
11.46,35.4,0
37.66,38.25,1
7.88,38.25,0
29.72,46.36666667,1
18.16,46.36666667,0
,33.26666667,0
,33.26666667,1
,35.08333333,1
,35.08333333,0
,28.35,1
,28.35,0
,34.33333333,1
,34.33333333,0
,39.91666667,1
,39.91666667,0
,29.55,1
,29.55,0
,29.73333333,0
,29.73333333,1
,33.73333333,1
,33.73333333,0
,26.83333333,1
,26.83333333,0
,42.35,0
,42.35,1
,51.76666667,1
,51.76666667,0
,50.65,0
,50.65,1
,45.91666667,0
,45.91666667,1
,34.91666667,0
,34.91666667,1
,31.46666667,1
,31.46666667,0
,37.16666667,0
,37.16666667,1
,29.31666667,1
,29.31666667,0
,37.43333333,1
,37.43333333,0
,41.36666667,0
,41.36666667,1
,41.61666667,0
,41.61666667,1
,36.96666667,1
,36.96666667,0
20.98,35.1,1
7.22,35.1,0
13.700000000000001,49.2,1
39.84,49.2,0
31.560000000000002,33.01666667,1
9.5,33.01666667,0
25.18,35.45,0
39.5,35.45,1
14.52,36.18333333,0
26.96,36.18333333,1
19.66,33.23333333,0
19.86,33.23333333,1
8.64,46.08333333,0
23.96,46.08333333,1
12.08,46.38333333,0
25.34,46.38333333,1
12.0,35.11666667,0
12.58,35.11666667,1
7.78,24.36666667,0
22.58,24.36666667,1
34.120000000000005,65.38333333,1
39.68,65.38333333,0
7.72,38.15,0
28.68,38.15,1
46.84,35.48333333,1
7.86,35.48333333,0
32.1,38.81666667,1
9.06,38.81666667,0
35.92,48.35,1
11.040000000000001,48.35,0
40.18,32.03333333,1
3.26,32.03333333,0
32.96,27.05,1
7.5600000000000005,27.05,0
20.9,33.71666667,1
5.140000000000001,33.71666667,0
21.36,42.48333333,0
23.86,42.48333333,1
35.46,27.26666667,1
12.16,27.26666667,0
40.62,33.93333333,1
12.9,33.93333333,0
50.14,49.78333333,1
23.62,49.78333333,0
21.6,28.76666667,1
9.06,28.76666667,0
29.98,39.05,1
8.14,39.05,0
17.560000000000002,46.2,0
35.04,46.2,1
22.72,40.63333333,1
14.76,40.63333333,0
33.96,46.36666667,1
22.060000000000002,46.36666667,0
5.7,35.31666667,0
24.48,35.31666667,1
6.54,36.03333333,0
15.26,36.03333333,1
23.62,33.4,1
7.62,33.4,0
23.48,30.73333333,1
-0.019999999999999574,30.73333333,0
13.68,26.56666667,0
16.8,26.56666667,1
48.44,36.23333333,1
2.62,36.23333333,0
22.44,43.91666667,0
26.84,43.91666667,1
23.64,23.6,0
14.06,23.6,1
41.980000000000004,39.96666667,1
5.16,39.96666667,0
36.72,38.3,1
29.16,38.3,0
26.08,31.76666667,1
13.76,31.76666667,0
31.34,30.7,1
18.18,30.7,0
25.84,37.33333333,0
33.86,37.33333333,1
38.019999999999996,39.11666667,1
12.42,39.11666667,0
10.18,50.83333333,0
40.16,50.83333333,1
16.82,39.83333333,0
12.040000000000001,39.83333333,1
21.66,26.61666667,1
6.4,26.61666667,0
26.3,48.9,1
28.82,48.9,0
13.0,31.65,1
6.68,31.65,0
8.620000000000001,42.13333333,0
25.14,42.13333333,1
46.44,43.93333333,1
27.98,43.93333333,0
17.439999999999998,35.76666667,1
11.219999999999999,35.76666667,0
22.0,41.28333333,0
32.5,41.28333333,1
22.740000000000002,36.08333333,1
2.5600000000000005,36.08333333,0
41.24,58.83333333,0
15.040000000000001,58.83333333,1
12.8,38.0,1
15.98,38.0,0
22.54,34.71666667,1
10.96,34.71666667,0
16.48,45.76666667,0
42.82,45.76666667,1
34.66,40.21666667,1
20.64,40.21666667,0
1.8200000000000003,37.3,0
43.8,37.3,1
23.68,41.66666667,0
37.02,41.66666667,1
6.96,28.43333333,0
15.68,28.43333333,1
10.02,41.86666667,0
24.22,41.86666667,1
13.8,77.95,0
33.96,77.95,1
51.980000000000004,54.96666667,1
31.04,54.96666667,0
7.96,30.58333333,0
22.14,30.58333333,1
6.36,25.15,0
23.36,25.15,1
25.060000000000002,28.08333333,1
5.78,28.08333333,0
12.16,32.1,0
31.08,32.1,1
3.6399999999999997,32.71666667,0
26.12,32.71666667,1
22.38,34.2,1
5.82,34.2,0
11.120000000000001,34.48333333,0
20.82,34.48333333,1
36.9,35.98333333,1
10.940000000000001,35.98333333,0
29.66,42.53333333,1
14.34,42.53333333,0
32.34,31.48333333,1
14.84,31.48333333,0
29.08,26.78333333,1
0.3799999999999999,26.78333333,0
1.0,24.68333333,0
21.52,24.68333333,1
21.86,48.68333333,1
13.620000000000001,48.68333333,0
28.58,35.71666667,1
5.98,35.71666667,0
28.92,40.08333333,0
38.02,40.08333333,1
,31.31666667,1
,31.31666667,0
,41.43333333,1
,41.43333333,0
,29.6,0
,29.6,1
,38.1,0
,38.1,1
,27.35,1
,27.35,0
16.62,35.45,0
28.12,35.45,1
23.02,34.28333333,1
13.5,34.28333333,0
14.96,33.38333333,0
36.72,33.38333333,1
10.8,41.76666667,0
12.940000000000001,41.76666667,1
